GEOID,pop,pop_dens,race_white,race_minority,female,age_genz,age_millenial,age_genx,age_boomer,age_retiree,divsep,widowed,median_age,not_us_citizen,median_earnings,trav_cars,trav_trans,trav_motorcycle,trav_bike,trav_walk,trav_home,edu_lowedu,edu_hsged,edu_bs,edu_grad,unemp,below_pov,City,Borough,Class,CasualtiesPerPop,CasualtiesPerPopDens,TotalInjuries,TotalDeaths,Collisions,CasualtiesCount
36005043500,62,23.84615385,0,62,45,9,29,0,12,12,8,12,23.8,0,15375,0,31,0,0,0,0,0,4,0,0,0,8,NYC,Bronx,1,18.01612903,46.84193548,1111,6,2907,1117
36005027600,59,100,21,38,26,23,9,19,4,4,0,0,23.4,7,22813,14,0,0,0,0,0,4,15,0,0,14,8,NYC,Bronx,1,3.915254237,2.31,230,1,641,231
36005011000,151,188.75,0,151,72,12,39,100,0,0,9,0,40.9,0,23571,38,43,0,0,0,13,0,36,37,0,14,31,NYC,Bronx,1,1.01986755,0.81589404,154,0,504,154
36005033400,1468,1254.700855,132,1336,757,335,344,445,275,69,191,72,37.8,223,30938,281,379,0,0,4,0,58,407,192,55,71,302,NYC,Bronx,1,0.728882834,0.852792915,1066,4,2859,1070
36005028400,687,1597.674419,168,519,216,37,89,246,276,39,102,61,53.7,96,25110,35,50,0,6,0,33,30,272,69,7,6,59,NYC,Bronx,1,0.320232897,0.137700146,216,4,826,220
36005001900,2682,4257.142857,195,2487,1394,639,875,850,298,20,271,42,32.5,339,31031,272,732,0,16,60,50,107,772,247,106,234,911,NYC,Bronx,1,0.266592095,0.16795302,714,1,2873,715
36005002400,123,473.0769231,58,65,33,25,98,0,0,0,0,33,27.9,65,58526,0,98,0,0,0,0,0,33,26,39,0,0,NYC,Bronx,1,0.260162602,0.067642276,32,0,137,32
36005016500,1002,14314.28571,4,998,538,313,344,280,58,7,167,29,28.3,262,22258,111,200,0,0,21,14,29,280,100,0,55,367,NYC,Bronx,1,0.209580838,0.014670659,207,3,730,210
36005025700,1875,31250,44,1831,828,313,822,444,244,52,206,35,30.8,451,25333,138,859,0,34,111,3,92,742,190,35,101,455,NYC,Bronx,1,0.163733333,0.009824,307,0,945,307
36005006300,4291,10727.5,244,4047,2017,915,1184,1180,905,107,748,112,35.7,1082,27152,231,1563,0,0,179,0,152,1175,597,141,258,1154,NYC,Bronx,1,0.153111163,0.061244465,655,2,2210,657
36005006000,1269,9761.538462,17,1252,681,300,391,322,218,38,137,68,31,301,20972,134,317,0,5,16,45,64,308,143,39,71,417,NYC,Bronx,1,0.151300236,0.019669031,192,0,796,192
36005019400,2339,6879.411765,455,1884,1115,558,633,704,258,186,212,81,34.1,234,40341,466,378,0,0,101,5,85,756,287,44,123,438,NYC,Bronx,1,0.133390338,0.045352715,310,2,764,312
36005021900,1142,22840,15,1127,556,256,354,301,184,47,183,34,33.6,368,25804,71,401,0,0,18,15,75,238,101,17,37,372,NYC,Bronx,1,0.119089317,0.005954466,134,2,401,136
36005023100,1650,33000,49,1601,653,356,442,568,245,39,182,90,37.3,495,23902,39,405,0,5,18,0,85,404,106,15,156,613,NYC,Bronx,1,0.103030303,0.005151515,169,1,608,170
36005009300,6601,7416.853933,65,6536,2745,1735,2172,1861,736,97,768,142,31,2016,22703,525,1107,0,0,381,91,562,1725,276,104,156,2365,NYC,Bronx,1,0.100287835,0.089256173,657,5,2512,662
36005024000,3647,40522.22222,232,3415,1674,1052,1028,1006,477,84,432,60,31.7,917,21182,472,1110,0,24,44,55,89,934,302,68,211,1120,NYC,Bronx,1,0.081436797,0.007329312,295,2,740,297
36005016900,1361,34025,39,1322,712,372,346,327,265,51,167,94,32.4,125,27019,117,197,0,0,32,0,35,333,113,9,127,485,NYC,Bronx,1,0.078618663,0.003144747,106,1,277,107
36005029600,1670,5964.286,483,1187,880,297,627,502,185,59,166,56,32.7,420,34475,212,277,0,5,282,41,31,340,223,315,81,166,NYC,Bronx,1,0.077844311,0.021796406,129,1,528,130
36005028600,1190,17000,508,682,569,262,203,405,295,25,104,54,42.7,130,41012,271,157,0,0,104,20,26,283,157,102,56,175,NYC,Bronx,1,0.076470588,0.005352941,91,0,303,91
36005048400,4054,15014.81481,154,3900,2047,879,979,1253,828,115,446,117,39,698,31865,953,850,0,10,126,55,98,1021,482,185,264,269,NYC,Bronx,1,0.074247657,0.020046867,298,3,1058,301
36005005100,5676,29873.68421,9,5667,3498,1869,1581,1406,617,203,534,213,26.4,710,19797,107,1465,0,0,76,4,236,1281,216,61,294,2621,NYC,Bronx,1,0.073819591,0.014025722,418,1,1630,419
36005011502,4656,35815.38462,26,4630,2443,1601,1268,1216,430,141,364,207,28.5,1226,19000,284,955,0,0,105,50,193,802,268,43,253,2094,NYC,Bronx,1,0.070661512,0.009185997,325,4,1204,329
36005039700,3994,19970,2390,1604,2277,363,3008,336,174,113,205,70,20,399,3059,184,537,11,0,315,122,39,399,61,42,153,679,NYC,Bronx,1,0.070355533,0.014071107,279,2,944,281
36005014300,1085,21700,57,1028,538,284,283,247,235,36,145,16,33.9,315,17417,37,251,0,0,84,10,74,278,51,12,46,451,NYC,Bronx,1,0.069124424,0.003456221,75,0,187,75
36005007100,2544,25440,42,2502,1468,631,739,644,423,107,241,120,31.4,182,31655,252,780,0,0,48,4,58,639,290,94,179,637,NYC,Bronx,1,0.067216981,0.006721698,171,0,474,171
36005009000,3636,9827.027027,99,3537,1928,920,1051,818,626,221,350,99,29.2,271,31010,429,531,0,0,31,0,84,996,201,64,181,1410,NYC,Bronx,1,0.066006601,0.024422442,240,0,1074,240
36005021700,5213,86883.33333,75,5138,2818,1300,1408,1681,726,98,682,158,34.3,1241,16466,417,1472,0,0,94,108,205,1476,175,111,319,2513,NYC,Bronx,1,0.064646077,0.003878765,336,1,939,337
36005021301,1147,38233.33333,49,1098,709,363,253,317,206,8,176,28,33.2,184,21373,107,310,0,0,43,25,77,275,78,33,46,524,NYC,Bronx,1,0.063644289,0.001909329,73,0,225,73
36005022000,2174,24155.56,21,2153,1022,704,644,608,187,31,153,42,28.4,862,14856,81,679,0,0,64,0,64,480,63,24,222,970,NYC,Bronx,1,0.062097516,0.005588775,135,0,373,135
36005039500,4185,26156.25,54,4131,2334,1402,1039,1150,435,159,503,127,28.8,830,25481,344,884,0,5,58,72,151,904,269,115,249,1571,NYC,Bronx,1,0.061170848,0.009787336,256,0,829,256
36005009600,2597,9618.518519,175,2422,1347,603,641,595,462,296,231,85,36.7,359,31130,277,473,0,0,77,28,146,698,247,97,207,379,NYC,Bronx,1,0.060069311,0.016218714,155,1,541,156
36005006500,5609,56090,138,5471,2740,1747,1427,1563,732,140,664,207,30,1214,23165,141,1427,0,0,302,98,113,1675,271,65,256,2521,NYC,Bronx,1,0.059368871,0.005936887,333,0,1102,333
36005002800,5350,33437.5,38,5312,2891,928,1236,1603,1191,392,751,141,42.7,478,32329,1212,1145,0,0,40,0,141,1733,623,153,330,312,NYC,Bronx,1,0.059065421,0.009450467,314,2,908,316
36005026900,3751,25006.66667,195,3556,2008,977,1014,1094,533,133,580,197,34.2,553,25632,459,1146,0,12,166,21,312,950,367,107,255,1212,NYC,Bronx,1,0.058917622,0.008837643,218,3,622,221
36005035600,2317,15446.66667,61,2256,1331,454,502,588,519,254,227,248,41.5,286,28654,497,500,0,0,35,21,104,715,324,105,84,190,NYC,Bronx,1,0.058264998,0.00873975,135,0,358,135
36005023800,2523,19407.69231,351,2172,1184,738,541,795,373,76,299,64,34.5,474,22201,424,470,0,4,105,31,80,640,255,56,180,660,NYC,Bronx,1,0.058263971,0.007574316,147,0,483,147
36005004600,1976,39520,51,1925,1024,635,389,555,291,106,190,59,33.6,309,24912,223,350,0,0,110,0,101,398,153,67,88,521,NYC,Bronx,1,0.055161943,0.002758097,108,1,374,109
36005040900,3138,9806.25,427,2711,1609,504,621,1043,704,266,423,224,45.6,325,36474,268,977,0,0,82,20,133,1096,537,134,284,499,NYC,Bronx,1,0.054811982,0.017539834,172,0,653,172
36005020000,4751,33935.71,122,4629,2420,1336,1211,1397,690,117,376,120,33.6,1041,25942,410,1475,0,11,145,66,280,1252,371,136,374,1143,NYC,Bronx,1,0.053883393,0.007543676,255,1,933,256
36005008900,3323,83075,52,3271,1824,1046,867,743,509,158,357,124,27.6,643,29333,188,823,0,0,32,53,170,791,158,27,76,939,NYC,Bronx,1,0.053866988,0.00215468,178,1,581,179
36005022702,1446,72300,11,1435,604,311,374,480,223,58,196,41,36.6,360,22105,83,435,0,0,75,36,77,352,150,63,82,473,NYC,Bronx,1,0.052558783,0.001051176,76,0,284,76
36005046000,2888,26254.55,47,2841,1698,809,620,743,585,131,281,194,35.5,201,25313,313,506,0,0,106,17,56,1095,84,75,142,796,NYC,Bronx,1,0.051939058,0.005713295,149,1,477,150
36005045600,2988,9337.5,680,2308,1639,480,677,858,706,267,249,314,44.1,334,42153,926,526,0,0,0,32,13,965,286,241,63,136,NYC,Bronx,1,0.051204819,0.016385542,153,0,461,153
36005016700,2920,36500,39,2881,1495,1153,664,845,240,18,218,75,26.4,429,21085,214,582,0,0,14,24,90,726,155,67,180,1395,NYC,Bronx,1,0.051027397,0.004082192,149,0,406,149
36005015200,2805,23375,645,2160,1357,632,632,752,623,166,248,121,39.4,247,39922,775,454,0,0,24,16,95,783,317,135,177,368,NYC,Bronx,1,0.05026738,0.006032086,140,1,498,141
36005012300,3893,35390.91,67,3826,2119,1061,1132,963,576,161,493,75,30,452,21250,298,1035,0,0,157,69,234,1133,297,48,76,1326,NYC,Bronx,1,0.049833034,0.005481634,194,0,508,194
36005036800,2158,30828.57,40,2118,1115,643,482,528,425,80,251,90,33.7,436,30385,456,393,0,0,6,6,122,570,130,76,185,462,NYC,Bronx,1,0.049119555,0.003438369,106,0,313,106
36005024700,1919,38380,24,1895,1101,531,498,519,343,28,296,86,32.2,337,32442,295,523,0,0,12,49,69,624,89,47,86,434,NYC,Bronx,1,0.048462741,0.002423137,93,0,292,93
36005020100,4346,39509.09091,154,4192,2390,1364,1099,1056,639,188,556,156,31.2,1008,22066,302,1087,0,0,64,134,272,980,275,62,138,1895,NYC,Bronx,1,0.048090198,0.005289922,208,1,868,209
36005042400,2680,38285.71,111,2569,1341,534,526,765,583,272,338,206,41.2,419,35000,435,602,0,0,50,26,113,695,320,99,129,381,NYC,Bronx,1,0.047761194,0.003343284,127,1,303,128
36005016400,1026,17100,618,408,534,191,204,186,362,83,109,43,48.7,38,40227,199,141,8,0,20,24,35,391,132,32,57,111,NYC,Bronx,1,0.047758285,0.002865497,49,0,181,49
36005012701,1954,48850,49,1905,1141,531,456,491,375,101,248,27,34.7,196,20873,57,500,0,0,43,4,81,487,115,37,52,968,NYC,Bronx,1,0.047082907,0.001883316,92,0,224,92
36005012901,4240,70666.67,105,4135,2287,1357,1180,832,605,266,295,199,28.6,774,20117,117,793,0,0,78,63,367,874,106,93,151,2052,NYC,Bronx,1,0.046698113,0.002801887,198,0,403,198
36005021800,6870,57250,177,6693,3667,1761,1754,2070,968,317,599,374,34.1,1296,21852,873,1684,0,0,207,174,273,2098,368,123,417,1477,NYC,Bronx,1,0.04643377,0.005572052,317,2,1123,319
36005036502,2077,51925,61,2016,1125,551,613,567,284,62,306,92,31.5,471,15487,58,511,0,0,122,12,68,484,97,6,180,777,NYC,Bronx,1,0.045257583,0.001810303,94,0,234,94
36005023501,3225,107500,16,3209,1843,870,985,737,589,44,366,60,31.2,1100,17316,180,1014,0,0,112,18,228,1026,164,55,215,1515,NYC,Bronx,1,0.04496124,0.001348837,145,0,304,145
36005005200,2368,33828.57143,14,2354,1290,676,741,395,466,90,361,93,31.1,501,20584,132,538,0,35,127,55,159,775,114,24,64,1137,NYC,Bronx,1,0.043918919,0.003074324,103,1,479,104
36005042100,5576,55760,444,5132,2723,1482,1831,1162,839,262,751,196,31.3,1891,21449,263,1394,0,0,457,122,294,924,349,126,414,2107,NYC,Bronx,1,0.043758967,0.004375897,243,1,997,244
36005022902,3304,82600,21,3283,1903,886,932,999,416,71,425,51,29.7,1120,20297,238,826,0,23,162,90,144,613,170,92,363,1072,NYC,Bronx,1,0.043583535,0.001743341,144,0,287,144
36005023703,5766,144150,190,5576,2813,1759,1983,1439,456,129,608,93,27,1774,17868,273,1561,0,0,327,113,360,1339,284,67,486,2385,NYC,Bronx,1,0.043184183,0.001727367,245,4,560,249
36005014100,5781,82585.71429,19,5762,3191,1772,1468,1597,810,134,683,195,31.4,1117,23488,399,1626,0,0,258,46,192,1534,443,154,307,1603,NYC,Bronx,1,0.043072133,0.003015049,247,2,722,249
36005011700,1536,2898.113208,45,1491,838,462,474,395,160,45,202,31,26.9,232,26707,113,337,0,0,119,43,56,330,93,0,94,496,NYC,Bronx,1,0.04296875,0.022773437,65,1,563,66
36005037900,5027,71814.28571,63,4964,2652,1494,1540,1186,735,72,415,147,28.4,1330,17222,212,1321,0,0,119,26,159,1477,213,109,346,2183,NYC,Bronx,1,0.041376567,0.00289636,208,0,493,208
36005004200,7848,41305.26316,362,7486,4257,1952,1990,1957,1443,506,825,429,34.8,463,18954,570,1267,0,0,226,21,242,2401,417,90,627,3711,NYC,Bronx,1,0.041284404,0.007844037,324,0,987,324
36005038700,3375,48214.29,668,2707,1444,808,1337,754,388,88,394,87,27.1,826,16316,235,627,0,0,317,136,65,766,210,17,326,1503,NYC,Bronx,1,0.040592593,0.002841481,137,0,483,137
36005036400,2550,31875,0,2550,1332,525,606,733,514,172,246,109,39.1,444,34182,565,620,0,0,24,30,87,719,332,135,117,136,NYC,Bronx,1,0.04,0.0032,102,0,383,102
36005015900,1600,40000,12,1588,926,273,486,473,265,103,287,93,38.2,268,21152,82,319,0,0,61,11,96,318,29,32,99,804,NYC,Bronx,1,0.04,0.0016,64,0,228,64
36005022200,3308,36755.55556,152,3156,1616,722,1003,1011,493,79,432,110,32.9,984,25486,487,1145,0,0,48,0,179,1009,225,74,187,849,NYC,Bronx,1,0.039903265,0.003591294,130,2,621,132
36005035900,2035,40700,0,2035,1004,534,435,570,397,99,262,69,36.4,447,18958,145,363,0,12,69,62,125,655,44,15,193,955,NYC,Bronx,1,0.03980344,0.001990172,81,0,299,81
36005042000,3639,60650,145,3494,1792,841,1017,919,652,210,544,174,34.6,627,31577,390,873,0,0,66,34,66,1103,268,96,241,902,NYC,Bronx,1,0.039571311,0.002374279,143,1,684,144
36005031400,2193,27412.5,825,1368,1011,365,496,700,430,202,185,110,42.8,142,44773,501,522,0,0,86,8,62,728,246,208,113,151,NYC,Bronx,1,0.039215686,0.003137255,86,0,156,86
36005009800,5306,26530,139,5167,2942,1073,1310,1458,1073,392,651,242,39.9,581,31733,1196,1036,0,14,78,0,162,1558,626,308,377,1223,NYC,Bronx,1,0.039200905,0.007840181,208,0,669,208
36005031200,1676,20950,717,959,847,358,357,548,229,184,116,86,42.8,235,51021,478,239,0,0,45,24,67,450,236,202,105,40,NYC,Bronx,1,0.038782816,0.003102625,65,0,174,65
36005002702,4684,78066.66667,45,4639,2405,1487,1416,1130,490,161,354,129,27.3,722,19710,147,1314,0,0,92,14,221,935,179,8,107,2314,NYC,Bronx,1,0.038428693,0.002305722,177,3,553,180
36005003900,6487,81087.5,297,6190,2999,1774,2230,1658,526,299,441,244,29.5,2089,21118,265,2180,0,0,210,105,470,1339,253,29,259,1775,NYC,Bronx,1,0.037613689,0.003009095,244,0,712,244
36005043400,3937,28121.42857,167,3770,2062,1141,895,1217,475,209,480,191,33.6,632,25769,693,921,0,0,68,23,103,1104,312,72,167,651,NYC,Bronx,1,0.036576073,0.00512065,144,0,524,144
36005041400,4776,23880,433,4343,2441,917,981,1378,1154,346,650,286,43.9,599,31793,856,1186,0,0,77,19,218,1547,627,289,407,445,NYC,Bronx,1,0.036222781,0.007244556,173,0,652,173
36005036501,3801,95025,50,3751,2169,1190,974,939,605,93,408,119,29.2,345,24679,287,720,0,0,41,18,103,851,210,68,393,1767,NYC,Bronx,1,0.035253881,0.001410155,132,2,317,134
36005042800,1996,28514.29,49,1947,1159,337,397,589,566,107,297,100,44.9,284,35676,546,384,0,14,13,62,60,701,272,151,101,181,NYC,Bronx,1,0.03507014,0.002454909,70,0,184,70
36005020900,4429,88580,143,4286,2127,1017,1450,1310,542,110,439,109,30.5,1326,20197,411,1357,0,0,91,0,196,1028,342,165,179,1419,NYC,Bronx,1,0.034996613,0.001749831,154,1,425,155
36005041800,4302,43020,164,4138,2447,1065,1144,1382,495,216,747,139,33.8,926,26078,609,1020,0,0,83,115,199,1336,455,105,346,1401,NYC,Bronx,1,0.034867503,0.00348675,146,4,493,150
36005016100,4372,48577.78,15,4357,2463,1269,927,1168,825,183,494,279,34.8,854,22607,429,1068,0,0,106,24,234,993,250,29,303,2039,NYC,Bronx,1,0.034080512,0.003067246,148,1,478,149
36005037400,3884,64733.33,37,3847,2061,1127,1088,665,830,174,448,117,31.9,522,28317,423,841,0,48,12,15,200,964,230,43,281,1528,NYC,Bronx,1,0.033985582,0.002039135,131,1,458,132
36005042902,4544,113600,296,4248,2399,1320,1206,1280,589,149,520,142,32.2,1208,20815,267,1163,0,0,138,8,206,906,487,144,462,1679,NYC,Bronx,1,0.033670775,0.001346831,153,0,591,153
36005026300,5867,97783.33,514,5353,3112,1030,1657,1468,934,778,661,397,41.2,1033,20833,264,1573,0,0,299,227,357,1802,406,101,368,1601,NYC,Bronx,1,0.033236748,0.001994205,195,0,560,195
36005036901,2235,55875,4,2231,1180,756,601,449,339,90,269,118,29.6,390,16667,95,363,0,0,52,39,85,583,47,11,179,1168,NYC,Bronx,1,0.03310962,0.001324385,74,0,251,74
36005034200,2032,33866.66667,104,1928,1118,546,416,595,338,137,294,97,36.4,259,26296,340,479,0,0,23,6,91,506,204,129,120,346,NYC,Bronx,1,0.032480315,0.001948819,66,0,200,66
36005017902,3580,119333.3,16,3564,1903,1000,1067,961,503,49,407,58,29.8,1089,19649,129,1003,0,0,96,39,335,681,226,11,243,1794,NYC,Bronx,1,0.032402235,0.000972067,112,4,277,116
36005045101,1548,22114.29,1241,307,751,213,503,357,320,155,120,106,36.9,135,58750,351,418,0,0,30,30,10,525,269,197,23,75,NYC,Bronx,1,0.032299742,0.002260981,50,0,176,50
36005018400,3559,20935.29412,2023,1536,1847,634,826,955,868,276,353,225,40.1,205,45563,1064,549,0,0,35,74,26,1175,456,288,45,441,NYC,Bronx,1,0.031750492,0.005397584,113,0,335,113
36005039600,4505,50055.55556,40,4465,2540,1284,1177,1169,550,325,539,170,30.5,785,30439,534,994,0,0,47,56,175,1272,232,53,349,1220,NYC,Bronx,1,0.031298557,0.00281687,140,1,351,141
36005023301,4185,83700,0,4185,2227,1070,1250,1139,682,44,633,97,30.7,1173,19282,281,1207,0,10,77,73,63,1105,215,50,235,1712,NYC,Bronx,1,0.031063321,0.001553166,130,0,344,130
36005051600,4034,6403.175,2637,1397,2170,751,671,1122,1156,334,336,334,48.3,105,62179,1170,327,15,0,159,52,83,1205,555,492,222,168,NYC,Bronx,1,0.030738721,0.019365393,124,0,388,124
36005011900,5179,86316.66667,9,5170,2739,1488,1439,1306,653,293,529,75,30.7,1086,19973,152,1496,0,10,86,89,516,1237,159,55,214,1812,NYC,Bronx,1,0.030700908,0.001842054,158,1,558,159
36005006800,3358,55966.67,110,3248,1377,906,932,862,482,176,454,64,31.8,825,26183,432,897,0,0,86,18,191,1205,214,26,229,619,NYC,Bronx,1,0.03067302,0.001840381,102,1,275,103
36005042600,6893,34465,295,6598,3960,1332,1641,2115,1496,309,579,338,40.8,778,31281,1376,1615,0,0,139,22,168,1808,1060,283,442,723,NYC,Bronx,1,0.030610765,0.006122153,210,1,637,211
36005034400,2299,38316.67,214,2085,1362,503,678,676,349,93,228,30,34.5,402,31861,629,399,0,0,7,8,169,454,317,145,178,450,NYC,Bronx,1,0.030448021,0.001826881,70,0,148,70
36005007700,2040,51000,48,1992,1164,516,631,534,322,37,287,52,31.2,436,20663,180,461,0,18,46,21,53,503,102,51,71,716,NYC,Bronx,1,0.030392157,0.001215686,62,0,148,62
36005021100,5200,86666.66667,12,5188,2681,1691,1359,1469,614,67,562,203,27.8,1029,21231,393,1249,0,0,203,69,194,1143,193,81,369,2246,NYC,Bronx,1,0.030384615,0.001823077,158,0,413,158
36005042500,6494,59036.36364,777,5717,3083,1980,2055,1779,627,53,570,137,26.9,1697,18355,434,1861,0,0,200,216,246,1610,465,75,512,2146,NYC,Bronx,1,0.030181706,0.003319988,196,0,728,196
36005023900,7931,113300,39,7892,4125,2203,2365,2133,1111,119,1072,258,30.4,2400,23029,682,2132,0,0,326,139,396,2063,487,63,303,3443,NYC,Bronx,1,0.030134914,0.002109444,239,0,696,239
36005003100,1744,29066.67,14,1730,820,514,414,524,227,65,134,35,33.8,430,30993,187,551,0,0,88,0,98,391,100,5,64,301,NYC,Bronx,1,0.029816514,0.001788991,51,1,263,52
36005028900,4545,56812.5,877,3668,2299,913,1147,1464,701,320,469,270,38.8,1007,25562,608,1356,13,30,112,125,242,1164,640,280,201,430,NYC,Bronx,1,0.02970297,0.002376238,133,2,682,135
36005037504,3472,38577.77778,175,3297,1939,996,897,954,506,119,511,107,30.3,601,20163,221,581,0,9,120,55,140,690,181,95,177,1561,NYC,Bronx,1,0.029665899,0.002669931,102,1,382,103
36005040100,4652,66457.14286,145,4507,2221,1306,1255,1379,580,132,523,155,32.7,1232,25136,169,1261,0,0,98,86,221,1216,162,77,451,1955,NYC,Bronx,1,0.02966466,0.002076526,137,1,510,138
36005025100,6578,82225,91,6487,3702,1792,1840,1701,1129,116,867,111,32.3,1644,20605,440,1838,0,0,344,45,332,1395,574,180,222,2867,NYC,Bronx,1,0.029644269,0.002371542,195,0,446,195
36005004800,4504,75066.66667,29,4475,2281,1206,1376,1161,653,108,431,97,30.1,1600,16896,370,1286,0,0,114,52,279,1084,186,49,406,1351,NYC,Bronx,1,0.029529307,0.001771758,131,2,488,133
36005042200,3387,48385.71429,37,3350,1966,814,617,777,940,239,458,293,42,469,35797,505,596,0,0,81,16,137,986,261,181,192,414,NYC,Bronx,1,0.029524653,0.002066726,100,0,331,100
36005004300,6021,66900,23,5998,2908,1798,1711,1519,773,220,545,230,30.3,1091,19807,357,1141,0,0,279,77,251,1435,244,47,376,2974,NYC,Bronx,1,0.028898854,0.002600897,173,1,482,174
36005022401,2807,93566.66667,235,2572,1537,622,782,772,483,148,348,159,35,767,33260,255,872,0,0,59,39,162,794,335,123,237,656,NYC,Bronx,1,0.02885643,0.000865693,81,0,256,81
36005019500,7462,93275,73,7389,4038,1992,1958,1912,1319,281,1017,296,33.3,1566,24461,394,1869,0,0,285,176,220,1896,557,124,560,2231,NYC,Bronx,1,0.028678638,0.002294291,213,1,561,214
36005037200,2166,30942.86,28,2138,1271,485,677,522,343,139,322,93,33,264,31452,303,557,0,18,35,0,84,638,193,84,192,462,NYC,Bronx,1,0.028624192,0.002003693,62,0,204,62
36005024400,2318,33114.28571,929,1389,1252,671,548,591,317,191,216,141,34.3,372,37872,526,440,0,0,81,27,103,624,350,92,184,199,NYC,Bronx,1,0.028472821,0.001993097,66,0,198,66
36005005902,2746,91533.33,84,2662,1463,556,772,733,586,99,342,113,38.3,696,18468,128,715,0,6,129,86,61,694,285,142,145,1128,NYC,Bronx,1,0.028404953,0.000852149,77,1,252,78
36005024100,5963,119260,133,5830,3231,1780,1669,1521,859,134,737,177,28.9,1497,20999,534,1498,0,10,222,109,259,1480,297,79,304,2333,NYC,Bronx,1,0.028173738,0.001408687,168,0,470,168
36005002701,3034,101133.3,0,3034,1655,1162,703,750,364,55,237,122,25.2,524,20774,156,641,0,0,164,14,97,613,101,58,170,1815,NYC,Bronx,1,0.028015821,0.000840475,85,0,229,85
36005039901,5536,92266.66667,101,5435,2814,1457,1491,1505,916,167,722,146,32.6,1358,20041,277,1354,0,0,145,56,282,1117,223,136,368,2565,NYC,Bronx,1,0.027998555,0.001679913,154,1,602,155
36005035800,7068,28272,163,6905,3924,1441,1991,1747,1430,459,748,371,35.5,959,36860,1514,1614,0,43,121,124,229,1518,947,663,516,631,NYC,Bronx,1,0.0278721,0.006968025,197,0,532,197
36005006400,3266,54433.33,154,3112,1582,906,625,1027,448,260,553,93,38,369,22784,382,711,0,0,0,12,96,1023,229,54,131,1254,NYC,Bronx,1,0.027862829,0.00167177,90,1,274,91
36005034000,4859,80983.33,252,4607,2460,1188,1400,1344,812,115,538,150,31.2,1020,27785,657,1099,0,61,211,40,245,1306,353,138,358,1456,NYC,Bronx,1,0.027783495,0.00166701,134,1,286,135
36005039902,5545,110900,550,4995,3056,1583,1454,1491,906,111,774,214,31.4,1579,19082,275,1426,0,38,278,73,246,1652,266,30,395,2140,NYC,Bronx,1,0.027592426,0.001379621,153,0,583,153
36005020400,2934,58680,173,2761,1418,765,927,778,403,61,354,163,30.6,367,27587,355,730,0,0,98,33,157,896,189,61,367,619,NYC,Bronx,1,0.026925699,0.001346285,79,0,176,79
36005033700,2314,13611.76,1538,776,1216,499,487,597,551,180,212,119,41.9,180,54085,549,425,0,3,45,44,68,419,494,416,73,116,NYC,Bronx,1,0.026793431,0.004554885,61,1,304,62
36005039200,1955,48875,30,1925,979,540,427,677,248,63,301,71,35.2,422,23007,257,473,0,0,48,28,110,618,142,66,133,517,NYC,Bronx,1,0.026598465,0.001063939,52,0,176,52
36005028300,3331,37011.11,127,3204,2010,909,1133,590,487,212,529,146,30.5,447,23333,321,650,0,0,159,29,121,771,284,159,159,1194,NYC,Bronx,1,0.026418493,0.002377664,88,0,424,88
36005020200,2194,43880,188,2006,1176,538,555,572,400,129,356,76,35.1,374,26791,255,585,0,0,70,35,105,621,213,61,92,586,NYC,Bronx,1,0.025979945,0.001298997,57,0,153,57
36005036000,3203,32030,296,2907,1620,681,561,956,704,301,342,233,42.3,329,40688,700,559,0,6,51,1,153,969,441,158,213,227,NYC,Bronx,1,0.025913206,0.002591321,83,0,221,83
36005032400,2779,27790,282,2497,1488,601,689,858,545,86,463,116,40,355,21352,400,644,0,0,145,31,131,668,160,87,117,945,NYC,Bronx,1,0.0259086,0.00259086,72,0,182,72
36005046202,9410,25432.43243,182,9228,5585,2552,2014,2417,1419,1008,1256,847,35.7,1207,31007,992,1586,0,0,185,109,257,2685,925,365,693,1943,NYC,Bronx,1,0.025717322,0.009515409,241,1,987,242
36005031600,1829,26128.57,707,1122,861,367,449,567,314,132,92,89,40.2,212,36993,466,337,0,0,22,7,104,494,267,130,61,321,NYC,Bronx,1,0.025697102,0.001798797,46,1,96,47
36005005600,2614,52280,40,2574,1505,705,521,578,482,328,406,132,39.3,452,19065,247,442,0,0,83,15,171,769,79,14,182,1018,NYC,Bronx,1,0.025631217,0.001281561,67,0,243,67
36005019700,6795,113250,49,6746,3593,1932,2007,1744,899,213,483,229,30,2067,20185,221,2309,0,0,113,59,254,1607,319,47,245,2602,NYC,Bronx,1,0.025607064,0.001536424,174,0,532,174
36005018500,7342,45887.5,98,7244,3848,2209,1600,2180,1291,62,830,153,32.4,1614,23658,408,1752,0,0,424,203,407,2159,431,198,433,2927,NYC,Bronx,1,0.025606102,0.004096976,188,0,690,188
36005033000,5750,71875,1541,4209,2761,1005,1758,1429,1072,486,575,196,37.7,1626,23589,564,1865,0,0,109,61,326,1956,391,143,355,1447,NYC,Bronx,1,0.025565217,0.002045217,145,2,460,147
36005018900,8200,58571.42857,241,7959,4413,2573,1791,2415,1203,218,1008,176,32.6,1833,21503,742,1644,0,0,338,116,288,1989,421,70,389,3535,NYC,Bronx,1,0.025365854,0.00355122,208,0,781,208
36005037800,3295,65900,65,3230,1760,929,933,974,302,157,317,56,30.5,540,30069,448,752,0,0,0,16,169,867,215,64,334,911,NYC,Bronx,1,0.025189681,0.001259484,83,0,270,83
