"GEOID","pop_dens","minority_dens","female_dens","genz_dens","millenial_dens","genx_dens","boomer_dens","retiree_dens","divsep_dens","widowed_dens","median_age","foreign_dens","median_earnings","cars_dens","trans_dens","mbike_dens","bike_dens","walk_dens","wfm_dens","lowedu_dens","hsged_dens","bs_dens","grad_dens","unemp_dens","pov_dens","City","Collisions","Casualties","PedeInjuries","PedeDeaths","TotalInjuries","TotalDeaths"
"36047025300",46850,31250,22816.6666666667,7366.66666666667,19416.6666666667,10450,7683.33333333333,1933.33333333333,5033.33333333333,2166.66666666667,31.3,6450,36279,3216.66666666667,18550,416.666666666667,466.666666666667,1833.33333333333,1050,616.666666666667,12283.3333333333,9700,5233.33333333333,3216.66666666667,11733.3333333333,"NYC",175,73,12,0,73,0
"36081019600",31966.6666666667,31700,17388.8888888889,7722.22222222222,8011.11111111111,9511.11111111111,5355.55555555556,1366.66666666667,1900,1388.88888888889,35.7,5666.66666666667,33214,5144.44444444444,8166.66666666667,0,88.8888888888889,433.333333333333,244.444444444444,1966.66666666667,9666.66666666667,2811.11111111111,833.333333333333,2788.88888888889,2777.77777777778,"NYC",242,80,6,0,80,0
"36081014900",55700,21975,25100,7100,22775,12300,11000,2525,6375,1850,34.3,12250,46042,5975,25025,0,275,1225,1050,3675,12675,9500,7525,2550,3350,"NYC",135,25,10,0,25,0
"36061008300",57057.1428571429,29857.1428571429,32585.7142857143,8057.14285714286,20728.5714285714,10300,14400,3571.42857142857,2642.85714285714,2314.28571428571,34.6,5400,57396,1771.42857142857,21000,0,0,6814.28571428571,1742.85714285714,1671.42857142857,10500,18214.2857142857,6385.71428571429,2928.57142857143,8957.14285714286,"NYC",968,85,36,1,84,1
"36005006800",55966.6666666667,54133.3333333333,22950,15100,15533.3333333333,14366.6666666667,8033.33333333333,2933.33333333333,7566.66666666667,1066.66666666667,31.8,13750,26183,7200,14950,0,0,1433.33333333333,300,3183.33333333333,20083.3333333333,3566.66666666667,433.333333333333,3816.66666666667,10316.6666666667,"NYC",275,103,19,0,102,1
"36047079000",73628.5714285714,72414.2857142857,42071.4285714286,20242.8571428571,14000,21371.4285714286,12957.1428571429,5057.14285714286,7014.28571428571,2800,38.2,16814.2857142857,31698,5271.42857142857,24114.2857142857,0,0,857.142857142857,571.428571428571,2328.57142857143,27585.7142857143,4914.28571428571,2657.14285714286,2571.42857142857,10314.2857142857,"NYC",542,237,59,0,237,0
"36081140300",13993.3333333333,9633.33333333333,7186.66666666667,2540,1880,4046.66666666667,4413.33333333333,1113.33333333333,926.666666666667,1173.33333333333,48,1200,42388,4573.33333333333,1466.66666666667,0,0,140,146.666666666667,760,4126.66666666667,2480,1260,246.666666666667,1253.33333333333,"NYC",337,98,5,1,96,2
"36047026800",52385.7142857143,28200,27128.5714285714,11571.4285714286,12814.2857142857,13900,11300,2800,4571.42857142857,1971.42857142857,36.9,11871.4285714286,28221,6271.42857142857,15142.8571428571,0,1042.85714285714,1828.57142857143,785.714285714286,2600,15357.1428571429,6385.71428571429,2985.71428571429,2542.85714285714,8442.85714285714,"NYC",274,72,18,1,71,1
"36081043200",15588.8888888889,15577.7777777778,8144.44444444444,3755.55555555556,3577.77777777778,4066.66666666667,3277.77777777778,911.111111111111,2655.55555555556,600,36.9,1711.11111111111,40123,3600,2833.33333333333,0,0,0,366.666666666667,211.111111111111,5622.22222222222,1977.77777777778,588.888888888889,700,922.222222222222,"NYC",199,92,13,0,92,0
"36081010100",38500,12814.2857142857,19928.5714285714,5585.71428571429,14142.8571428571,11557.1428571429,4685.71428571429,2528.57142857143,3914.28571428571,1214.28571428571,33.9,6057.14285714286,36492,5800,13885.7142857143,0,385.714285714286,1614.28571428571,342.857142857143,1171.42857142857,9271.42857142857,9728.57142857143,3557.14285714286,1442.85714285714,5757.14285714286,"NYC",148,71,10,0,71,0
"36061020901",91300,86925,47825,16500,25600,28000,12875,8325,11225,5325,37.7,7175,24762,1000,25225,0,0,2725,2125,5825,27150,7875,1075,1550,32225,"NYC",371,101,27,1,100,1
"36081046400",18722.2222222222,14977.7777777778,10422.2222222222,2755.55555555556,7555.55555555556,4333.33333333333,3233.33333333333,844.444444444444,1033.33333333333,822.222222222222,29.6,2166.66666666667,31728,2822.22222222222,5033.33333333333,0,0,344.444444444444,566.666666666667,322.222222222222,2844.44444444444,2600,1722.22222222222,966.666666666667,1455.55555555556,"NYC",208,82,0,0,82,0
"36081055400",25577.7777777778,22211.1111111111,13811.1111111111,4777.77777777778,5633.33333333333,7055.55555555556,6600,1511.11111111111,1744.44444444444,1211.11111111111,43.2,4588.88888888889,36406,5111.11111111111,6577.77777777778,0,44.4444444444444,511.111111111111,77.7777777777778,633.333333333333,9122.22222222222,2444.44444444444,766.666666666667,733.333333333333,2622.22222222222,"NYC",113,30,5,0,30,0
"36081018501",94425,60050,50325,21400,23850,32475,12575,4125,10825,3275,36.6,18175,38468,8025,38350,0,300,2550,3800,4675,23000,20425,6700,975,14925,"NYC",152,58,15,0,58,0
"36047098200",32623.0769230769,32623.0769230769,20253.8461538462,10561.5384615385,6915.38461538462,7353.84615384615,6823.07692307692,969.230769230769,3576.92307692308,1907.69230769231,30.8,1646.15384615385,21481,1830.76923076923,8000,0,92.3076923076923,1146.15384615385,138.461538461538,1130.76923076923,10646.1538461538,1384.61538461538,369.230769230769,1792.30769230769,12330.7692307692,"NYC",307,113,22,2,110,3
"36047120800",46584.2105263158,45884.2105263158,25921.0526315789,11815.7894736842,11552.6315789474,12321.0526315789,8063.15789473684,2831.57894736842,4226.31578947368,2678.94736842105,34.7,5947.36842105263,30963,3736.84210526316,13352.6315789474,0,0,568.421052631579,252.631578947368,1447.36842105263,17373.6842105263,4157.8947368421,1015.78947368421,2421.05263157895,11447.3684210526,"NYC",635,285,37,0,283,2
"36081016300",47350,40275,28212.5,6725,13025,8500,13350,5750,6887.5,3587.5,45.7,7175,25608,2350,10100,0,0,1562.5,862.5,6737.5,12412.5,2987.5,1100,1837.5,13200,"NYC",277,93,32,0,93,0
"36005026702",119100,116316.666666667,67833.3333333333,31033.3333333333,35133.3333333333,28433.3333333333,21066.6666666667,3433.33333333333,15750,4233.33333333333,32.9,30483.3333333333,24620,13000,30216.6666666667,0,950,5300,2866.66666666667,4116.66666666667,29266.6666666667,8583.33333333333,4466.66666666667,7600,33033.3333333333,"NYC",201,51,15,0,51,0
"36047021100",22528.5714285714,18471.4285714286,12214.2857142857,4371.42857142857,6642.85714285714,6457.14285714286,4042.85714285714,1014.28571428571,2771.42857142857,657.142857142857,35.3,1714.28571428571,35943,2700,5900,0,628.571428571429,585.714285714286,1042.85714285714,314.285714285714,5242.85714285714,3942.85714285714,2085.71428571429,1000,4314.28571428571,"NYC",121,44,6,0,44,0
"36047010100",35808.3333333333,27000,17191.6666666667,8108.33333333333,11675,10366.6666666667,4275,1383.33333333333,4625,841.666666666667,31.8,9608.33333333333,30814,3175,11941.6666666667,91.6666666666667,325,2358.33333333333,475,1591.66666666667,7241.66666666667,3700,3141.66666666667,1625,7791.66666666667,"NYC",410,108,19,1,107,1
"36081050201",20766.6666666667,20566.6666666667,11833.3333333333,3700,6166.66666666667,4833.33333333333,5050,1016.66666666667,1066.66666666667,883.333333333333,38.6,3000,30603,5016.66666666667,6350,0,0,0,216.666666666667,583.333333333333,6033.33333333333,2750,816.666666666667,983.333333333333,600,"NYC",91,46,4,0,46,0
"36047050000",46175,20062.5,25037.5,12300,7000,14150,8612.5,4112.5,3587.5,2037.5,38.5,7300,54848,3562.5,14275,100,375,212.5,1312.5,1775,6787.5,6962.5,9900,1037.5,2437.5,"NYC",166,58,9,0,58,0
"36047056900",30100,5800,15460,3180,13300,8320,4500,800,1080,1100,33.3,4620,60859,2260,13900,120,600,1760,1820,400,4860,10120,5720,820,3360,"NYC",241,46,13,0,46,0
"36005041800",43020,41380,24470,10650,11440,13820,4950,2160,7470,1390,33.8,9260,26078,6090,10200,0,0,830,1150,1990,13360,4550,1050,3460,14010,"NYC",493,150,20,2,146,4
"36081059500",31966.6666666667,16440,16726.6666666667,7293.33333333333,8280,8900,5673.33333333333,1820,2433.33333333333,1526.66666666667,35.7,5953.33333333333,36297,6193.33333333333,6920,0,0,993.333333333333,253.333333333333,433.333333333333,10020,3800,1726.66666666667,2006.66666666667,4053.33333333333,"NYC",588,89,27,0,89,0
"36081006502",69350,36733.3333333333,37466.6666666667,9366.66666666667,29866.6666666667,21800,6800,1516.66666666667,6416.66666666667,1316.66666666667,33,14850,42134,4983.33333333333,37433.3333333333,0,950,2850,350,1950,10950,18133.3333333333,9416.66666666667,3133.33333333333,7050,"NYC",271,62,19,0,62,0
"36005039800",37550,36075,20512.5,7950,9712.5,10262.5,7987.5,1637.5,2525,1650,38.2,6112.5,35822,10100,6787.5,0,0,537.5,575,1487.5,10150,6662.5,1712.5,3125,4712.5,"NYC",199,74,11,0,74,0
"36081050800",23075,22450,11875,6737.5,5162.5,5825,4125,1225,1925,1037.5,34.1,3187.5,40972,5375,3775,0,0,0,87.5,337.5,7375,1387.5,1212.5,1475,2437.5,"NYC",126,72,5,0,72,0
"36047054600",63271.4285714286,13057.1428571429,34985.7142857143,15728.5714285714,13671.4285714286,14757.1428571429,13028.5714285714,6085.71428571429,3871.42857142857,4557.14285714286,37.8,12871.4285714286,35045,8085.71428571429,11685.7142857143,0,0,3900,400,1800,13985.7142857143,12442.8571428571,7300,2700,13214.2857142857,"NYC",258,83,18,0,83,0
"36047021500",86100,56533.3333333333,43233.3333333333,15183.3333333333,23533.3333333333,26750,18233.3333333333,2400,8300,2916.66666666667,37,10516.6666666667,51220,2683.33333333333,41166.6666666667,0,483.333333333333,1883.33333333333,3050,2266.66666666667,15700,18383.3333333333,17000,2950,15616.6666666667,"NYC",346,115,33,0,114,1
"36081129103",21272.2222222222,7994.44444444444,10544.4444444444,4050,3261.11111111111,6044.44444444444,5411.11111111111,2505.55555555556,2411.11111111111,1200,47,1555.55555555556,51047,6655.55555555556,3322.22222222222,127.777777777778,0,44.4444444444444,305.555555555556,416.666666666667,4922.22222222222,4722.22222222222,3377.77777777778,983.333333333333,2350,"NYC",164,32,8,0,32,0
