"GEOID","crime_idx","spend_alc","spend_trans","biz_alc","biz_resto","biz_lib","biz_groc","biz_health","biz_hotel","biz_retail","fastfood_6mo","fastfood_freq","road_maxspeed","road_meanspeed","road_maxlength","road_minlength","road_meanlength","road_totlanes","road_maxlanes","road_iri","road_bumps","road_aadt","road_sumlength","road_pci","road_pavewidth","road_vc","road_q","pop","sqmi","City","Collisions","Casualties","PedeInjuries","PedeDeaths","TotalInjuries","TotalDeaths","pop_dens","race_white","race_minority","female","age_genz","age_millenial","age_genx","age_boomer","age_retiree","divsep","widowed","median_age","not_us_citizen","median_earnings","trav_cars","trav_trans","trav_motorcycle","trav_bike","trav_walk","trav_home","edu_lowedu","edu_hsged","edu_bs","edu_grad","unemp","below_pov"
"36047076200",31,893221,627000,0,3,4,0,9,0,8,2714,1091,16,7.7356729,0.16933252,0.10900813,0.14642661,0.61501411,1.26081791,98.68464756,26.65527156,5990.897432,0.70732662,16.50613117,1.53753527,0.33720916,26.44967428,4273,0.07,"NYC",374,126,29,0,126,0,67442.8571428571,2249,2472,2451,1192,1293,1011,813,412,296,218,33.3,1167,25672,302,1565,0,0,193,32,283,856,795,319,11,1350
"36047094401",70,650833,479316,0,9,0,5,3,0,31,2316,968,25,11.67618994,0.42000001,1.89e-05,0.23266328,2.09262693,4.00000011,4.25745038,2.70639798,5464.819218,1.78925599,74.92188274,2.78644457,0.18472017,23.62881322,3050,0.14,"NYC",391,116,4,0,116,0,27828.5714285714,50,3846,2194,632,1009,1067,955,233,269,184,41.5,711,35257,723,1185,0,0,12,20,180,1537,393,166,324,514
"36005025300",110,573300,670494,2,6,2,6,8,1,34,3377,912,7,4.97072449,0.24248172,0.02085944,0.17655476,0.69849299,0.96992689,50.50623764,14.27709661,3007.528099,0.40344485,9.36106103,0.5044052,0.05981569,25.24271263,6435,0.05,"NYC",311,90,32,0,90,0,118500,37,5888,3107,1595,1730,1698,791,111,822,163,32.4,1701,19854,359,1848,0,0,166,97,226,1541,353,91,449,1514
"36081107201",33,608546,202968,0,4,3,2,1,0,10,1772,690,40,23.48751856,1.22061525,0.00268452,1.06253096,3.42033504,6.00000075,201.1800683,129.4839154,21350.93006,1.41281442,42.11153157,17.59233647,0.60790731,17.64508217,2441,0.49,"NYC",376,138,3,0,138,0,4285.18518518519,2126,188,1167,579,425,685,491,134,183,116,39.4,10,65323,643,343,0,6,11,6,59,710,181,143,76,232
"36047073200",50,460947,339473,0,0,0,1,0,0,5,1533,641,11,8.24178459,0.17232998,0.01365857,0.12966656,1.31789688,2.02815266,80.05172861,13.39415989,3665.160273,0.66025795,18.61119521,8.94934568,0.092152,24.66044979,2165,0.06,"NYC",192,65,7,0,65,0,43883.3333333333,39,2594,1481,418,786,555,757,117,305,118,41.2,235,40820,431,675,0,19,9,17,99,1012,270,196,131,107
"36081145102",16,595126,282027,0,2,1,0,0,0,8,1751,743,48,11.51214744,0.53263969,0.00101578,0.25762607,0.94284543,2.70871747,46.2125917,12.5216918,13600.17312,2.73302588,56.54237855,6.39714769,0.08436803,24.85689133,2546,0.13,"NYC",253,54,10,0,51,3,17814.2857142857,581,1913,1281,427,606,693,662,106,125,134,40.3,555,42088,830,336,0,6,7,26,109,641,432,185,65,153
"36081036300",30,266224,124182,0,2,2,3,2,0,10,1666,725,6,2.43058453,0.33613915,0.00429111,0.21974695,0.54678707,1.45602161,7.79002067,3.86572454,985.8757043,0.84999297,20.04719144,1.13492098,NA,25.61408141,2418,0.05,"NYC",265,84,22,0,84,0,40280,44,1970,992,540,549,521,332,72,179,30,32.7,557,23125,280,566,0,0,50,0,110,725,78,51,60,484
"36081067700",6,576792,139621,0,3,0,2,1,0,2,1340,596,12,3.49733951,0.1927941,0.00177838,0.14499463,0.54462218,0.99999986,NA,0,500.6744951,0.76799097,37.6235495,3.38981131,0.0240617,27.40814238,1734,0.07,"NYC",88,17,1,0,17,0,24842.8571428571,1339,400,893,258,362,444,499,176,72,137,47.5,119,50442,525,316,0,13,27,24,40,512,341,176,48,40
"36081046900",20,1273290,893792,1,6,0,3,11,0,22,5790,2328,20,2.94552154,0.23617252,0.00016479,0.1636288,1.14403938,1.68694659,1.00148369,1.43514797,52.96008005,0.8938332,57.04597471,2.86009883,0.00258951,27.8523688,8714,0.06,"NYC",308,67,33,0,67,0,131000,304,7556,4118,1739,1736,2338,1629,418,982,490,38.2,2523,25396,521,2419,0,71,225,0,587,2324,863,185,262,2137
"36047021900",90,853083,481259,0,11,0,7,11,0,25,2804,1091,24,13.95450265,0.24698415,0.00648034,0.18340581,1.5612609,3.89514771,128.9111229,13.69684161,10846.33891,0.97439993,34.53288353,10.35270566,0.36012847,28.29475442,3507,0.06,"NYC",541,182,32,1,180,2,60650,798,2841,1991,450,1484,778,726,201,330,101,33.5,559,36388,294,1545,0,51,92,69,234,1004,638,432,163,734
"36005041900",75,859936,865179,1,14,5,4,19,0,27,4090,1307,25,16.33878472,0.42529024,0.00139348,0.23670066,1.7028547,2.57751662,44.79105594,11.20052557,3740.814584,2.7503973,60.14853831,6.09269222,0.09716606,25.50430822,6897,0.13,"NYC",611,138,54,0,138,0,55138.4615384615,1003,6165,3801,2072,1779,1858,1105,354,945,184,34,1779,32034,646,1917,0,0,353,16,268,1953,846,244,507,1808
"36047039800",74,409193,287235,1,17,2,7,6,0,48,1657,666,30,7.44664322,0.21273183,0.00999999,0.13837154,0.70687195,1.99999833,29.53658386,2.34118295,2167.658383,0.72297075,38.41502277,2.64533564,0.11791145,NA,NA,NA,"NYC",201,43,10,0,43,0,35362.5,1058,1771,1552,669,664,802,488,206,207,158,37.2,683,28333,248,770,0,0,105,37,177,584,354,166,153,518
"36081018101",77,725232,447055,1,17,1,4,2,1,23,2833,1111,3,1.74267829,0.09825272,0.08759774,0.09543514,0.27541132,0.60774881,7.32169632,2.5274183,1424.611508,0.38141269,6.44886976,1.27633211,0.00970353,25.99997764,4112,0.04,"NYC",166,41,17,0,41,0,93175,1216,2511,1903,624,911,1321,714,157,357,129,40.1,974,32292,260,1445,0,5,153,95,163,1058,658,268,162,781
"36047075000",41,505933,355143,0,8,3,6,3,1,26,1627,654,20,10.70891719,0.2005619,0.00084883,0.17108815,0.84948275,1.60162353,113.3800282,3.59738288,4911.800351,0.62354984,23.76526,2.12370686,0.24676591,28.46069835,3027,0.07,"NYC",165,45,8,0,45,0,40385.7142857143,2277,550,1357,834,685,843,306,159,113,105,33,329,30974,488,468,0,0,87,46,77,826,266,293,148,551
"36081099703",10,1565079,704562,0,1,1,0,25,1,7,2962,1143,50,11.35923731,0.70742639,0.00543461,0.39853642,2.0267773,5.99985888,42.81856796,8.84883992,21429.00875,3.69918037,57.12792685,8.72540164,0.04041505,22.95706269,4045,0.23,"NYC",187,44,0,0,44,0,15320,2369,1461,2090,399,588,1266,1103,474,256,279,50,397,63750,1111,579,0,0,32,149,107,1071,921,518,87,149
"36047038100",95,653192,614564,0,10,5,2,2,0,15,3031,1079,2,1.19445097,0.3767224,0.00027828,0.31134572,0.16023087,0.20224117,NA,15.12899889,510.1574931,0.85199576,11.40360949,0.5960692,0.02162341,27.87784106,4751,0.09,"NYC",301,125,27,0,125,0,57633.3333333333,335,4852,3145,1324,1336,1385,835,307,575,269,34.4,233,26755,455,1347,0,62,95,37,184,1481,391,44,232,1562
"36047096000",70,0,0,1,3,0,11,0,0,38,0,0,24,12.66408778,0.44029711,0.00686062,0.27936547,1.1349206,1.9245045,4.82142424,2.28729682,5540.034503,1.11421475,54.29417944,2.67274777,0.12751471,19.73993198,0,0.16,"NYC",467,115,15,0,115,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
"36081051800",64,332964,192897,0,0,0,0,0,0,1,1398,566,NA,NA,0.1484895,0.14613955,0.147318,0.20302339,0.26515983,NA,NA,277.0201152,0.29618157,10.15116965,0.50755848,NA,27.89885886,1942,0.07,"NYC",135,52,3,0,52,0,31371.4285714286,2,2194,1196,598,591,500,394,113,220,114,32.1,192,34364,512,435,0,0,10,0,47,687,226,99,224,273
"36081150701",26,1201379,299834,1,2,5,2,4,0,17,2274,941,33,16.4813787,0.62512399,0.0011966,0.34457894,1.84940644,5.03691022,54.45034447,10.96934929,18175.03181,3.09932719,61.42625808,9.22432823,0.19124479,NA,2884,0.35,"NYC",639,134,11,0,134,0,9185.29411764706,1849,1274,1749,676,444,748,934,321,76,208,47.5,206,50922,902,378,0,9,25,57,34,437,745,466,30,117
"36061008603",41,4518895,1716581,0,4,4,2,7,2,19,3817,1449,40,8.35354594,0.14303526,0.00027523,0.09705234,1.35097729,5.99999788,45.62748134,3.33903501,19980.34072,1.41106103,31.0007743,6.83277787,0.00780015,25.33090964,4825,0.05,"NYC",362,85,16,0,85,0,81240,3356,706,2136,313,404,1019,1544,782,386,280,60.8,393,115179,272,738,0,13,976,174,47,405,1297,1117,172,202
"36081058300",30,685376,403639,3,13,0,2,20,0,32,2485,966,11,1.8080203,0.29523222,0.04704488,0.21258814,1.07137067,1.58323426,5.79961212,1.7372906,384.2230175,0.94261191,52.0351337,3.83576297,0.01167568,28.47665457,3161,0.06,"NYC",271,60,21,1,59,1,59533.3333333333,1810,1762,1889,633,1066,1076,618,179,195,150,35.8,610,42261,297,1273,8,9,102,122,70,962,507,215,69,276
"36081093401",14,1217118,460283,1,7,2,3,5,0,22,2852,1130,10,5.30705364,0.37687084,0.33821856,0.34991462,0.50307654,0.90268466,16.79603893,4.80756187,1515.395682,1.39798366,20.07735484,1.24778241,0.05219577,NA,NA,NA,"NYC",154,33,4,0,32,1,17271.4285714286,3199,428,1782,762,623,828,968,446,324,179,45.9,207,42451,997,311,0,76,24,18,65,834,622,506,79,155
"36081119300",27,591094,273189,0,4,1,0,0,0,7,1726,738,8,2.1571379,0.41697524,0.00249525,0.21283816,0.58729003,0.98828817,0.39179291,0.67032415,217.0666467,1.80617907,31.27940272,1.99873917,0.0020744,26.43161621,2315,0.08,"NYC",179,39,9,0,39,0,26475,330,1788,1115,411,522,608,455,122,103,79,37.7,689,26705,383,523,0,0,44,12,89,561,327,114,87,288
"36005016300",94,0,0,0,0,0,0,0,0,0,0,0,20,14.7526439,0.59666032,0.00041204,0.46661826,1.18016569,1.59109418,87.60184295,24.2534028,4206.647428,1.31357312,41.6327124,3.40547485,0.2100577,25.90649318,0,0.23,"NYC",164,79,10,0,79,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
"36005022101",94,413683,420084,1,11,0,7,0,1,36,2227,672,12,6.24506581,0.2245356,0.06342199,0.14158241,0.83866689,1.26498929,NA,0,2420.149081,0.54784967,29.43031513,0.86946187,0.07652105,26.39075541,3988,0.03,"NYC",173,46,22,0,46,0,131600,7,3941,2108,1368,996,1115,368,101,369,144,27.6,1308,20349,208,1012,0,0,111,104,162,647,182,26,183,1709
"36005036100",114,529996,619847,0,4,0,1,3,0,9,3342,902,30,9.89720141,0.18921431,0.001,0.12898347,0.78456858,1.99172956,15.45700793,0.65034817,3030.109855,0.76396756,38.41729278,2.05575428,0.14250411,24.78772958,6176,0.06,"NYC",360,137,46,0,137,0,100466.666666667,23,6005,3598,1462,1758,1614,932,262,594,387,32.4,830,17998,168,1183,0,0,123,21,311,1619,350,11,896,2716
"36061002000",95,381104,445714,0,1,6,0,1,0,1,2778,750,39,15.49682191,0.17468196,0.00030261,0.14141401,2.33988974,5.82273214,40.78137031,3.79514233,41299.3635,0.64323086,72.74770246,10.18981219,0.01524544,24.5878923,4783,0.05,"NYC",391,115,15,0,115,0,94400,87,4633,2850,921,1105,1173,1179,342,669,410,43.1,455,17238,63,785,0,58,200,0,194,1566,176,46,202,2181
"36005042800",33,560506,412796,0,2,2,0,0,0,3,1487,621,11,6.50937257,0.27194796,0.02202973,0.24236755,1.18031006,1.75202155,30.59357722,4.32432348,2537.534357,0.76454097,37.7236906,4.9543769,NA,28.18760134,2183,0.07,"NYC",184,70,11,0,70,0,28514.2857142857,49,1947,1159,337,397,589,566,107,297,100,44.9,284,35676,546,384,0,14,13,62,60,701,272,151,101,181
"36081036100",60,336703,187137,1,4,3,2,0,0,13,1835,707,3,0.50213024,0.52818505,0.00754599,0.40782473,0.74853308,1.85226972,2.01695981,1.00089735,253.0990379,1.37706474,35.53859762,2.87594321,NA,24.2465643,2583,0.06,"NYC",218,77,17,0,77,0,49333.3333333333,72,2888,1447,804,885,694,466,111,288,99,30.8,985,22143,214,759,0,31,104,58,172,873,196,91,124,666
"36005039902",126,432797,459900,1,17,1,2,3,0,78,2835,861,14,5.8258467,0.20692735,0.02819816,0.15627344,0.84444975,1.93432598,20.34780531,3.82244387,2437.418493,0.73925108,34.94910149,3.08079021,0.01383598,24.87139068,5407,0.05,"NYC",583,153,48,0,153,0,110900,550,4995,3056,1583,1454,1491,906,111,774,214,31.4,1579,19082,275,1426,0,38,278,73,246,1652,266,30,395,2140
"36047090800",169,320373,374687,3,10,5,8,2,0,37,1967,531,25,8.19346045,0.48212847,0.00156197,0.31169449,1.62804483,2.0000007,NA,0.00402554,2864.105802,2.3549244,81.44445068,5.08785997,0.16173063,22.78030131,3939,0.11,"NYC",409,152,30,0,151,1,56854.5454545455,108,6146,4193,1713,1850,1965,593,133,464,193,31.4,572,17579,101,1192,0,0,115,21,263,1898,190,24,512,3549
"36047074000",68,638965,460071,0,6,1,0,8,0,23,2185,897,25,9.77459807,0.19961137,0.02928896,0.1435448,0.85732324,1.58463002,46.03722456,11.82753757,4471.498166,0.97048696,33.4600064,6.35754771,0.17059855,26.31878777,3503,0.06,"NYC",360,93,12,0,93,0,69200,259,3893,2346,1098,1280,968,668,138,336,210,30,810,35380,572,947,0,10,185,39,84,1143,506,157,156,490
"36061016001",95,3053356,749242,1,18,11,2,21,2,60,2686,1029,3,1.77104368,0.25154822,0.00466373,0.19417149,0.30912416,0.73562611,9.05994613,1.40542101,1018.313724,0.45003275,6.31101885,0.1583142,0.01768012,27.56684412,3656,0.05,"NYC",601,97,35,1,96,1,78360,3215,703,2107,822,258,1271,1184,383,334,178,51.1,330,102214,198,969,15,0,203,342,0,240,959,1176,76,62
"36047031300",67,787534,579993,0,3,3,2,3,2,9,3104,1298,10,3.54363544,0.29204977,0.00195866,0.27083637,0.48830021,1.71673898,11.8720265,4.96466563,1982.45294,1.93453901,15.10671188,2.65416366,0.04927578,28.25039187,4598,0.07,"NYC",518,192,42,0,191,1,66528.5714285714,487,4170,2383,680,1175,1536,919,347,906,189,39.9,652,38462,371,1426,0,129,131,151,293,1561,615,581,127,1069
"36047074200",46,681861,397829,1,6,3,0,14,0,20,2102,878,19,5.46166705,0.33164289,0.02777291,0.21182893,0.74857943,1.48755854,58.31070692,4.10711905,2194.047546,0.9284562,26.24366363,2.27054583,0.09782006,27.63393904,3229,0.07,"NYC",376,122,39,1,121,1,49871.4285714286,1430,2061,1808,1025,801,757,758,150,274,112,33.3,324,32899,492,799,0,6,155,54,110,902,448,164,128,382
"36005023702",193,89190,104313,0,5,2,3,13,0,39,650,176,9,2.85877632,0.12565554,0.00738018,0.0808422,0.62936956,1.47603698,28.48786756,4.50823484,2200.369239,0.43462184,14.95329467,3.85309759,0.02446167,24.815731,1283,0.02,"NYC",103,22,9,0,22,0,61100,21,1201,649,269,394,337,156,66,115,70,32.6,349,22721,46,428,0,0,39,14,78,310,73,7,73,404
"36081018900",49,709062,497731,0,8,3,2,1,0,36,2452,986,16,7.98578734,0.2947206,0.01960738,0.20155972,0.70082139,1.2716975,62.04404773,4.49908394,3089.247273,0.89973186,23.98900812,1.75205347,0.04738645,23.10206148,3599,0.08,"NYC",467,104,14,0,104,0,44275,1069,2473,1813,575,1079,1048,650,190,379,245,36.4,879,32864,436,1171,0,34,209,71,333,824,596,267,109,481
"36081009600",79,498473,226538,1,4,3,3,3,0,18,2218,1011,4,3.45941469,0.19726432,0.16769756,0.18368092,0.29615015,0.32881875,22.81068913,11.32981248,1811.106565,0.36501898,11.03090314,1.87335661,0.09796063,27.32356622,3306,0.08,"NYC",229,71,11,0,71,0,50300,285,3739,1983,876,1072,1111,871,94,212,128,36.3,866,29554,962,819,0,19,51,14,214,1152,488,177,177,343
"36081060800",68,363273,121163,0,0,0,2,5,0,4,1152,449,25,6.98326129,0.33354386,0.0009316,0.23058204,1.41431184,3.89358508,92.59635099,8.13419348,3834.13072,0.81873491,30.05958229,0.87865326,0.00873057,25.41781315,1518,0.08,"NYC",178,105,12,0,105,0,19887.5,0,1591,813,327,323,443,391,107,230,88,40.7,85,41007,424,258,0,0,5,10,23,444,161,170,33,71
"36047057200",68,406131,474985,0,0,0,0,0,0,1,3194,862,25,20.87269894,0.29221678,0.00056003,0.25890637,2.70439263,4.00000015,76.95857223,0.95304733,5551.067809,1.00458221,71.79521663,6.76098158,0.18167296,NA,NA,NA,"NYC",131,41,15,1,40,1,59222.2222222222,700,4630,3113,1372,1337,1100,1203,318,923,363,34.1,605,17119,381,1022,0,14,43,127,395,1254,394,46,380,2200
"36047027100",143,468678,345167,0,11,2,3,9,0,31,1798,751,25,3.37310005,0.58629026,0.00021609,0.33226817,0.60369225,1.96325429,6.33114044,10.49409253,1728.257972,1.99212714,31.84003013,3.24071647,0.05574569,24.83065272,3063,0.1,"NYC",490,189,44,0,189,0,26580,278,2380,1261,589,759,691,527,92,303,122,34.8,334,37716,198,880,0,37,87,88,85,771,386,215,120,589
"36081054900",33,816653,453884,1,18,0,7,9,0,30,3875,1493,16,9.37359581,0.27507508,0.00069916,0.17590909,0.82162517,1.30988132,7.74728775,5.09870666,1623.563815,0.85382859,38.39050395,2.05406036,0.06708003,27.27878458,5632,0.06,"NYC",337,94,34,1,93,1,96783.3333333333,1089,4718,2672,1545,2065,1380,683,134,389,154,29.2,1980,26407,257,2156,0,13,300,36,71,1457,499,138,165,1359
"36081062500",33,685475,312148,1,6,1,4,6,0,19,1792,748,7,2.6339808,0.3135091,0.05233963,0.2403395,0.95654891,1.6500479,0.79883151,3.19541797,1375.045884,0.67889963,41.97337859,4.29819693,0.04195014,25.42403107,2445,0.08,"NYC",170,28,7,0,28,0,33875,1854,856,1338,446,705,863,545,151,286,122,38.7,358,40510,638,655,7,0,67,66,73,904,273,142,87,128
"36005004300",140,556916,503492,1,19,8,10,13,1,59,3357,1120,16,7.36887724,0.29608984,0.00070151,0.21464329,0.8864559,1.37716205,10.44157175,2.89325674,1087.897011,1.31659384,42.31308505,2.93407626,0.05785411,25.75277774,5557,0.09,"NYC",482,174,62,1,173,1,66900,23,5998,2908,1798,1711,1519,773,220,545,230,30.3,1091,19807,357,1141,0,0,279,77,251,1435,244,47,376,2974
"36047098600",55,631280,464916,0,2,2,2,2,0,6,2009,840,4,1.23127325,0.20269637,0.05505768,0.14841333,0.26737651,0.34411052,15.39993299,1.94576552,1245.949205,0.49707016,10.97608234,0.3796332,0.05981858,30.10915521,2996,0.06,"NYC",183,59,12,1,58,1,51783.3333333333,42,3065,1642,517,850,829,725,186,301,137,40.2,520,36159,653,819,0,0,77,42,131,985,455,119,160,233
"36047100600",32,362553,267007,0,3,1,2,0,0,4,1590,665,4,2.00070308,0.19855111,0.19727687,0.19791377,0.29995123,0.30546325,NA,0,422.9689172,0.39736876,14.99756172,0.74987809,0.02503646,24.91782533,2447,0.06,"NYC",72,28,2,0,28,0,44766.6666666667,76,2610,1405,562,710,750,582,82,259,118,36.3,305,37026,683,733,0,0,22,44,104,783,346,158,134,259
"36081099100",15,2699626,807600,0,2,0,2,3,0,7,5244,2096,50,12.19628403,0.99180523,0.00144953,0.37799095,2.06299331,6.00000032,18.97836981,0.59688026,9021.308528,7.61652989,79.63404166,7.29447865,0.00966161,24.60616309,6626,0.41,"NYC",405,98,7,0,97,1,14916.6666666667,4174,2091,3455,1176,1015,1325,1896,853,736,502,49.3,239,57778,2144,609,0,0,15,29,166,1588,1415,877,176,209
"36081075701",57,2067603,790878,0,11,5,3,62,1,34,3743,1460,11,4.52795066,0.79987807,0.00115751,0.17931415,1.92033346,2.4343691,40.70373151,19.77223884,3724.628667,0.67746589,46.54561433,8.95130223,NA,26.32880284,4806,0.08,"NYC",258,36,7,0,36,0,63837.5,2544,2563,2981,908,800,1927,897,575,541,385,41.6,622,70013,549,1993,0,0,185,86,0,685,1479,1346,128,385
"36061029500",71,1972757,1199257,0,18,0,3,11,0,34,5068,1823,23,18.27410503,0.37317913,0.00035716,0.28619536,1.9493775,3.04986169,101.583813,16.46714575,8464.686058,1.02278204,50.89217198,10.10269414,NA,25.47449186,7084,0.05,"NYC",345,61,25,0,61,0,168800,2594,5846,4153,1095,2754,2834,1308,449,1211,369,37.8,1576,34225,525,3182,62,0,734,374,424,1821,1307,1509,504,1098
"36047059401",27,1761785,1236693,1,11,5,5,16,0,34,5151,2071,8,3.40317149,0.32398626,0.02497514,0.24974707,0.50412748,0.71324098,26.39101406,12.11556036,2205.368892,1.45748446,21.74875199,1.37462925,0.12157622,NA,NA,NA,"NYC",361,124,17,1,123,1,50268.75,5202,2841,4125,1491,1757,2393,1846,556,566,495,42.4,1322,34833,983,1914,13,0,396,146,475,1647,1572,779,475,1557
"36047025800",30,855754,600700,1,7,4,5,2,0,23,3001,1207,5,0.95657898,0.4491126,0.14590763,0.36687798,0.31639452,0.42977283,5.37693832,2.61378946,353.0218949,1.53214137,21.70686746,1.78607705,0.02155785,27.51394335,4563,0.07,"NYC",229,51,20,0,51,0,60600,1667,2575,2075,860,1072,962,1022,326,288,264,38.1,1266,25847,371,1105,0,55,249,95,278,834,671,113,181,1191
"36081077904",15,1313706,730408,3,14,2,6,12,0,36,3981,1672,7,1.67770588,0.46936148,9.69e-05,0.30722859,1.33898885,2.00000018,18.44059128,4.77608808,1549.577137,1.64317152,62.37618585,4.45450366,0.02202383,27.51593052,6222,0.15,"NYC",417,120,21,0,120,0,39540,3310,2621,3027,1340,1624,1391,1268,308,390,375,35,891,40875,1194,1214,0,0,280,6,59,1416,1036,446,134,755
"36081054000",124,672448,495237,2,6,2,2,4,0,18,2862,1196,30,8.30515546,0.49459446,0.0001442,0.3068929,1.63874382,4.00000112,80.10962245,6.00138417,6463.240638,2.46781243,46.61735912,8.29114703,0.03982209,25.82437352,4193,0.2,"NYC",622,225,45,0,225,0,22675,75,4460,2308,952,1238,1335,906,104,381,136,36.3,1316,24120,891,1055,8,46,15,33,161,1365,338,166,461,1022
"36081028100",16,1509964,816071,0,16,0,3,11,0,46,4414,1788,5,1.87469305,0.55600658,0.0007231,0.32073292,0.50984686,0.95043859,4.91625747,3.27169772,600.414613,1.81111455,26.03249897,2.36373115,0.01477887,28.77841411,5904,0.07,"NYC",499,128,37,2,126,2,63742.8571428571,1081,3381,2436,384,1086,1273,1537,182,719,388,50.2,1176,32249,398,1834,0,14,215,37,215,1172,1056,417,148,262
"36081017800",103,313775,186269,0,4,0,1,1,0,6,1344,562,6,1.87349915,0.34394328,0.00422448,0.19159509,0.70969509,1.5286368,5.40529082,5.42616066,2666.585146,1.15524119,39.46742792,2.13171535,0.00294695,25.44376647,1907,0.07,"NYC",177,50,11,0,50,0,31628.5714285714,22,2192,1103,543,535,658,409,69,213,77,35.8,507,22369,491,437,0,6,60,17,160,630,130,22,137,318
"36081037700",52,418736,232728,0,3,3,4,0,0,14,2833,1091,8,1.85895258,0.25339411,0.04263508,0.23650902,0.61992482,1.13184995,17.55014322,6.07321032,1729.619696,1.49139403,22.56134538,2.98659085,0.00020062,28.1129831,4350,0.06,"NYC",237,67,14,0,67,0,63200,0,3792,1910,1173,1120,1149,290,60,304,34,30.8,1714,21964,390,1092,0,0,145,17,296,789,106,36,208,861
"36047094402",132,322716,377429,0,0,0,0,0,0,1,1595,431,25,12.61694136,0.11999999,0.00753259,0.09825135,1.00508298,1.99999986,0.20223142,0.09593914,3510.72483,0.25462205,50.15130779,2.50580536,0.25493525,26.90099545,2629,0.04,"NYC",171,72,15,0,72,0,72425,45,2852,1789,878,775,660,447,137,291,165,31.2,167,23083,208,623,0,0,36,0,122,860,93,40,197,1469
"36047026300",122,368022,271037,0,3,0,4,0,0,11,1319,551,3,1.48763348,0.3029221,0.14294566,0.22654225,0.24679721,0.33472055,NA,NA,370.033766,0.59796718,13.7442296,0.95257283,0.02977922,27.22511291,2068,0.05,"NYC",225,66,8,0,66,0,37300,308,1557,971,334,715,407,339,70,247,53,31.9,112,31439,139,688,0,28,39,47,45,512,351,125,122,418
"36005031000",23,1132558,274152,0,3,0,3,5,2,13,3538,1574,23,4.37211077,0.51959485,0.00069995,0.33995436,1.21425071,1.99844173,32.09838759,1.36920496,2621.051372,1.56953492,62.41116356,3.94424639,0.02995351,25.87293431,4501,0.24,"NYC",338,84,8,0,84,0,20495.8333333333,1708,3211,2624,672,1001,1029,1389,828,344,720,52.5,523,43244,1172,546,0,0,86,161,246,1358,436,454,90,349
"36085012100",24,1070456,284003,1,15,2,5,8,0,29,2254,904,16,7.40555106,0.61745726,0.02148333,0.45900042,0.8433332,1.3308514,24.26582749,7.73466426,1766.531434,2.34989048,34.64445574,2.108333,0.05611984,26.21415994,3046,0.29,"NYC",420,97,25,0,96,1,11455.1724137931,2391,931,1643,757,665,787,850,263,115,162,41.1,129,52452,1205,259,0,8,42,49,46,901,490,460,87,368
"36005037300",101,583247,461893,0,5,2,2,1,0,19,3486,1247,17,9.04416339,0.19884889,0.00036405,0.14758023,0.66342477,1.32971775,62.88582554,9.60677226,2522.396664,0.83468993,25.50032014,2.22034634,0.03368791,24.06556435,5600,0.07,"NYC",298,106,24,1,105,1,81700,119,5600,3041,1843,1541,1178,965,192,621,152,29.4,1127,26504,555,1282,0,0,63,86,131,1536,294,99,307,1992
"36047042300",76,622796,317703,0,12,4,5,2,0,23,3386,1384,7,3.81976217,0.2867446,0.19611642,0.24717629,0.33724262,0.58519307,11.2029218,9.13070505,917.4626743,1.21412785,16.70222006,0.90006586,0.06341246,24.06782891,4621,0.07,"NYC",272,81,19,0,81,0,67400,826,3892,2328,954,2045,987,532,200,405,101,28.6,1386,25314,277,1569,0,96,182,136,422,878,492,117,375,1184
"36005015300",123,410181,386012,1,6,4,3,1,0,12,2521,838,19,7.23988039,0.34754126,0.00065736,0.2037996,1.55580173,2.48243756,55.26499601,12.36010799,2906.748366,1.3278473,53.16687546,3.88950433,0.01790724,24.21677195,4180,0.09,"NYC",313,96,25,0,95,1,54222.2222222222,48,4832,2705,1508,1286,1088,802,196,456,207,30,835,21908,416,984,0,0,109,62,307,1224,462,96,307,2479
"36047031500",90,1059473,780267,1,18,3,10,1,1,44,3916,1637,25,4.48828745,0.30610716,0.00456953,0.24996397,0.6072757,3.99999884,50.09693529,4.18346895,5821.496802,1.97235284,14.32878106,5.39148319,0.2101189,28.10757777,5317,0.07,"NYC",778,223,71,0,223,0,74771.4285714286,1518,3716,2701,621,2223,1253,823,314,548,276,32.3,889,41031,335,2072,0,112,44,196,115,1216,1466,544,428,1532
"36081018800",82,322914,237815,0,0,0,0,0,0,2,820,343,50,5.70196352,0.13023295,0.01073736,0.08965626,0.26714903,0.99585023,10.18557296,0,15451.50417,0.64897112,29.80994523,3.65526166,0.10161518,24.08018709,1278,0.07,"NYC",147,62,0,0,62,0,21328.5714285714,8,1485,743,351,432,351,281,78,161,54,33.2,194,36583,396,301,0,29,17,0,40,516,90,75,94,192
"36005026602",58,1469829,761870,1,28,4,10,23,0,56,4117,1566,14,11.74905691,0.50546757,0.00139888,0.37024296,0.90981615,1.12326127,62.70790396,23.1518054,2925.22314,1.0469215,32.422641,2.27442509,0.02113612,24.01551697,5441,0.12,"NYC",291,56,24,1,55,1,45250,2049,3381,3025,1063,1104,1544,963,756,931,377,43.1,484,45132,943,1117,0,0,13,23,412,1552,639,217,280,1097
