"GEOID","crime_idx","spend_alc","spend_trans","biz_alc","biz_resto","biz_lib","biz_groc","biz_health","biz_hotel","biz_retail","fastfood_6mo","fastfood_freq","road_maxspeed","road_meanspeed","road_maxlength","road_minlength","road_meanlength","road_totlanes","road_maxlanes","road_trucks","road_iri","road_bumps","road_aadt","road_width","road_sumlength","road_pci","road_pavewidth","road_vc","road_q","pop","sqmi","City","Collisions","Casualties","PedeInjuries","PedeDeaths","TotalInjuries","TotalDeaths"
"36061029300",80,931935,1089930,4,28,3,16,10,0,73,5038,1361,24,8.34965066,0.31313246,0.06217346,0.20795689,1.37164202,2.00000023,NA,101.5938258,12.73730449,4292.465053,NA,1.35006076,52.74311805,3.69132446,NA,26.84603233,8994,0.06,"NYC",906,237,83,0,237,0
"36047000100",52,2551372,1108379,0,20,4,3,2,1,28,3556,1324,45,16.38482751,0.28532379,0.00024953,0.19950631,0.5078731,1.96640182,1.43729518,80.43106928,1.07043173,28094.87386,0.83913113,1.73523036,35.92278602,9.27393899,0.30587374,22.40909389,4457,0.08,"NYC",1179,174,28,0,174,0
"36085029103",70,1914313,496543,1,17,10,3,19,0,35,5494,2386,13,9.54847809,0.75158686,0.00492072,0.49867452,0.85312141,1.72308904,0.57071402,65.17325432,63.52918099,4798.289531,0.00436738,1.46515398,32.97898602,1.18443589,0.16960237,24.20084135,7132,0.78,"NYC",413,65,13,0,63,2
"36061003601",137,959141,628265,1,34,6,2,4,4,61,2633,931,25,10.55069351,0.18999979,0.00051321,0.15366083,0.71699766,1.20094587,NA,43.02085559,14.08264825,3241.413713,NA,1.14558894,35.21076237,4.04821466,0.06114235,26.26446737,3499,0.04,"NYC",488,118,27,0,118,0
"36005042500",92,773312,632024,1,25,5,9,10,2,57,4077,1387,35,16.45814127,0.38740103,0.0009975,0.21036276,1.64022925,4.00000648,0.61145825,92.93440545,21.67640364,5723.147151,0.31167882,1.90110045,44.58465038,8.76316759,0.20038957,24.15474569,6869,0.11,"NYC",728,196,57,0,196,0
"36061016700",104,5016068,2215180,2,29,7,10,21,4,91,4777,1802,38,9.09546637,0.20834003,0.00113251,0.12713403,1.27821513,4.58610544,0.28307611,17.07348617,3.46316766,8929.866038,0.84335225,1.888391,55.82438604,3.66029728,0.12239753,27.90879674,6779,0.08,"NYC",903,155,42,0,155,0
"36081098100",58,715152,245861,0,20,9,4,12,0,50,1640,710,29,10.27044264,0.72,0.00078306,0.37661568,1.6388821,2.90510588,NA,2.47063979,0.20531361,2136.606922,0.11558549,3.23481984,76.9777668,4.5407578,0.05987219,23.94783158,2294,0.24,"NYC",326,71,14,0,71,0
"36047111600",141,452542,333282,1,5,5,6,3,1,33,2245,938,11,5.93408256,0.55013771,0.00571905,0.37522442,1.32110867,2.51331949,NA,NA,0.92437509,2688.383781,0.19460528,3.15734157,48.2977015,5.27275821,0.07654471,19.72975274,3346,0.19,"NYC",553,234,28,0,234,0
"36047039300",113,694186,385819,0,5,4,6,4,1,33,3016,1162,29,10.86234293,0.48665372,0.00123866,0.29944744,0.71509685,1.96368405,0,65.50926102,3.96555354,6591.093119,NA,1.14489145,29.23846718,6.25271271,0.48404281,24.19370287,3655,0.07,"NYC",405,125,21,0,124,1
"36061024700",64,967455,1040769,0,5,1,0,2,1,9,4232,1241,50,25.68929819,0.24999996,0.00130394,0.18835897,2.46106877,6.00000903,NA,40.34272899,7.73472828,30416.92658,1.70145067,1.37063664,73.04654703,12.11078241,0.07045523,25.53401087,7031,0.09,"NYC",501,101,18,0,101,0
"36061028700",58,796266,648197,0,12,2,5,5,0,24,2580,867,55,21.05519484,0.53999998,0.00022106,0.30123636,2.70435759,6.0000201,0.26530121,54.38527827,13.33065534,26775.94912,9.77105253,2.74072387,70.48866743,12.81043422,0.39049577,24.32075242,4030,0.21,"NYC",614,141,23,1,140,1
"36005011502",143,311001,363725,2,8,3,4,3,0,30,2123,573,50,22.60483443,0.34999999,0.00084534,0.17158502,0.7636264,2.00000028,3.12705569,157.0045353,11.63256108,28547.35014,3.29783941,3.86494829,49.18554221,11.21448911,0.2570703,21.38400536,4283,0.13,"NYC",1204,329,55,2,325,4
"36047066000",13,495331,165207,0,0,0,0,0,0,2,1274,496,5,3.25126192,0.21674182,0.1483807,0.19152185,0.52531623,0.78391101,0.52537999,12.76869619,2.1953197,1110.735106,NA,0.56519947,24.07049177,1.31329057,0.07375991,26.20466231,1838,0.06,"NYC",88,35,5,0,35,0
"36081086500",97,823523,415163,1,7,6,6,40,1,23,3623,1359,21,5.29815995,0.25209215,0.02010075,0.16848622,0.86068637,1.99999933,0,1.42616852,2.44005233,1797.71667,0.01682795,1.1732699,43.54491541,3.14241144,0.07886261,27.02594493,4577,0.06,"NYC",1021,171,85,2,168,3
"36047077200",65,882109,632879,0,1,14,1,4,0,7,2358,966,25,10.68243251,0.40052633,0.00244934,0.26477496,0.92805848,2.00000032,0,24.44872851,4.8036854,4856.927922,0.19676201,1.54817347,40.32791667,2.32014621,0.26778475,26.46613256,3442,0.16,"NYC",371,140,31,0,140,0
"36047052500",56,394529,410713,4,15,1,13,9,0,63,1752,545,25,13.52592058,0.22651905,0.00041088,0.12712696,1.29831205,2.00000088,0.3285877,32.25485569,2.08309418,5108.600185,NA,1.50958961,61.68316856,5.84769797,0.25591512,25.35905664,3372,0.05,"NYC",549,174,63,0,173,1
"36081061602",101,259604,86585,0,3,1,0,3,0,3,846,329,50,24.20478923,0.699298,4.1e-05,0.35912345,2.56550363,6.00000577,0.00276882,41.73951458,0.67598085,46504.23514,0.97378591,3.29329591,75.30837995,10.79532797,0.49026774,23.462349,1131,0.16,"NYC",657,195,8,0,192,3
"36005006300",85,667478,698270,0,32,7,10,5,2,74,3142,991,50,19.58800834,0.46999999,0.00013807,0.22948008,1.10877165,5.99999589,NA,130.91386,8.80920476,26865.66389,1.31355976,8.17507045,66.55195375,11.59589165,0.12127488,22.46728672,5495,0.4,"NYC",2210,657,112,2,655,2
"36061009700",60,1494213,764314,0,10,3,6,4,1,45,4117,1425,9,6.23081225,0.35133264,0.07108991,0.25669874,0.56897053,0.97744181,NA,29.61191595,10.52906268,3341.431398,NA,1.94545917,28.01653119,3.26550798,0.02728419,25.26665332,5247,0.07,"NYC",549,87,37,1,86,1
"36047045400",32,357841,191943,0,6,6,2,3,0,37,1133,448,23,11.33486259,0.30000776,0.01084909,0.19499784,0.89951976,1.87504853,0.46354872,137.8484291,12.55905883,13823.52431,NA,0.81691662,23.67560943,2.2982404,0.77308461,26.62389537,1906,0.05,"NYC",279,64,18,2,62,2
"36061016200",88,1360482,1226275,0,1,12,3,2,0,4,5431,1888,40,18.01261744,0.54482132,0.00175377,0.30153731,2.7390796,6.00000055,NA,93.18283527,32.54417999,59269.85503,1.30441385,1.89335661,39.64148264,18.96191913,2.94e-06,24.29649943,9633,0.1,"NYC",1840,440,36,1,438,2
"36047029300",76,511375,347149,0,2,5,3,1,0,7,2109,907,4,2.38792968,0.30959056,0.05791846,0.2366272,0.24237267,0.33871822,NA,NA,NA,655.5107339,NA,1.00606364,12.11863341,0.77846225,0.02247989,27.23507368,3048,0.06,"NYC",245,120,22,0,120,0
"36047011400",65,612181,429722,0,7,5,7,44,0,19,2370,953,6,1.54279317,0.29406568,0.02219475,0.22855023,0.35351129,0.85236429,NA,10.71825824,5.86648173,756.5740541,NA,1.38556989,15.92429254,1.80316188,0.04037079,26.03226799,4081,0.06,"NYC",360,81,43,0,81,0
"36061020800",98,1256765,607949,0,8,3,3,3,0,13,3731,1405,11,3.77519901,0.23201191,0.0004713,0.19824758,0.72554893,0.90026616,NA,NA,0,178.3543436,NA,0.73326759,34.93983912,1.81387232,0.01117422,28.79787338,4799,0.06,"NYC",373,77,23,0,77,0
"36085015603",19,1341426,401925,0,11,0,3,10,0,30,3209,1312,40,22.12469188,1.11651969,0.00448047,0.73771254,2.52358708,3.99999848,1.9315931,150.833405,107.5689659,13433.84989,5.13800448,2.18141597,40.94138232,20.96314013,0.34605964,NA,NA,NA,"NYC",388,104,18,0,104,0
"36081111300",46,883772,220881,0,0,3,1,0,0,4,1995,864,16,3.06843958,1.19999935,0.00033828,0.376829,1.6054185,2.00000079,NA,10.32971471,1.14727097,7669.507956,0.48615888,3.09873715,65.26232399,5.28971101,5.23e-05,24.80792646,2658,0.28,"NYC",316,72,2,0,72,0
"36061004300",154,2533909,1101093,1,76,13,9,38,5,325,3529,1473,11,7.37167339,0.27526039,0.00039446,0.21517305,0.55341403,0.88793675,NA,10.21638308,7.71377073,1529.96635,NA,1.8168617,28.88426279,1.55020534,0.03468578,25.7163221,4181,0.06,"NYC",1122,177,41,1,176,1
"36061001502",236,5773316,2338597,3,100,20,18,58,9,223,6893,2981,25,11.26960218,0.29000002,0.00042454,0.1824246,1.3019487,3.24673005,NA,24.74236187,1.72223138,3244.064152,0.17908042,2.49274873,59.57449179,5.29864101,0.02092441,22.67746489,8644,0.09,"NYC",705,111,42,0,111,0
"36005021700",109,434552,469712,0,7,3,4,2,0,26,3044,891,50,23.98919088,0.17364799,9.35e-06,0.12214801,0.48641229,1.57861809,5.38350368,8.12453566,1.20501625,58624.59024,2.86300448,0.70535949,57.85191944,14.05158906,0.44469319,25.14020987,5142,0.06,"NYC",939,337,51,1,336,1
"36061011900",210,203227,105154,1,94,12,4,9,21,166,855,397,12,7.91076613,0.34314366,0.00066495,0.25253288,0.60866078,0.78883601,NA,29.62146466,17.27481448,3310.54295,NA,1.76952291,26.99565239,2.59510076,0.03244876,24.47555966,1117,0.07,"NYC",1524,170,92,0,170,0
"36081015802",101,733716,461077,2,12,2,10,19,0,73,3084,1255,14,6.07173751,0.45688158,0.02420956,0.32154512,0.35536714,0.54065532,NA,0.46166446,0.2217112,1178.030127,NA,0.77942886,23.99909201,1.84056855,0.04693108,27.09526023,4757,0.11,"NYC",512,138,39,2,136,2
"36081027300",45,997614,468221,1,26,4,9,13,0,77,5859,2297,14,3.83174147,0.55000001,0.00096452,0.31801157,1.07698052,2.00000002,0.40320966,44.67257487,5.54343923,1978.986843,NA,1.62869865,46.56524394,3.55142945,1.58e-05,27.28089198,9298,0.08,"NYC",615,188,67,0,188,0
"36047026400",49,734323,515461,2,12,1,7,11,0,43,2931,1178,8,3.11835013,0.2661055,0.0104677,0.17751161,0.29332763,0.6261306,NA,NA,NA,1281.798208,NA,0.82765695,15.39850579,0.84313773,0.10533767,26.43031542,4552,0.07,"NYC",330,97,27,0,97,0
"36061013100",227,2734205,1326606,2,96,11,11,19,13,162,2427,896,14,8.82590337,0.30149494,0.10703354,0.20987409,0.67580237,1.08663967,0.95149931,11.59700395,10.35885805,3384.705325,NA,1.9136375,33.24579955,2.1126534,0.1251212,25.33335149,2779,0.07,"NYC",1332,142,63,2,140,2
"36005009800",52,984911,594188,0,3,1,2,1,1,9,3542,1461,50,15.20184972,0.6595751,0.00052575,0.31960225,1.06569627,2.00000259,0.23946602,70.00345223,20.13955486,18781.31947,2.43894773,5.92255074,65.17857428,9.30396639,0.03104864,23.08202382,5044,0.2,"NYC",669,208,15,0,208,0
"36061002800",72,1851040,956592,3,20,7,7,4,0,36,5379,2140,26,14.35417238,0.28435309,0.00418377,0.2057665,1.18181727,2.00000022,NA,NA,0,1600.206292,NA,1.41614216,61.36090538,4.02984065,0.04616429,25.62334478,7071,0.07,"NYC",227,50,18,0,50,0
"36005025500",91,574922,672391,0,5,3,3,2,0,8,3666,990,22,9.34776253,0.21901888,0.01295679,0.20889582,1.36260738,1.82515735,0,0.07476365,1.06727847,1176.710862,NA,0.67957224,66.74094471,3.41575508,0.05390948,26.50395126,6760,0.06,"NYC",406,106,33,0,106,0
"36047079801",58,620505,456983,1,16,1,3,5,1,25,2201,920,7,3.89429103,0.19951671,0.04013372,0.12831431,0.3885398,1.12858033,0.67205013,30.74752911,5.92454705,2364.454733,NA,0.46609874,12.44034996,2.65171823,0.05322355,28.02458445,3070,0.05,"NYC",119,37,5,0,37,0
"36061012600",77,10863801,5270997,5,45,13,7,40,3,120,10006,3695,9,4.61103672,0.27746923,0.00112491,0.2522344,0.78118434,1.0270439,NA,0.91777053,5.43333712,4002.184343,NA,0.89222264,30.00151998,6.3942583,0.04212935,27.22662531,13305,0.07,"NYC",832,109,46,0,109,0
"36081019400",47,502320,369941,0,0,1,1,0,0,3,1839,769,25,10.7579922,0.28297674,0.00061057,0.19977093,0.79100342,2.00000001,0.44717345,22.97420062,1.64310941,11370.22705,0.26202656,2.47708848,47.45485177,4.07498397,0.1373292,25.33906854,2684,0.12,"NYC",559,173,4,0,173,0
"36047024600",33,565151,396711,0,2,4,2,14,0,6,1960,788,7,2.98148707,0.44330295,0.06497671,0.32745066,0.58081871,0.72081781,NA,6.53092917,1.64799147,1361.325365,NA,0.93384361,28.02365682,1.45204678,0.06706294,25.56793821,3466,0.07,"NYC",256,92,12,0,92,0
"36061012100",95,4484375,2001439,3,116,14,13,13,6,188,6976,2602,16,9.47589166,0.34058401,0.01055982,0.28654418,0.75970145,1.28522267,NA,24.78036865,12.69412998,4236.459271,NA,1.59669293,33.57560956,2.93846482,0.0363046,26.83176285,8799,0.07,"NYC",1275,157,79,0,157,0
"36085018902",14,1436249,347663,0,1,2,2,3,0,11,3690,1642,50,23.76321523,0.71000003,0.00031752,0.28844915,0.90359714,2.00000018,0.00323916,64.8868975,4.07320308,50774.5348,2.90774287,4.60017252,76.9390441,13.72665695,0.6576068,24.77047262,5093,0.31,"NYC",451,117,9,0,117,0
"36061024200",157,406352,475244,0,0,4,1,1,0,16,2366,639,35,11.05126195,0.32507474,4.62e-05,0.1539834,2.15694652,6.00000359,0.27055588,89.07895441,5.46772022,16862.96171,0.68593305,4.44391169,60.70485572,10.46298252,0.07443799,22.70265191,3880,0.13,"NYC",2543,479,67,1,477,2
"36047020300",98,455605,220395,2,27,0,4,0,0,41,1382,521,9,3.81330989,0.32788449,0.00765973,0.25734934,0.5201324,2.11020229,NA,18.42801479,10.93461308,2629.373761,NA,1.82407617,14.15977996,3.3141647,0.06997642,25.2906124,1764,0.05,"NYC",326,110,12,0,110,0
"36081016800",46,521965,168961,0,1,0,0,1,0,4,2023,932,5,4.22691179,0.14780994,0.09280304,0.12654734,0.30640379,0.36952484,NA,42.85291124,25.89122996,1677.206959,NA,0.24008437,7.81329659,1.36388392,0.0566718,27.79413389,2703,0.08,"NYC",217,82,8,0,82,0
"36081063800",85,768643,256365,1,7,2,1,3,0,18,2659,1035,50,15.84302889,0.5390054,0.00093976,0.29494768,2.07772615,6.0000007,0.10627479,57.66269399,14.13312713,21372.06096,1.43165029,4.55117324,68.47043539,8.60530119,0.18404943,24.8525674,3570,0.27,"NYC",1114,425,17,0,425,0
"36047031100",127,531877,391712,1,4,4,4,2,0,13,1882,787,5,2.34055111,0.29182068,0.01720961,0.23488466,0.27730314,1.14986644,0.25713473,6.7757844,2.83350984,1352.333838,NA,1.52064766,9.55880254,1.80657666,0.04932141,25.82423314,3053,0.06,"NYC",542,189,22,0,189,0
"36081073900",41,2469857,816621,0,1,6,3,55,0,7,3923,1540,13,5.91239568,0.34512354,0.00029866,0.21770856,0.6878282,1.00555354,NA,23.62479618,4.75867253,2260.612058,0.03972024,1.4267713,29.74837147,3.71582055,0.00308705,26.31459782,5102,0.08,"NYC",380,114,33,0,114,0
"36081056100",62,15330,6981,0,0,0,0,1,0,0,50,21,45,17.63682841,0.59756797,2.62e-05,0.21988799,1.94500679,4.00000249,1.0583549,87.75650605,7.22069689,28283.51621,1.24136787,4.92040259,68.22916911,7.88460143,0.12891058,24.25750313,76,1.08,"NYC",1061,365,8,0,364,1
"36047073800",61,513097,337449,0,3,5,3,9,0,20,2021,844,16,5.74161315,0.32967289,0.00108205,0.23808944,1.43649595,3.19327272,1.58730483,62.61616301,7.50835766,4149.40242,1.13997238,1.03421362,31.60013612,16.27390594,0.10257265,26.02695295,3211,0.07,"NYC",332,85,12,0,85,0
"36081040900",60,527426,231885,0,8,2,4,1,0,16,3443,1334,4,0.77602441,0.3982959,0.0233159,0.21842535,0.56359554,0.99209321,NA,5.31586318,0.97638303,353.7454424,NA,0.9512059,27.2937999,1.91437178,NA,25.83071176,5180,0.06,"NYC",224,61,24,0,61,0
"36081034700",34,506543,281530,0,7,2,1,1,2,16,2276,877,50,15.29063633,0.48835166,0.00046415,0.23646955,0.9026237,2.00000123,0.1363515,33.95124651,8.34802004,25386.3358,1.80750681,4.41310341,60.75139451,10.42910304,0.00509771,22.59970892,3195,0.15,"NYC",1337,364,29,2,362,2
"36081008500",150,177077,90629,0,14,1,4,2,3,31,844,351,25,5.63834308,0.64000002,0.03622585,0.34268142,1.25580697,2.00000007,NA,3.35528228,1.32024892,846.6281272,NA,1.65844918,61.52896435,3.05542515,NA,19.81057483,1354,0.11,"NYC",205,55,8,1,53,2
"36081097203",90,652910,726617,0,0,0,0,0,0,2,3599,1062,6,5.99912756,0.6906529,0.00010044,0.69055248,0.47298115,0.47304993,NA,NA,0,2521.462532,NA,0.69094718,21.28415193,1.18245289,0.13952944,19.40596698,6978,0.51,"NYC",224,78,9,0,78,0
"36081061800",72,357589,117730,0,4,1,3,2,0,9,1236,571,5,2.37325277,0.1738695,0.00059008,0.12381301,0.35190368,0.5052652,NA,NA,0.02669529,322.7634067,0.10678116,0.70881579,16.08610552,0.82519293,0.00414032,26.16661521,1586,0.09,"NYC",317,111,7,0,111,0
"36081117100",93,542608,380888,1,50,6,9,27,0,94,1876,755,6,2.46410955,0.60191592,0.00053515,0.29090044,0.81461659,2.00000207,0.21443205,14.8321194,25.37648747,2393.245471,0.17501026,2.80947098,28.58543407,3.62776913,0.04346304,26.25498252,2800,0.15,"NYC",831,168,37,0,168,0
"36081065600",57,1212540,892996,0,3,2,0,4,0,8,3564,1490,30,16.2682077,4.79931834,9.99e-05,0.45577541,1.49388247,2.00000182,NA,11.51379555,0.73570579,10434.98331,0.01361574,2.70110662,68.00057128,4.985406,0.3491397,NA,5060,0.23,"NYC",465,165,22,0,165,0
"36005007600",77,665162,421595,0,17,4,9,5,0,48,3458,1295,25,9.42078581,0.24476158,0.00084704,0.17951589,1.03533244,2.00000036,0,0.05175231,0.00019489,4417.307715,0.00541767,0.92196947,53.90966163,2.42339671,0.20249931,26.3914174,5160,0.08,"NYC",359,117,23,0,117,0
"36081000100",190,7134110,3461392,1,15,8,9,3,0,75,6979,2578,40,14.13019486,0.50000002,6.22e-05,0.25738,1.0345602,8.96679876,0.26678376,46.09093149,6.80869106,22270.59467,4.06217147,5.73836785,59.25280549,12.05103849,0.05172967,18.67330263,6911,0.5,"NYC",1165,246,24,0,246,0
"36085027301",40,1192169,344103,1,5,8,1,26,1,15,3144,1382,42,10.66767873,0.87546339,0.00152783,0.45265931,2.05823706,5.99999987,0.8525825,56.09504454,21.87271643,13203.38335,4.76381084,6.8118928,72.4958355,8.71639643,0.24853679,23.69114607,3942,1.18,"NYC",675,152,4,0,152,0
"36005037000",66,422268,310986,0,6,1,3,3,0,11,1613,674,5,4.47420165,0.2494346,0.12645841,0.19153436,0.34892156,0.43379931,NA,12.34229445,4.25842512,1603.382461,NA,0.52614543,15.1759991,0.87230391,0.06188163,26.531381,2458,0.06,"NYC",154,54,3,0,54,0
"36047024700",122,523097,385243,1,12,5,9,11,2,73,1873,783,4,1.33084254,0.48370973,1.59e-05,0.32555024,0.36163662,0.45206517,NA,16.05050461,3.47110157,871.4262552,NA,0.86671956,28.19823733,3.03408275,0.01851695,24.37585197,2332,0.07,"NYC",591,150,37,0,150,0
"36047065800",10,530465,128406,1,4,1,0,2,0,11,1256,559,4,1.68655616,0.14812886,0.09995359,0.12342315,0.50779338,0.99953588,0.22791507,8.25413301,1.41913164,681.09682,NA,0.48536426,23.97053751,1.26948346,0.04511256,26.55158576,1774,0.06,"NYC",96,6,2,0,6,0
"36081001900",238,2759098,1338685,3,58,24,16,8,7,143,2851,1053,30,11.45292453,8.08001718,0.00031659,0.26574888,2.38294599,9.00000117,0.70342439,103.1229333,15.17666283,11976.86828,1.33555497,7.25163644,63.53441875,10.21256244,0.03213717,21.32902091,1658,0.33,"NYC",1454,295,52,0,295,0
"36081055700",57,655291,402040,0,20,4,11,4,0,60,2673,1047,16,5.86603607,0.36419201,6.28e-05,0.29415933,1.0421215,1.73424767,0.3214931,18.87634198,5.94985562,955.0100592,NA,1.83143858,48.93686788,2.61197527,0.0347449,25.0431955,3581,0.09,"NYC",452,93,27,0,93,0
"36047056400",16,714576,318991,2,3,0,4,7,0,18,1649,709,13,9.3511396,0.33705998,0.0038787,0.28955792,0.69554148,0.95591297,NA,62.66548457,3.83520637,4481.033131,NA,1.14492441,23.17367612,1.7388537,0.23820138,29.56973278,2477,0.07,"NYC",129,44,8,1,43,1
"36061003400",91,3673936,1432501,1,82,10,13,12,0,131,5780,2643,10,6.14903162,0.27446515,0.07651908,0.23281869,0.55517271,0.91505812,NA,12.25637806,3.45345459,2113.21691,NA,1.68555224,32.13778907,4.34587992,0.02248705,28.40345048,6676,0.06,"NYC",843,203,89,0,203,0
"36061021600",119,2095791,1082341,2,13,4,6,5,1,31,5954,2274,16,9.35899853,0.31687683,0.00011291,0.21684069,0.74278474,1.28705763,NA,12.59786228,1.73100398,1156.105622,NA,0.97491462,34.7831483,1.85696185,0.01271947,28.35780708,7913,0.07,"NYC",375,113,18,0,113,0
"36005020100",85,449782,526035,0,4,4,4,0,1,11,2152,581,49,10.51588972,0.41999999,0.00018292,0.17559578,0.87793407,3.50160407,1.74023321,24.99611037,2.56452813,16311.12268,1.67665494,3.89501179,74.71833522,6.66747005,0.04843353,23.39980341,4153,0.1,"NYC",868,209,16,0,208,1
"36047009200",34,631553,410850,1,7,7,5,1,0,16,3647,1441,3,0.82516505,0.29317351,0.09866408,0.21792262,0.2081626,0.27031352,NA,NA,NA,379.3320327,NA,0.54066722,15.50491486,0.26556724,NA,26.03278961,5684,0.04,"NYC",143,46,25,0,46,0
"36047035700",93,226473,264868,0,1,0,2,0,0,5,1321,357,25,9.2504209,0.24966823,0.000259,0.17135287,1.05156372,4.00000484,NA,10.62122698,1.79080742,7218.635917,NA,0.95682844,34.27088795,4.2412877,0.18975763,27.54257287,2569,0.07,"NYC",805,335,51,1,333,2
"36047062800",59,1277840,426198,1,11,3,3,6,0,26,3815,1486,23,12.29393238,0.83166095,0.00043527,0.519695,1.26464413,1.9999998,2.19011531,4.21936847,1.0260518,3307.376021,NA,1.52062263,61.78470362,3.18496614,0.18715481,NA,NA,NA,"NYC",245,53,6,1,50,3
"36005044902",39,578631,279908,1,8,3,3,0,0,13,1565,589,10,3.2978802,0.18070084,0.05308137,0.14327458,0.50774726,0.81289139,0.12063248,2.58458131,1.60471257,628.1539853,NA,0.77019923,27.72748128,1.70985215,0.01060019,25.87046221,2081,0.06,"NYC",164,39,6,0,39,0
"36047047700",84,1422891,689227,1,8,3,1,0,0,18,3312,1237,45,20.68433212,0.26000004,0.00101621,0.1697659,0.74148932,3.89961191,3.00653914,99.87493804,8.75968911,38217.44513,1.03884142,2.39575287,47.76260745,11.37898666,0.45810696,24.48005404,3707,0.08,"NYC",1311,317,18,0,316,1
"36047002000",91,149596,45375,0,5,1,8,2,0,26,1090,426,27,11.97303114,0.34620764,0.01528166,0.2796201,0.36923551,1.13288936,2.04472412,74.90949645,18.82421289,24005.80949,0.6268362,2.02757492,23.20648259,7.12256092,0.20403297,20.74773098,1776,0.06,"NYC",630,187,19,0,186,1
"36047042000",55,269498,189177,1,8,3,2,15,0,48,1013,408,9,4.31419265,0.19616781,0.0101995,0.14477163,0.40969762,0.7018458,0.35061342,50.62525048,11.10807132,4159.741872,0.03452896,0.95338169,10.4422853,1.18660457,0.20964781,26.91296316,2013,0.07,"NYC",319,82,23,1,81,1
"36047028300",104,513426,532514,1,7,1,5,5,0,15,2424,782,3,1.24224327,0.30354038,0.0394829,0.21697454,0.22853695,0.32993519,NA,NA,NA,353.4653004,NA,0.65298185,12.4273675,0.84856896,0.02844802,26.02516469,4254,0.05,"NYC",291,103,21,0,103,0
"36061010800",107,8106706,3799395,1,64,13,13,31,3,287,7234,2693,25,8.17975493,0.27842632,0.00096652,0.20872778,0.66152972,1.99999854,0.08486382,38.47208803,10.058177,6695.710173,NA,2.15644908,27.18689399,5.0780583,0.19705921,25.1983892,9078,0.07,"NYC",2178,308,95,2,306,2
"36047019100",92,801084,387517,1,17,3,5,2,0,50,2025,763,45,14.85034158,0.46534275,0.00458409,0.24558883,0.66396081,1.95702602,0.49955875,100.985876,3.35721851,30875.87976,0.97155519,2.76175943,42.37361772,10.79824706,0.35727942,22.21002681,2653,0.1,"NYC",568,134,28,0,134,0
"36061011500",211,1819427,763684,3,63,7,13,15,18,158,3092,1341,25,11.44587633,0.25150226,0.00692373,0.15892956,1.29553961,5.00002667,NA,81.45900754,8.49316996,6067.738234,0.14123279,1.947718,44.66033856,4.62172375,0.01737779,22.50461674,2325,0.07,"NYC",3550,368,166,1,367,1
"36005019900",68,897829,938996,0,5,2,6,2,0,33,4571,1449,29,7.30002462,0.25439043,0.00698203,0.16702745,1.15245902,2.00000052,NA,3.71072512,0.30030958,880.7092912,NA,1.63790668,57.61678406,2.98083328,0.03403086,24.8489303,8224,0.07,"NYC",287,59,24,0,59,0
"36061001401",49,1634381,435272,1,6,1,2,8,0,19,2307,932,25,9.42092102,0.28758924,0.00037405,0.19025841,0.75723518,2.0000004,0.34078495,37.17839519,13.00010756,2807.945448,NA,0.84360505,32.50900436,1.87653657,0.09842147,26.88328531,3241,0.04,"NYC",191,60,12,0,60,0
"36047054900",100,1438405,595791,1,25,3,5,12,1,53,3304,1443,29,11.86389382,0.33329502,0.01535176,0.21824243,1.27239967,3.88470409,1.28277671,18.49457731,5.83135602,8657.510717,NA,2.06951116,51.61381825,1.50453684,0.03934107,23.58543921,4106,0.07,"NYC",439,94,24,0,94,0
"36081047500",28,870485,611042,0,15,4,3,13,0,35,3390,1363,35,5.01230471,0.45418891,0.00168847,0.18594065,1.45510709,3.28329336,0.8168453,37.12687238,6.37465683,8808.0742,1.2656722,2.78404584,55.82834366,6.12782085,0.03482332,24.7455209,5110,0.12,"NYC",254,51,20,0,51,0
"36047048500",145,691693,280459,0,27,12,14,1,3,82,2334,1037,20,6.97851571,0.31000006,0.00125808,0.24292375,1.03496723,2.00000039,1.16542452,51.22553044,10.90290868,3730.868622,NA,1.25264066,42.19259996,3.71960227,0.21803418,20.96196306,2794,0.22,"NYC",1043,242,33,0,242,0
"36061001402",131,720618,571318,1,19,6,5,2,1,49,1856,610,25,10.33901104,0.20795227,0.00156101,0.14011925,1.29146191,8.00000786,0,36.30969439,1.90130648,5828.888837,0.83258429,0.96113577,35.59960933,4.3594154,0.07354639,24.82764128,2605,0.04,"NYC",718,200,32,1,199,1
"36061004700",185,1984457,962837,0,63,2,17,14,7,236,1998,738,24,8.47486357,0.27613714,0.00017829,0.17250283,0.85808421,1.99788385,0,22.31736352,26.54244581,1361.115753,NA,2.15624159,39.55865795,2.88947121,0.02625775,25.69972217,2456,0.06,"NYC",912,128,53,0,128,0
"36005030100",10,577249,201118,0,1,0,0,5,0,0,1016,436,25,10.01452264,0.33542604,0.00131338,0.21758151,1.31548668,1.97309437,NA,52.49120172,0.15310823,1961.918866,NA,1.03859724,58.38340495,2.59403098,0.19898333,24.23461576,1279,0.06,"NYC",27,4,0,0,4,0
"36005019400",142,341402,189746,0,6,4,3,8,0,17,1373,529,55,22.60665307,0.39999996,0.00047593,0.19952014,1.32157236,8.00000183,0.50641484,83.53800051,7.41865436,33072.38975,3.8391549,7.5074284,60.88905848,12.78486586,0.08755085,20.91915254,1944,0.31,"NYC",764,312,24,1,310,2
