"GEOID","City","STATE_x","COUNTY_x"
"36047051602","NYC","NY","Kings"
"36047051700","NYC","NY","Kings"
"36047051800","NYC","NY","Kings"
"36047051900","NYC","NY","Kings"
"36047052000","NYC","NY","Kings"
"36047052300","NYC","NY","Kings"
"36047052500","NYC","NY","Kings"
"36047052600","NYC","NY","Kings"
"36047052700","NYC","NY","Kings"
"36047052800","NYC","NY","Kings"
"36047052900","NYC","NY","Kings"
"36047053000","NYC","NY","Kings"
"36047053100","NYC","NY","Kings"
"36047053200","NYC","NY","Kings"
"36047053300","NYC","NY","Kings"
"36047053400","NYC","NY","Kings"
"36047053500","NYC","NY","Kings"
"36047053700","NYC","NY","Kings"
"36047053800","NYC","NY","Kings"
"36047053900","NYC","NY","Kings"
"36047054200","NYC","NY","Kings"
"36047054300","NYC","NY","Kings"
"36047054400","NYC","NY","Kings"
"36047054500","NYC","NY","Kings"
"36047054600","NYC","NY","Kings"
"36047054700","NYC","NY","Kings"
"36047054800","NYC","NY","Kings"
"36047054900","NYC","NY","Kings"
"36047055000","NYC","NY","Kings"
"36047055100","NYC","NY","Kings"
"36047055200","NYC","NY","Kings"
"36047055300","NYC","NY","Kings"
"36047055400","NYC","NY","Kings"
"36047055500","NYC","NY","Kings"
"36047055600","NYC","NY","Kings"
"36047055700","NYC","NY","Kings"
"36047055800","NYC","NY","Kings"
"36047056000","NYC","NY","Kings"
"36047056100","NYC","NY","Kings"
"36047056200","NYC","NY","Kings"
"36047056300","NYC","NY","Kings"
"36047056400","NYC","NY","Kings"
"36047056500","NYC","NY","Kings"
"36047056600","NYC","NY","Kings"
"36047056800","NYC","NY","Kings"
"36047056900","NYC","NY","Kings"
"36047057000","NYC","NY","Kings"
"36047057100","NYC","NY","Kings"
"36047057300","NYC","NY","Kings"
"36047057400","NYC","NY","Kings"
"36047057500","NYC","NY","Kings"
"36047057600","NYC","NY","Kings"
"36047057800","NYC","NY","Kings"
"36047057900","NYC","NY","Kings"
"36047058000","NYC","NY","Kings"
"36047058200","NYC","NY","Kings"
"36047058900","NYC","NY","Kings"
"36047059100","NYC","NY","Kings"
"36047059300","NYC","NY","Kings"
"36047063200","NYC","NY","Kings"
"36047063600","NYC","NY","Kings"
"36047063800","NYC","NY","Kings"
"36047064000","NYC","NY","Kings"
"36047064200","NYC","NY","Kings"
"36047064400","NYC","NY","Kings"
"36047064600","NYC","NY","Kings"
"36047064800","NYC","NY","Kings"
"36047065000","NYC","NY","Kings"
"36047065200","NYC","NY","Kings"
"36047065400","NYC","NY","Kings"
"36047065600","NYC","NY","Kings"
"36047065800","NYC","NY","Kings"
"36047066000","NYC","NY","Kings"
"36047066200","NYC","NY","Kings"
"36047066600","NYC","NY","Kings"
"36047067000","NYC","NY","Kings"
"36047067200","NYC","NY","Kings"
"36047067400","NYC","NY","Kings"
"36047067600","NYC","NY","Kings"
"36047067800","NYC","NY","Kings"
"36047068000","NYC","NY","Kings"
"36047068200","NYC","NY","Kings"
"36047068600","NYC","NY","Kings"
"36047068800","NYC","NY","Kings"
"36047069000","NYC","NY","Kings"
"36047069200","NYC","NY","Kings"
"36047069601","NYC","NY","Kings"
"36047069602","NYC","NY","Kings"
"36047069800","NYC","NY","Kings"
"36047070000","NYC","NY","Kings"
"36047070201","NYC","NY","Kings"
"36047070202","NYC","NY","Kings"
"36047070600","NYC","NY","Kings"
"36047072000","NYC","NY","Kings"
"36047072200","NYC","NY","Kings"
"36047072400","NYC","NY","Kings"
"36047072600","NYC","NY","Kings"
"36047072800","NYC","NY","Kings"
"36047073000","NYC","NY","Kings"
"36047073200","NYC","NY","Kings"
"36047073400","NYC","NY","Kings"
"36047073600","NYC","NY","Kings"
"36047073800","NYC","NY","Kings"
"36047074000","NYC","NY","Kings"
"36047074200","NYC","NY","Kings"
"36047074400","NYC","NY","Kings"
"36047074600","NYC","NY","Kings"
"36047074800","NYC","NY","Kings"
"36047075000","NYC","NY","Kings"
"36047075200","NYC","NY","Kings"
"36047075400","NYC","NY","Kings"
"36047075600","NYC","NY","Kings"
"36047075800","NYC","NY","Kings"
"36047076000","NYC","NY","Kings"
"36047076200","NYC","NY","Kings"
"36047076400","NYC","NY","Kings"
"36047076600","NYC","NY","Kings"
"36047076800","NYC","NY","Kings"
"36047077000","NYC","NY","Kings"
"36047077200","NYC","NY","Kings"
"36047077400","NYC","NY","Kings"
"36047077600","NYC","NY","Kings"
"36047078000","NYC","NY","Kings"
"36047078200","NYC","NY","Kings"
"36047078400","NYC","NY","Kings"
"36047078600","NYC","NY","Kings"
"36047078800","NYC","NY","Kings"
"36047079000","NYC","NY","Kings"
"36047079200","NYC","NY","Kings"
"36047079400","NYC","NY","Kings"
"36047079601","NYC","NY","Kings"
"36047079602","NYC","NY","Kings"
"36047079801","NYC","NY","Kings"
"36047079802","NYC","NY","Kings"
"36047080000","NYC","NY","Kings"
"36047080200","NYC","NY","Kings"
"36047080400","NYC","NY","Kings"
"36047080600","NYC","NY","Kings"
"36047080800","NYC","NY","Kings"
"36047081000","NYC","NY","Kings"
"36047081400","NYC","NY","Kings"
"36047081600","NYC","NY","Kings"
"36047081800","NYC","NY","Kings"
"36047082000","NYC","NY","Kings"
"36047082200","NYC","NY","Kings"
"36047082400","NYC","NY","Kings"
"36047082600","NYC","NY","Kings"
"36047082800","NYC","NY","Kings"
"36047083000","NYC","NY","Kings"
"36047083200","NYC","NY","Kings"
"36047083400","NYC","NY","Kings"
"36047083600","NYC","NY","Kings"
"36047083800","NYC","NY","Kings"
"36047084000","NYC","NY","Kings"
"36047084600","NYC","NY","Kings"
"36047084800","NYC","NY","Kings"
"36047085000","NYC","NY","Kings"
"36047085200","NYC","NY","Kings"
"36047085400","NYC","NY","Kings"
"36047085600","NYC","NY","Kings"
"36047085800","NYC","NY","Kings"
"36047086000","NYC","NY","Kings"
"36047086200","NYC","NY","Kings"
"36047086400","NYC","NY","Kings"
"36047086600","NYC","NY","Kings"
"36047086800","NYC","NY","Kings"
"36047087000","NYC","NY","Kings"
"36047087200","NYC","NY","Kings"
"36047087401","NYC","NY","Kings"
"36047087600","NYC","NY","Kings"
"36047087800","NYC","NY","Kings"
"36047088000","NYC","NY","Kings"
"36047088200","NYC","NY","Kings"
"36047088400","NYC","NY","Kings"
"36047088600","NYC","NY","Kings"
"36047088800","NYC","NY","Kings"
"36047089000","NYC","NY","Kings"
"36047089200","NYC","NY","Kings"
"36047089400","NYC","NY","Kings"
"36047089600","NYC","NY","Kings"
"36047089800","NYC","NY","Kings"
"36047090000","NYC","NY","Kings"
"36047090200","NYC","NY","Kings"
"36047090600","NYC","NY","Kings"
"36047090800","NYC","NY","Kings"
"36047091000","NYC","NY","Kings"
"36047091200","NYC","NY","Kings"
"36047091600","NYC","NY","Kings"
"36047091800","NYC","NY","Kings"
"36047092000","NYC","NY","Kings"
"36047092200","NYC","NY","Kings"
"36047092400","NYC","NY","Kings"
"36047092800","NYC","NY","Kings"
"36047093000","NYC","NY","Kings"
"36047093200","NYC","NY","Kings"
"36047093400","NYC","NY","Kings"
"36047093600","NYC","NY","Kings"
"36047093800","NYC","NY","Kings"
"36047094401","NYC","NY","Kings"
"36047094402","NYC","NY","Kings"
"36047094600","NYC","NY","Kings"
"36047095000","NYC","NY","Kings"
"36047095400","NYC","NY","Kings"
"36047095600","NYC","NY","Kings"
"36047095800","NYC","NY","Kings"
"36047096000","NYC","NY","Kings"
"36047096200","NYC","NY","Kings"
"36047096400","NYC","NY","Kings"
"36047096600","NYC","NY","Kings"
"36047096800","NYC","NY","Kings"
"36047097000","NYC","NY","Kings"
"36047097400","NYC","NY","Kings"
"36047098200","NYC","NY","Kings"
"36047098400","NYC","NY","Kings"
"36047098600","NYC","NY","Kings"
"36047098800","NYC","NY","Kings"
"36047099000","NYC","NY","Kings"
"36047099200","NYC","NY","Kings"
"36047099400","NYC","NY","Kings"
"36047099600","NYC","NY","Kings"
"36047099800","NYC","NY","Kings"
"36047100400","NYC","NY","Kings"
"36047100600","NYC","NY","Kings"
"36047100800","NYC","NY","Kings"
"36047101000","NYC","NY","Kings"
"36047101200","NYC","NY","Kings"
"36047101400","NYC","NY","Kings"
"36047101600","NYC","NY","Kings"
"36047101800","NYC","NY","Kings"
"36047102000","NYC","NY","Kings"
"36047102200","NYC","NY","Kings"
"36047102400","NYC","NY","Kings"
"36047102600","NYC","NY","Kings"
"36047102800","NYC","NY","Kings"
"36047103400","NYC","NY","Kings"
"36047105801","NYC","NY","Kings"
"36047105804","NYC","NY","Kings"
"36047107000","NYC","NY","Kings"
"36047107800","NYC","NY","Kings"
"36047109800","NYC","NY","Kings"
"36047110400","NYC","NY","Kings"
"36047110600","NYC","NY","Kings"
"36047111000","NYC","NY","Kings"
"36047111600","NYC","NY","Kings"
"36047111800","NYC","NY","Kings"
"36047112000","NYC","NY","Kings"
"36047112200","NYC","NY","Kings"
"36047112400","NYC","NY","Kings"
"36047112600","NYC","NY","Kings"
"36047112800","NYC","NY","Kings"
"36047113000","NYC","NY","Kings"
"36047113200","NYC","NY","Kings"
"36047113400","NYC","NY","Kings"
"36047114201","NYC","NY","Kings"
"36047114202","NYC","NY","Kings"
"36047114400","NYC","NY","Kings"
"36047114600","NYC","NY","Kings"
"36047115000","NYC","NY","Kings"
"36047115200","NYC","NY","Kings"
"36047115600","NYC","NY","Kings"
"36047115800","NYC","NY","Kings"
"36047116000","NYC","NY","Kings"
"36047116200","NYC","NY","Kings"
"36047116400","NYC","NY","Kings"
"36047116600","NYC","NY","Kings"
"36047116800","NYC","NY","Kings"
"36047117000","NYC","NY","Kings"
"36047117201","NYC","NY","Kings"
"36047117202","NYC","NY","Kings"
"36047117400","NYC","NY","Kings"
"36047117601","NYC","NY","Kings"
"36047117602","NYC","NY","Kings"
"36047117800","NYC","NY","Kings"
"36047118000","NYC","NY","Kings"
"36047118201","NYC","NY","Kings"
"36047118202","NYC","NY","Kings"
"36047118400","NYC","NY","Kings"
"36047118600","NYC","NY","Kings"
"36047118800","NYC","NY","Kings"
"36047119000","NYC","NY","Kings"
"36047119200","NYC","NY","Kings"
"36047119400","NYC","NY","Kings"
"36047119600","NYC","NY","Kings"
"36047119800","NYC","NY","Kings"
"36047120000","NYC","NY","Kings"
"36047120200","NYC","NY","Kings"
"36047120800","NYC","NY","Kings"
"36047121000","NYC","NY","Kings"
"36047121400","NYC","NY","Kings"
"36047122000","NYC","NY","Kings"
"36047123700","NYC","NY","Kings"
"36047150200","NYC","NY","Kings"
"36047152200","NYC","NY","Kings"
"36061000201","NYC","NY","New York"
"36061000202","NYC","NY","New York"
"36061000500","NYC","NY","New York"
"36061000600","NYC","NY","New York"
"36061000700","NYC","NY","New York"
"36061000800","NYC","NY","New York"
"36061000900","NYC","NY","New York"
"36061001001","NYC","NY","New York"
"36061001002","NYC","NY","New York"
"36061001200","NYC","NY","New York"
"36061001300","NYC","NY","New York"
"36061001401","NYC","NY","New York"
"36061001402","NYC","NY","New York"
"36061001501","NYC","NY","New York"
"36061001502","NYC","NY","New York"
"36061001600","NYC","NY","New York"
"36061001800","NYC","NY","New York"
"36061002000","NYC","NY","New York"
"36061002100","NYC","NY","New York"
"36061002201","NYC","NY","New York"
"36061002202","NYC","NY","New York"
"36061002400","NYC","NY","New York"
"36061002500","NYC","NY","New York"
"36061002601","NYC","NY","New York"
"36061002602","NYC","NY","New York"
"36061002700","NYC","NY","New York"
"36061002800","NYC","NY","New York"
"36061002900","NYC","NY","New York"
"36061003001","NYC","NY","New York"
"36061003002","NYC","NY","New York"
"36061003100","NYC","NY","New York"
"36061003200","NYC","NY","New York"
"36061003300","NYC","NY","New York"
"36061003400","NYC","NY","New York"
"36061003601","NYC","NY","New York"
"36061003602","NYC","NY","New York"
"36061003700","NYC","NY","New York"
"36061003800","NYC","NY","New York"
"36061003900","NYC","NY","New York"
"36061004000","NYC","NY","New York"
"36061004100","NYC","NY","New York"
"36061004200","NYC","NY","New York"
"36061004300","NYC","NY","New York"
"36061004400","NYC","NY","New York"
"36061004500","NYC","NY","New York"
"36061004700","NYC","NY","New York"
"36061004800","NYC","NY","New York"
"36061004900","NYC","NY","New York"
"36061005000","NYC","NY","New York"
"36061005200","NYC","NY","New York"
"36061005400","NYC","NY","New York"
"36061005501","NYC","NY","New York"
"36061005502","NYC","NY","New York"
"36061005600","NYC","NY","New York"
"36061005700","NYC","NY","New York"
"36061005800","NYC","NY","New York"
"36061005900","NYC","NY","New York"
"36061006000","NYC","NY","New York"
"36061006100","NYC","NY","New York"
"36061006200","NYC","NY","New York"
"36061006300","NYC","NY","New York"
"36061006400","NYC","NY","New York"
"36061006500","NYC","NY","New York"
"36061006600","NYC","NY","New York"
"36061006700","NYC","NY","New York"
"36061006800","NYC","NY","New York"
"36061006900","NYC","NY","New York"
"36061007000","NYC","NY","New York"
"36061007100","NYC","NY","New York"
"36061007200","NYC","NY","New York"
"36061007300","NYC","NY","New York"
"36061007400","NYC","NY","New York"
"36061007500","NYC","NY","New York"
"36061007600","NYC","NY","New York"
"36061007700","NYC","NY","New York"
"36061007800","NYC","NY","New York"
"36061007900","NYC","NY","New York"
"36061008000","NYC","NY","New York"
"36061008100","NYC","NY","New York"
"36061008200","NYC","NY","New York"
"36061008300","NYC","NY","New York"
"36061008400","NYC","NY","New York"
"36061008601","NYC","NY","New York"
"36061008602","NYC","NY","New York"
"36061008603","NYC","NY","New York"
"36061008700","NYC","NY","New York"
"36061008800","NYC","NY","New York"
"36061008900","NYC","NY","New York"
"36061009000","NYC","NY","New York"
"36061009100","NYC","NY","New York"
"36061009200","NYC","NY","New York"
"36061009300","NYC","NY","New York"
"36061009400","NYC","NY","New York"
"36061009500","NYC","NY","New York"
"36061009600","NYC","NY","New York"
"36061009700","NYC","NY","New York"
"36061009800","NYC","NY","New York"
"36061009900","NYC","NY","New York"
"36061010000","NYC","NY","New York"
"36061010100","NYC","NY","New York"
"36061010200","NYC","NY","New York"
"36061010300","NYC","NY","New York"
"36061010400","NYC","NY","New York"
"36061010601","NYC","NY","New York"
"36061010602","NYC","NY","New York"
"36061010800","NYC","NY","New York"
"36061010900","NYC","NY","New York"
"36061011000","NYC","NY","New York"
"36061011100","NYC","NY","New York"
"36061011201","NYC","NY","New York"
"36061011202","NYC","NY","New York"
"36061011203","NYC","NY","New York"
"36061011300","NYC","NY","New York"
"36061011401","NYC","NY","New York"
"36061011402","NYC","NY","New York"
"36061011500","NYC","NY","New York"
"36061011600","NYC","NY","New York"
"36061011700","NYC","NY","New York"
"36061011800","NYC","NY","New York"
"36061011900","NYC","NY","New York"
"36061012000","NYC","NY","New York"
"36061012100","NYC","NY","New York"
"36061012200","NYC","NY","New York"
"36061012400","NYC","NY","New York"
"36061012500","NYC","NY","New York"
"36061012600","NYC","NY","New York"
"36061012700","NYC","NY","New York"
"36061012800","NYC","NY","New York"
"36061012900","NYC","NY","New York"
"36061013000","NYC","NY","New York"
"36061013100","NYC","NY","New York"
"36061013200","NYC","NY","New York"
"36061013300","NYC","NY","New York"
"36061013400","NYC","NY","New York"
"36061013500","NYC","NY","New York"
"36061013600","NYC","NY","New York"
"36061013700","NYC","NY","New York"
"36061013800","NYC","NY","New York"
"36061013900","NYC","NY","New York"
"36061014000","NYC","NY","New York"
"36061014200","NYC","NY","New York"
"36061014300","NYC","NY","New York"
"36061014401","NYC","NY","New York"
"36061014402","NYC","NY","New York"
"36061014500","NYC","NY","New York"
"36061014601","NYC","NY","New York"
"36061014602","NYC","NY","New York"
"36061014700","NYC","NY","New York"
"36061014801","NYC","NY","New York"
"36061014802","NYC","NY","New York"
"36061014900","NYC","NY","New York"
"36061015001","NYC","NY","New York"
"36061015002","NYC","NY","New York"
"36061015100","NYC","NY","New York"
"36061015200","NYC","NY","New York"
"36061015300","NYC","NY","New York"
"36061015400","NYC","NY","New York"
"36061015500","NYC","NY","New York"
"36061015601","NYC","NY","New York"
"36061015602","NYC","NY","New York"
"36061015700","NYC","NY","New York"
"36061015801","NYC","NY","New York"
"36061015802","NYC","NY","New York"
"36061015900","NYC","NY","New York"
"36061016001","NYC","NY","New York"
"36061016002","NYC","NY","New York"
"36061016100","NYC","NY","New York"
"36061016200","NYC","NY","New York"
"36061016300","NYC","NY","New York"
"36061016400","NYC","NY","New York"
"36061016500","NYC","NY","New York"
"36061016600","NYC","NY","New York"
"36061016700","NYC","NY","New York"
"36061016800","NYC","NY","New York"
"36061016900","NYC","NY","New York"
"36061017000","NYC","NY","New York"
"36061017100","NYC","NY","New York"
"36061017200","NYC","NY","New York"
"36061017300","NYC","NY","New York"
"36061017401","NYC","NY","New York"
"36061017402","NYC","NY","New York"
"36061017500","NYC","NY","New York"
"36061017700","NYC","NY","New York"
"36061017800","NYC","NY","New York"
"36061017900","NYC","NY","New York"
"36061018000","NYC","NY","New York"
"36061018100","NYC","NY","New York"
"36061018200","NYC","NY","New York"
"36061018300","NYC","NY","New York"
"36061018400","NYC","NY","New York"
"36061018500","NYC","NY","New York"
"36061018600","NYC","NY","New York"
"36061018700","NYC","NY","New York"
"36061018800","NYC","NY","New York"
"36061018900","NYC","NY","New York"
"36061019000","NYC","NY","New York"
"36061019100","NYC","NY","New York"
"36061019200","NYC","NY","New York"
"36061019300","NYC","NY","New York"
"36061019400","NYC","NY","New York"
"36061019500","NYC","NY","New York"
"36061019600","NYC","NY","New York"
"36061019701","NYC","NY","New York"
"36061019702","NYC","NY","New York"
"36061019800","NYC","NY","New York"
"36061019900","NYC","NY","New York"
"36061020000","NYC","NY","New York"
"36061020101","NYC","NY","New York"
"36061020102","NYC","NY","New York"
"36061020300","NYC","NY","New York"
"36061020500","NYC","NY","New York"
"36061020600","NYC","NY","New York"
"36061020701","NYC","NY","New York"
"36061020800","NYC","NY","New York"
"36061020901","NYC","NY","New York"
"36061021000","NYC","NY","New York"
"36061021100","NYC","NY","New York"
"36061021200","NYC","NY","New York"
"36061021303","NYC","NY","New York"
"36061021400","NYC","NY","New York"
"36061021500","NYC","NY","New York"
"36061021600","NYC","NY","New York"
"36061021703","NYC","NY","New York"
"36061021800","NYC","NY","New York"
"36061021900","NYC","NY","New York"
"36061022000","NYC","NY","New York"
"36061022102","NYC","NY","New York"
"36061022200","NYC","NY","New York"
"36061022301","NYC","NY","New York"
"36061022302","NYC","NY","New York"
"36061022400","NYC","NY","New York"
"36061022500","NYC","NY","New York"
"36061022600","NYC","NY","New York"
"36061022700","NYC","NY","New York"
"36061022800","NYC","NY","New York"
"36061022900","NYC","NY","New York"
"36061023000","NYC","NY","New York"
"36061023100","NYC","NY","New York"
"36061023200","NYC","NY","New York"
"36061023300","NYC","NY","New York"
"36061023400","NYC","NY","New York"
"36061023501","NYC","NY","New York"
"36061023502","NYC","NY","New York"
"36061023600","NYC","NY","New York"
"36061023700","NYC","NY","New York"
"36061023801","NYC","NY","New York"
"36061023802","NYC","NY","New York"
"36061023900","NYC","NY","New York"
"36061024000","NYC","NY","New York"
"36061024100","NYC","NY","New York"
"36061024200","NYC","NY","New York"
"36061024301","NYC","NY","New York"
"36061024302","NYC","NY","New York"
"36061024500","NYC","NY","New York"
"36061024700","NYC","NY","New York"
"36061024900","NYC","NY","New York"
"36061025100","NYC","NY","New York"
"36061025300","NYC","NY","New York"
"36061025500","NYC","NY","New York"
"36061025700","NYC","NY","New York"
"36061025900","NYC","NY","New York"
"36061026100","NYC","NY","New York"
"36061026300","NYC","NY","New York"
"36061026500","NYC","NY","New York"
"36061026700","NYC","NY","New York"
"36061026900","NYC","NY","New York"
"36061027100","NYC","NY","New York"
"36061027300","NYC","NY","New York"
"36061027500","NYC","NY","New York"
"36061027700","NYC","NY","New York"
"36061027900","NYC","NY","New York"
"36061028100","NYC","NY","New York"
"36061028300","NYC","NY","New York"
"36061028500","NYC","NY","New York"
"36061028700","NYC","NY","New York"
"36061029100","NYC","NY","New York"
"36061029300","NYC","NY","New York"
"36061029500","NYC","NY","New York"
"36061029700","NYC","NY","New York"
"36061029900","NYC","NY","New York"
"36061030300","NYC","NY","New York"
"36061030700","NYC","NY","New York"
"36061030900","NYC","NY","New York"
"36061031100","NYC","NY","New York"
"36061031703","NYC","NY","New York"
"36061031704","NYC","NY","New York"
"36061031900","NYC","NY","New York"
"36081000100","NYC","NY","Queens"
"36081000200","NYC","NY","Queens"
"36081000400","NYC","NY","Queens"
"36081000600","NYC","NY","Queens"
"36081000700","NYC","NY","Queens"
"36081000800","NYC","NY","Queens"
"36081001000","NYC","NY","Queens"
"36081001200","NYC","NY","Queens"
"36081001400","NYC","NY","Queens"
"36081001600","NYC","NY","Queens"
"36081001800","NYC","NY","Queens"
"36081001900","NYC","NY","Queens"
"36081002000","NYC","NY","Queens"
"36081002200","NYC","NY","Queens"
"36081002400","NYC","NY","Queens"
"36081002500","NYC","NY","Queens"
"36081002600","NYC","NY","Queens"
"36081002800","NYC","NY","Queens"
"36081003000","NYC","NY","Queens"
"36081003100","NYC","NY","Queens"
"36081003200","NYC","NY","Queens"
"36081003300","NYC","NY","Queens"
"36081003400","NYC","NY","Queens"
"36081003600","NYC","NY","Queens"
"36081003700","NYC","NY","Queens"
"36081003800","NYC","NY","Queens"
"36081003900","NYC","NY","Queens"
"36081004001","NYC","NY","Queens"
"36081004002","NYC","NY","Queens"
"36081004200","NYC","NY","Queens"
"36081004300","NYC","NY","Queens"
"36081004401","NYC","NY","Queens"
"36081004500","NYC","NY","Queens"
"36081004700","NYC","NY","Queens"
"36081005000","NYC","NY","Queens"
"36081005100","NYC","NY","Queens"
"36081005200","NYC","NY","Queens"
"36081005300","NYC","NY","Queens"
"36081005400","NYC","NY","Queens"
"36081005500","NYC","NY","Queens"
"36081005700","NYC","NY","Queens"
"36081005800","NYC","NY","Queens"
"36081005900","NYC","NY","Queens"
"36081006100","NYC","NY","Queens"
"36081006201","NYC","NY","Queens"
"36081006202","NYC","NY","Queens"
"36081006300","NYC","NY","Queens"
"36081006501","NYC","NY","Queens"
"36081006502","NYC","NY","Queens"
"36081006900","NYC","NY","Queens"
"36081007100","NYC","NY","Queens"
"36081007300","NYC","NY","Queens"
"36081007500","NYC","NY","Queens"
"36081007700","NYC","NY","Queens"
"36081007900","NYC","NY","Queens"
"36081008100","NYC","NY","Queens"
"36081008300","NYC","NY","Queens"
"36081008500","NYC","NY","Queens"
"36081008600","NYC","NY","Queens"
"36081008700","NYC","NY","Queens"
"36081008800","NYC","NY","Queens"
"36081009100","NYC","NY","Queens"
"36081009400","NYC","NY","Queens"
"36081009500","NYC","NY","Queens"
"36081009600","NYC","NY","Queens"
"36081009700","NYC","NY","Queens"
"36081009800","NYC","NY","Queens"
"36081009900","NYC","NY","Queens"
"36081010000","NYC","NY","Queens"
"36081010100","NYC","NY","Queens"
"36081010200","NYC","NY","Queens"
"36081010300","NYC","NY","Queens"
"36081010400","NYC","NY","Queens"
"36081010500","NYC","NY","Queens"
"36081010600","NYC","NY","Queens"
"36081010701","NYC","NY","Queens"
"36081010800","NYC","NY","Queens"
"36081011000","NYC","NY","Queens"
"36081011100","NYC","NY","Queens"
"36081011200","NYC","NY","Queens"
"36081011300","NYC","NY","Queens"
"36081011400","NYC","NY","Queens"
"36081011500","NYC","NY","Queens"
"36081011600","NYC","NY","Queens"
"36081011700","NYC","NY","Queens"
"36081011800","NYC","NY","Queens"
"36081011900","NYC","NY","Queens"
"36081012000","NYC","NY","Queens"
"36081012100","NYC","NY","Queens"
"36081012200","NYC","NY","Queens"
"36081012301","NYC","NY","Queens"
"36081012400","NYC","NY","Queens"
"36081012500","NYC","NY","Queens"
"36081012601","NYC","NY","Queens"
"36081012602","NYC","NY","Queens"
"36081012800","NYC","NY","Queens"
"36081013000","NYC","NY","Queens"
"36081013200","NYC","NY","Queens"
"36081013400","NYC","NY","Queens"
"36081013500","NYC","NY","Queens"
"36081013600","NYC","NY","Queens"
"36081013700","NYC","NY","Queens"
"36081013800","NYC","NY","Queens"
"36081014000","NYC","NY","Queens"
"36081014100","NYC","NY","Queens"
"36081014201","NYC","NY","Queens"
"36081014202","NYC","NY","Queens"
"36081014300","NYC","NY","Queens"
"36081014400","NYC","NY","Queens"
"36081014500","NYC","NY","Queens"
"36081014700","NYC","NY","Queens"
"36081014800","NYC","NY","Queens"
"36081014900","NYC","NY","Queens"
"36081015000","NYC","NY","Queens"
"36081015100","NYC","NY","Queens"
"36081015200","NYC","NY","Queens"
"36081015300","NYC","NY","Queens"
"36081015400","NYC","NY","Queens"
"36081015500","NYC","NY","Queens"
"36081015600","NYC","NY","Queens"
"36081015700","NYC","NY","Queens"
"36081015801","NYC","NY","Queens"
"36081015802","NYC","NY","Queens"
"36081015900","NYC","NY","Queens"
"36081016100","NYC","NY","Queens"
"36081016300","NYC","NY","Queens"
"36081016400","NYC","NY","Queens"
"36081016600","NYC","NY","Queens"
"36081016800","NYC","NY","Queens"
"36081016900","NYC","NY","Queens"
"36081017000","NYC","NY","Queens"
"36081017100","NYC","NY","Queens"
"36081017200","NYC","NY","Queens"
"36081017400","NYC","NY","Queens"
"36081017600","NYC","NY","Queens"
"36081017800","NYC","NY","Queens"
"36081017900","NYC","NY","Queens"
"36081018000","NYC","NY","Queens"
"36081018101","NYC","NY","Queens"
"36081018102","NYC","NY","Queens"
"36081018200","NYC","NY","Queens"
"36081018300","NYC","NY","Queens"
"36081018401","NYC","NY","Queens"
"36081018402","NYC","NY","Queens"
"36081018501","NYC","NY","Queens"
"36081018502","NYC","NY","Queens"
"36081018600","NYC","NY","Queens"
"36081018700","NYC","NY","Queens"
"36081018800","NYC","NY","Queens"
"36081018900","NYC","NY","Queens"
"36081019000","NYC","NY","Queens"
"36081019200","NYC","NY","Queens"
"36081019400","NYC","NY","Queens"
"36081019600","NYC","NY","Queens"
"36081019800","NYC","NY","Queens"
"36081019900","NYC","NY","Queens"
"36081020200","NYC","NY","Queens"
"36081020400","NYC","NY","Queens"
"36081020500","NYC","NY","Queens"
"36081020600","NYC","NY","Queens"
"36081020800","NYC","NY","Queens"
"36081021200","NYC","NY","Queens"
"36081021400","NYC","NY","Queens"
"36081021600","NYC","NY","Queens"
"36081021900","NYC","NY","Queens"
"36081022001","NYC","NY","Queens"
"36081022002","NYC","NY","Queens"
"36081022900","NYC","NY","Queens"
"36081023000","NYC","NY","Queens"
"36081023200","NYC","NY","Queens"
"36081023500","NYC","NY","Queens"
"36081023600","NYC","NY","Queens"
"36081023800","NYC","NY","Queens"
"36081024000","NYC","NY","Queens"
"36081024300","NYC","NY","Queens"
"36081024500","NYC","NY","Queens"
"36081024600","NYC","NY","Queens"
"36081024700","NYC","NY","Queens"
"36081024900","NYC","NY","Queens"
"36081025100","NYC","NY","Queens"
"36081025301","NYC","NY","Queens"
"36081025302","NYC","NY","Queens"
"36081025400","NYC","NY","Queens"
"36081025500","NYC","NY","Queens"
"36081025700","NYC","NY","Queens"
"36081025800","NYC","NY","Queens"
"36081025900","NYC","NY","Queens"
"36081026000","NYC","NY","Queens"
"36081026100","NYC","NY","Queens"
"36081026200","NYC","NY","Queens"
"36081026300","NYC","NY","Queens"
"36081026400","NYC","NY","Queens"
"36081026500","NYC","NY","Queens"
"36081026600","NYC","NY","Queens"
"36081026700","NYC","NY","Queens"
"36081026901","NYC","NY","Queens"
"36081026902","NYC","NY","Queens"
"36081027000","NYC","NY","Queens"
"36081027100","NYC","NY","Queens"
"36081027200","NYC","NY","Queens"
"36081027300","NYC","NY","Queens"
"36081027400","NYC","NY","Queens"
"36081027500","NYC","NY","Queens"
"36081027600","NYC","NY","Queens"
"36081027700","NYC","NY","Queens"
"36081027800","NYC","NY","Queens"
"36081027900","NYC","NY","Queens"
"36081028000","NYC","NY","Queens"
"36081028100","NYC","NY","Queens"
"36081028200","NYC","NY","Queens"
"36081028300","NYC","NY","Queens"
"36081028400","NYC","NY","Queens"
