,GEOID,City,STATE_x,2018 Total Crime Index,Alcoholic Beverages,AnalysisArea_x,AnalysisArea_y,Beer/Wine/Liquor Stores:Bus,COUNTY_x,Eating & Drinking Businesses (SIC),Education/Library Businesses (SIC),Food Stores - Businesses (SIC),Health Services - Businesses (SIC),Hotel/Lodging Businesses (SIC),MAX_POSTED_SPEED_LIMIT,MAX_SECTION_LENGTH,MAX_TOTAL_LANES,MEAN_ACTUAL_PCT_TRUCKS,MEAN_IRI,MEAN_I_NO_OF_BUMPS,MEAN_LAST_ACTUAL_AADT,MEAN_LAST_ACTUAL_CNTYR,MEAN_MEDIAN_WIDTH,MEAN_PCI,MEAN_POSTED_SPEED_LIMIT,MEAN_SECTION_LENGTH,MEAN_TOTAL_LANES,MEAN_TOTAL_PAVEMENT_WIDTH,MEAN_VC,MEAN_q_score,MIN_SECTION_LENGTH,POPULATION_x,Point_Count,Public/Other Transportation,SQMI_x,SUM_Length_Miles,Total Retail:Bus,POPULATION_x,Went to fast food/drive-in restaurant 9+ times/mo,Went to fast food/drive-in restaurant in last 6 mo
529,36005039901.0,NYC,NY,119.0,425545.0,0.14945205,0.05770376,0.0,Bronx,20.0,5.0,8.0,4.0,0.0,24.0,0.1999406,3.14028648,0.13504221,137.513876,18.38264722,7180.278816,785.7937447,,21.87893802,9.76041314,0.13619047,1.27667705,7.73019565,0.0595489,25.65021179,0.00188528,5295.0,82.0,497689.0,0.06,1.0857667,51.0,5295.0,769.0,2846.0
530,36005014100.0,NYC,NY,129.0,497907.0,0.17757405,0.06856172,2.0,Bronx,6.0,2.0,2.0,7.0,0.0,30.0,0.22789773,2.00000985,,118.49550330000001,5.62236821,6389.542314,921.8392855000001,,47.36630245,12.05978341,0.12559788,1.26993306,3.1854384,0.12124211,25.39961503,0.00210481,5053.0,101.0,582320.0,0.07,1.77397173,28.0,5053.0,667.0,2471.0
531,36005037504.0,NYC,NY,139.0,335031.0,0.24107262,0.09307866,0.0,Bronx,12.0,5.0,3.0,20.0,0.0,15.0,0.27923581,2.00000005,,10.25692955,1.1770247,1342.1675189999999,292.905771,,41.28500065,5.04392935,0.18393745,0.82075961,2.01792633,0.04486965,24.94631146,0.00015546,3879.0,134.0,391831.0,0.09,1.5636176000000002,24.0,3879.0,526.0,1949.0
532,36081046600.0,NYC,NY,36.0,875281.0,0.24449222,0.09439897,1.0,Queens,8.0,4.0,3.0,21.0,0.0,25.0,0.25738567,2.00000004,0.0,30.22259948,2.73847367,2811.504973,291.9011539,,45.39281886,8.95768983,0.18866805,1.18765866,4.99418631,0.06779481,28.3373164,6.979999999999999e-05,3187.0,116.0,614407.0,0.09,1.13625755,24.0,3187.0,850.0,2113.0
533,36047037300.0,NYC,NY,106.0,605614.0,0.16980385,0.06556163,2.0,Kings,6.0,2.0,6.0,2.0,0.0,6.0,0.24524139999999997,0.37298645,,,0.02420546,492.92880999999994,240.48465499999998,,16.25320601,3.09433995,0.20672889999999997,0.21870534,1.37706961,0.05712187,26.89935511,0.0203375,3845.0,96.0,409820.0,0.07,0.85502097,20.0,3845.0,1102.0,2572.0
534,36081077907.0,NYC,NY,24.0,569279.0,0.21627803,0.08350541,1.0,Queens,5.0,3.0,1.0,2.0,0.0,13.0,0.34303402,1.0100044,,34.61042861,11.29893718,2368.249825,479.28298279999996,0.95148945,34.786534700000004,6.13113194,0.25491941,0.81228815,2.03072038,,26.38210957,0.00408815,3189.0,128.0,399607.0,0.08,0.95199574,15.0,3189.0,678.0,1685.0
535,36005002000.0,NYC,NY,144.0,826083.0,0.39303879999999997,0.15175313,1.0,Bronx,8.0,2.0,3.0,3.0,0.0,24.0,0.30283421,2.00000001,0.0938641,,,688.3966381,276.56300219999997,,79.22497899,11.48494363,0.21419578,1.58449958,3.96124895,0.04259338,25.86912863,0.00241554,8680.0,194.0,884713.0,0.15,1.47510472,19.0,8680.0,1566.0,4983.0
536,36047059402.0,NYC,,19.0,1255048.0,,0.1243843,1.0,,15.0,3.0,7.0,10.0,0.0,11.0,0.46194084,1.02480099,,69.31552673,11.53123886,2554.74883,432.8512646000001,0.0975485,26.185585800000002,5.28291709,0.3145051,0.80496391,2.01240977,0.12920399,,0.0013112,,,783708.0,,1.15097422,51.0,,1272.0,3208.0
537,36061003602.0,NYC,NY,138.0,1303370.0,0.09006056,0.03477257,1.0,New York,36.0,3.0,3.0,8.0,1.0,16.0,0.23179278,1.29605819,,30.59044738,5.64340218,2808.270073,360.31517460000003,,31.08636483,9.05466458,0.18887744,0.75705726,2.98050377,0.0019554000000000004,25.645362,0.00584979,3017.0,53.0,550435.0,0.03,0.82999949,66.0,3017.0,1071.0,2570.0
538,36061014700.0,NYC,NY,150.0,2651018.0,0.0639445,0.02468911,0.0,New York,0.0,11.0,1.0,1.0,1.0,25.0,0.16769467,1.00000157,,,,449.78288399999997,193.8050215,,32.10053873,8.105542699999999,0.14935851,0.54563999,1.61065644,0.00011259,24.26494386,0.00985394,2917.0,37.0,1286244.0,0.02,0.50732274,6.0,2917.0,878.0,2378.0
539,36061022600.0,NYC,NY,132.0,1100544.0,0.15104806,0.05831998,1.0,New York,15.0,6.0,3.0,2.0,0.0,2.0,0.33857506,1.65158567,0.0,0.22978326,0.08086793,459.96182350000004,43.23250766,,58.35984151,0.53658179,0.26152181,0.90997993,4.21201928,0.01726772,28.70314236,0.00655788,4019.0,87.0,810514.0,0.06,1.27663182,40.0,4019.0,1199.0,2869.0
540,36005033400.0,NYC,NY,150.0,0.0,3.14369682,1.21378813,0.0,Bronx,2.0,1.0,0.0,0.0,0.0,50.0,0.64000003,6.0000138,0.16283586,78.43984347,5.71459702,29580.389,1544.522976,1.23636447,73.94757259999999,19.21817939,0.24251215,2.46368384,10.89802864,0.20700344,25.65129156,8.91e-06,1370.0,883.0,0.0,1.21,11.98641268,6.0,1370.0,0.0,0.0
541,36005011900.0,NYC,NY,112.0,493443.0,0.16648612,0.06428065,1.0,Bronx,9.0,1.0,7.0,4.0,0.0,21.0,0.24000005,2.00000042,1.41784181,28.95708623,6.17751,2923.39965,476.4140452,,58.59145029,9.68656737,0.16212831,1.16139564,4.58704946,0.06183602,26.97736041,0.00456763,5854.0,96.0,577100.0,0.06,0.75424045,40.0,5854.0,831.0,3075.0
542,36081094500.0,NYC,NY,60.0,1123375.0,1.51288396,0.58412776,2.0,Queens,14.0,7.0,3.0,10.0,1.0,40.0,0.57000001,2.00000026,,80.99142513,10.04484799,34903.91631,1119.786961,1.05699573,71.50968685,15.39261884,0.22633609,1.13532646,8.45723347,,22.81364554,0.00064182,4056.0,736.0,271929.0,0.58,5.69023069,53.0,4056.0,1294.0,2908.0
543,36085021300.0,NYC,NY,65.0,903305.0,0.78601583,0.30348241,1.0,Richmond,18.0,2.0,2.0,2.0,0.0,45.0,0.44878244,4.00000391,0.7819338,37.09118047,7.4848173,4261.1303530000005,1052.797731,0.68874295,69.12892012,12.719106,0.21307711,1.38583571,4.47807449,0.12003779999999999,23.46224367,0.00024266,5555.0,421.0,500229.0,0.3,3.59840095,30.0,5555.0,1406.0,3550.0
544,36081071304.0,NYC,NY,33.0,1762615.0,0.15542572,0.06001021,1.0,Queens,3.0,2.0,3.0,20.0,0.0,0.0,0.23070461,1.16047147,,,,2.77154843,0.74245156,,37.89142032,0.0,0.19609915,0.72413555,1.41178165,0.00014029,26.97293608,0.00357521,6214.0,88.0,1038228.0,0.06,0.59756579,12.0,6214.0,1708.0,4600.0
545,36081079200.0,NYC,NY,90.0,440728.0,0.3613254,0.13950852,0.0,Queens,2.0,0.0,0.0,0.0,5.0,50.0,0.37,2.99999876,,41.40651517,0.63049081,11818.38691,772.8701121,0.33292509,64.21008493,11.36701368,0.20262935,1.31036496,8.84189133,0.12171969999999999,23.7175647,0.00056592,2275.0,201.0,254640.0,0.14,3.03441905,2.0,2275.0,647.0,1596.0
546,36047000200.0,NYC,NY,95.0,139864.0,0.27496293,0.10616378,0.0,Kings,13.0,0.0,12.0,6.0,0.0,50.0,0.43782551,2.00000275,2.68131807,98.56315918,17.71851115,29415.65993,933.6578212000002,0.7474920999999999,35.68510935,16.00478979,0.21525982,0.6507159,9.32278905,0.26884895,19.83412211,0.00287655,1429.0,157.0,77734.0,0.11,3.14329256,78.0,1429.0,318.0,826.0
547,36061021100.0,NYC,NY,64.0,3611981.0,0.35647972,0.13763759,1.0,New York,21.0,13.0,5.0,5.0,1.0,50.0,0.37244575,6.00000118,,62.33858981,4.86859975,22879.9485,633.5582845,1.19094457,59.89016939,17.37382923,0.25093466,2.34779088,7.72513225,0.07230759,26.28433266,0.00140423,10328.0,193.0,2218147.0,0.14,1.98174373,34.0,10328.0,2855.0,7690.0
548,36081038301.0,NYC,NY,125.0,0.0,0.54575835,0.21071848,0.0,Queens,1.0,0.0,0.0,0.0,0.0,50.0,0.44999999,6.00000284,1.50322738,63.13027206,4.81530375,28023.606880000003,1002.131699,0.89103133,74.11467744,10.26082871,0.17857249,1.61047129,7.92809873,0.38405651,19.51987567,0.00031668,0.0,242.0,0.0,0.21,6.4192364,21.0,0.0,0.0,0.0
549,36061023600.0,NYC,NY,77.0,1083842.0,0.26245404,0.10133407,1.0,New York,2.0,7.0,1.0,0.0,1.0,50.0,0.49000005,6.00000055,0.0,65.43307083,7.07208363,32307.88137,748.6114339,1.30769348,47.18709756,23.73501268,0.26454701,2.55460224,12.35951694,0.02105841,25.27366017,0.00096439,6781.0,130.0,750964.0,0.1,1.68415788,16.0,6781.0,1840.0,4430.0
550,36047102800.0,NYC,NY,72.0,217327.0,0.82691339,0.31927304,0.0,Kings,6.0,4.0,4.0,5.0,0.0,50.0,0.46000004,6.00000048,,44.54149657,1.97711156,68699.06225,1620.941708,1.57214303,78.49192954,23.604307100000003,0.25591011,3.03787591,15.15280458,0.47590479999999996,21.06400513,0.00475172,1631.0,232.0,160054.0,0.32,1.86634601,18.0,1631.0,438.0,1048.0
551,36047028900.0,NYC,NY,78.0,509170.0,0.16570832,0.06398034,1.0,Kings,10.0,1.0,4.0,4.0,1.0,10.0,0.49263187,0.76973729,1.99661347,77.41664396,18.45857271,1693.071172,597.3426632000001,,17.10514524,7.60161393,0.36291864,0.48850857,1.32073318,0.10782461,26.98210768,0.00046550000000000004,3656.0,97.0,454979.0,0.06,1.22251572,19.0,3656.0,884.0,2367.0
552,36005039400.0,NYC,NY,67.0,658636.0,0.14414489,0.05565465,0.0,Bronx,3.0,0.0,5.0,3.0,0.0,25.0,0.26354169,1.99572331,,,0.0,2544.11289,841.1595618999999,,41.70002217,10.46038364,0.21478748,0.91109876,2.64841186,0.18816357,26.87893024,0.00199997,4686.0,82.0,551716.0,0.06,0.56775466,18.0,4686.0,1133.0,2902.0
553,36047085400.0,NYC,NY,66.0,330863.0,0.12833026,0.04954859,0.0,Kings,0.0,1.0,2.0,0.0,0.0,6.0,0.24248316,2.00000175,,,,834.4832964999999,237.03156620000001,,14.17787817,3.11082251,0.14557179,0.25893893,0.83198709,0.05823414,26.65404752,0.00709859,2099.0,73.0,243670.0,0.05,0.94997049,2.0,2099.0,587.0,1404.0
554,36085012804.0,NYC,,52.0,1094066.0,,0.34283344,3.0,,11.0,1.0,1.0,1.0,0.0,25.0,0.77067786,2.0,0.13932546,11.74504467,9.00280957,3456.627261,893.8308519999999,0.51740285,69.78032222,15.34053797,0.30620074,1.54189619,5.43534295,0.03948836,,0.10821264,,,414801.0,,2.47985339,45.0,,1242.0,3108.0
555,36081148300.0,NYC,NY,36.0,1395488.0,1.36790135,0.52814967,0.0,Queens,4.0,1.0,2.0,3.0,0.0,25.0,0.63999996,2.00000062,,,0.0,304.56617719999997,461.61127120000003,,99.60961094,8.53878617,0.35157781,1.99218331,4.66555284,0.00990436,,0.01265622,2867.0,0.0,340786.0,0.53,3.39139454,12.0,2867.0,855.0,2112.0
556,36081053900.0,NYC,NY,58.0,752351.0,0.60462164,0.23344572,0.0,Queens,9.0,1.0,3.0,3.0,0.0,25.0,0.42169301,2.00000003,2.28868757,105.4911369,13.52462598,6290.3494630000005,759.8132002,,43.87359206,10.95439497,0.26919477,1.23919322,3.09798306,0.34436853,22.98946986,0.00040994,4343.0,289.0,471141.0,0.23,1.61994031,43.0,4343.0,1096.0,2788.0
557,36047057000.0,NYC,NY,33.0,897832.0,0.26239733,0.10131218,0.0,Kings,16.0,4.0,4.0,8.0,1.0,25.0,0.39369357,2.00000036,,50.902072100000005,2.91017085,3850.5163039999998,837.0345642000001,,47.06177955,11.79065948,0.21590034,1.04748071,2.82757609,0.22977451,25.84662918,0.00347041,3449.0,154.0,378680.0,0.1,1.58282292,27.0,3449.0,1032.0,2620.0
558,36081146700.0,NYC,NY,74.0,1027783.0,0.34678398,0.13389405,1.0,Queens,18.0,5.0,7.0,15.0,0.0,50.0,0.50367562,2.00000227,2.51669534,63.972531000000004,4.94557455,11341.62833,655.7000414,0.54681358,69.80750885,9.75530294,0.25487462,1.33170014,8.01873951,0.21769589999999997,27.1430017,0.00236465,2903.0,193.0,550005.0,0.13,2.07696245,52.0,2903.0,866.0,2261.0
559,36047024100.0,NYC,NY,117.0,770156.0,0.18039507,0.06965093,1.0,Kings,5.0,7.0,6.0,6.0,0.0,25.0,0.20766020000000004,1.96144117,0.039798900000000005,157.115815,10.96736183,6096.449906,953.8145742,,26.05345026,11.95626186,0.17357005,0.94649017,2.70788163,0.29585577,22.89755064,0.00125695,2551.0,87.0,322900.0,0.07,0.91242266,34.0,2551.0,937.0,2167.0
560,36081047000.0,NYC,NY,88.0,494574.0,0.22926985,0.08852158,0.0,Queens,5.0,2.0,3.0,2.0,0.0,5.0,0.24888046,1.56247204,,25.6790546,12.39261835,1371.5019539999998,120.87602690000001,,31.38482296,1.62020342,0.20942744,0.80867214,2.72838159,0.03637429,27.23471752,0.019187299999999997,3382.0,129.0,347169.0,0.09,0.92672566,21.0,3382.0,856.0,2130.0
561,36047004900.0,NYC,NY,64.0,1321618.0,0.09800507,0.03783997,0.0,Kings,5.0,0.0,0.0,9.0,0.0,7.0,0.43628319,0.58872751,0.03098868,1.05029529,0.12052569,141.0792208,146.2053322,,38.24278094,0.9569945,0.29631012,0.45473584,3.46991209,0.00867534,23.18795418,0.00026605,2529.0,56.0,641235.0,0.04,0.71739898,6.0,2529.0,690.0,1867.0
562,36047050803.0,NYC,NY,67.0,503567.0,0.05588724,0.02157818,0.0,Kings,2.0,0.0,11.0,3.0,0.0,25.0,0.13857579999999997,1.84767731,0.44261495,128.06282530000001,13.44015842,8961.875231,1455.7403960000001,,51.12774607,18.02680807,0.09912789,1.21868904,6.80483288,0.43249992,26.35164782,0.0005472000000000001,2321.0,34.0,370859.0,0.02,0.38545595,35.0,2321.0,793.0,1896.0
563,36081005900.0,NYC,NY,67.0,1325229.0,0.1898535,0.07330285,1.0,Queens,28.0,3.0,7.0,13.0,0.0,6.0,0.39433045,0.51546464,,,,628.2698406000001,149.1746663,,18.098137100000002,3.65388591,0.27252716,0.36196274,1.15959603,,26.46350479,0.18640286,4149.0,111.0,641069.0,0.07,0.9533971,57.0,4149.0,1316.0,3493.0
564,36005006900.0,NYC,NY,127.0,682794.0,0.1893061,0.07309149999999999,0.0,Bronx,14.0,2.0,4.0,6.0,0.0,23.0,0.40373441,1.94340165,,14.12720961,1.82335994,815.6060446,414.95709889999995,,60.46982633,9.77141048,0.24252747,1.1214229,4.21191177,0.04544623,26.83871673,0.02975011,7958.0,107.0,798549.0,0.07,1.57546462,29.0,7958.0,1066.0,3949.0
565,36047059000.0,NYC,,48.0,395420.0,,0.06113985,1.0,,4.0,0.0,2.0,6.0,0.0,7.0,0.32952256,0.78795853,,,,216.1405594,32.89144543,,26.68255009,1.32311957,0.26147625,0.4067515,1.96862502,0.01301485,,0.00442789,,,277567.0,,1.31384824,22.0,,471.0,1173.0
566,36047082600.0,NYC,NY,80.0,957833.0,0.19929067,0.07694656,1.0,Kings,15.0,1.0,8.0,2.0,0.0,12.0,0.30587575,0.78429679,0.42072615,13.095927,1.83061345,2024.4428690000002,538.0810625,,24.67347634,7.28655717,0.25550559,0.43405659,2.07522867,0.13326595,26.89658255,0.16727527,5451.0,117.0,705413.0,0.08,1.19889369,29.0,5451.0,1517.0,3629.0
567,36081038100.0,NYC,NY,52.0,748925.0,0.28728133,0.11091994,0.0,Queens,1.0,4.0,2.0,0.0,0.0,50.0,0.35910899,3.57933477,,48.28564317,9.22210342,13809.12,711.7091792,0.24045997,52.28717031,12.90365503,0.25625771,1.26193148,7.53438026,,25.41367969,0.00058502,7769.0,167.0,352886.0,0.11,2.47070209,4.0,7769.0,2178.0,5002.0
568,36047052700.0,NYC,NY,78.0,1029833.0,0.19010879,0.07340142,0.0,Kings,17.0,4.0,9.0,3.0,1.0,45.0,0.33999998,2.00000232,0.19434546,131.1600802,8.95598941,14095.20635,1369.839151,0.32653611,47.60367784,15.51013537,0.21811111,0.82350272,14.20567614,0.33802121,25.86446113,0.00054269,6848.0,112.0,829747.0,0.07,2.00131452,39.0,6848.0,1521.0,4493.0
569,36061009100.0,NYC,NY,177.0,6738513.0,0.17918900000000001,0.06918526,6.0,New York,81.0,25.0,16.0,48.0,9.0,16.0,0.3411648,1.3121723,,34.05838153,11.35983921,4131.778015999999,703.705642,,30.37203544,8.69660565,0.28547042,0.67429835,4.60879951,0.05221511,27.08372461,0.04684438,6609.0,103.0,3269453.0,0.07,1.7765419999999998,252.0,6609.0,2052.0,5557.0
570,36047028502.0,NYC,NY,134.0,218365.0,0.11963134,0.04618992,0.0,Kings,0.0,2.0,0.0,1.0,0.0,7.0,0.30590674,0.56649396,,34.19415275,16.58671589,1721.789423,350.5619542,,11.16862954,4.47602904,0.20852341,0.33564925,2.96696426,0.09120645,26.99212851,0.09596969,2686.0,47.0,255386.0,0.05,0.68004466,0.0,2686.0,403.0,1494.0
571,36047069000.0,NYC,NY,42.0,413538.0,0.17259385,0.06663886,0.0,Kings,7.0,2.0,2.0,10.0,0.0,9.0,0.32875457,0.68841767,,2.11453179,0.55645573,153.33301409999999,13.16508801,,25.11028974,3.49702843,0.26039671,0.52184541,1.23914814,0.00386246,26.06134065,0.024855900000000004,1783.0,101.0,240869.0,0.07,0.827743,13.0,1783.0,538.0,1287.0
572,36047101400.0,NYC,NY,20.0,446057.0,0.15480492,0.05977051,0.0,Kings,0.0,1.0,0.0,0.0,0.0,4.0,0.20271594,0.29922455,0.43436123,,,715.6893238,258.11134159999995,,13.35669685,3.48169323,0.18331224,0.26713394,0.66783484,0.03977451,23.92835103,0.06046281,2191.0,91.0,269700.0,0.06,0.46500791,0.0,2191.0,657.0,1615.0
573,36081028900.0,NYC,NY,46.0,1147745.0,0.17424464,0.06727623,1.0,Queens,19.0,14.0,9.0,13.0,0.0,16.0,0.55712629,1.37562046,,5.26163793,2.67420096,1271.717811,300.98021939999995,,39.62806789,7.08224075,0.33418203,0.83015398,3.8199287,,27.25965768,0.00327372,5446.0,105.0,805665.0,0.07,2.00913596,100.0,5446.0,1428.0,3552.0
574,36005034800.0,NYC,NY,83.0,1094757.0,0.43815785,0.16917369,1.0,Bronx,4.0,3.0,3.0,2.0,1.0,11.0,0.37557564,1.12324226,0.09617415,4.38714593,1.34071554,1140.5976640000001,345.82336360000005,,32.76871062,4.76015779,0.28818140000000003,0.70507482,2.01676582,0.05673498,26.47206882,0.00632694,6159.0,240.0,1008740.0,0.17,1.95540051,15.0,6159.0,1392.0,3801.0
575,36047081600.0,NYC,NY,114.0,410857.0,0.1796776,0.06937391,0.0,Kings,5.0,6.0,2.0,28.0,0.0,3.0,0.25253994,1.9999995,0.22240055,9.23474249,4.33675752,878.7812517000001,156.8316996,0.35714474,18.75040686,1.30469654,0.17021114,0.41327364,1.8240046000000003,0.04299939,27.11031042,0.00837529,3344.0,96.0,302581.0,0.07,0.90246158,12.0,3344.0,736.0,1760.0
576,36047076400.0,NYC,NY,35.0,714137.0,0.16132391,0.06228751,0.0,Kings,0.0,1.0,0.0,1.0,0.0,11.0,0.11695369,0.96144741,0.13136801,3.35311019,1.93284377,878.9568787999999,283.239234,2.04515202,28.63655169,3.56293748,0.10483621,0.58340973,1.45852432,0.05030636,28.99965129,0.05121169,3584.0,93.0,518283.0,0.06,0.38993689,2.0,3584.0,1002.0,2423.0
577,36085014700.0,NYC,NY,34.0,1282298.0,1.67184664,0.6455036,0.0,Richmond,5.0,2.0,2.0,14.0,1.0,25.0,0.86809168,2.00000295,0.03079968,98.15081896,72.51771794,13683.28633,1574.08992,,58.13322535,22.46756224,0.56382953,1.60862487,3.80178866,0.71090018,24.46563717,0.00011679999999999999,3481.0,525.0,468775.0,0.65,2.18006539,13.0,3481.0,1016.0,2537.0
578,36085000600.0,NYC,NY,41.0,770065.0,0.70035582,0.27040889,0.0,Richmond,13.0,0.0,6.0,7.0,1.0,30.0,0.51999996,2.00000048,0.33509659,81.6103926,16.93346172,5374.229199,1399.490233,,59.03936733,19.51045003,0.34817712,1.43610484,4.5715501,0.33272917,22.88718558,0.00015068,2364.0,295.0,274048.0,0.27,1.66026087,29.0,2364.0,679.0,1856.0
579,36081020200.0,NYC,NY,78.0,295831.0,0.14695792,0.05674077,0.0,Queens,0.0,0.0,0.0,0.0,0.0,45.0,0.19904846,1.00000002,1.21233189,31.77959873,0.80384082,34436.84983,950.2718394999999,2.40004285,40.6191181,12.35446179,0.12490774,0.30530925,8.74081816,0.25218832,26.89453643,0.00032183,1329.0,84.0,134713.0,0.06,1.36975819,2.0,1329.0,440.0,1053.0
580,36085014605.0,NYC,,6.0,1161869.0,,0.34078306,1.0,,5.0,2.0,2.0,1.0,0.0,22.0,0.73398273,1.72701819,,15.86881609,4.10799629,5105.072011,1399.525223,,67.02532438,17.87091519,0.57839994,1.39186994,3.47967485,0.01393683,,0.01883516,,,281247.0,,0.99541391,9.0,,1277.0,2869.0
581,36081046200.0,NYC,NY,50.0,1093489.0,0.24699033,0.0953635,3.0,Queens,18.0,1.0,4.0,13.0,0.0,25.0,0.29780178,2.67463901,0.6512127,26.18368023,4.23202538,2749.5448469999997,567.1110586,,77.24142591,7.35711828,0.1455329,1.78220977,9.14596474,0.09626926,26.54085218,0.00083489,7347.0,145.0,767580.0,0.1,2.00025417,37.0,7347.0,1955.0,4862.0
582,36047014200.0,NYC,NY,33.0,936794.0,0.20231514,0.07811431,0.0,Kings,10.0,0.0,1.0,10.0,0.0,50.0,0.26466286,2.00000043,2.59429558,105.7333129,3.59468197,25374.59781,1450.658858,3.22002019,62.50543962,17.06175964,0.14912223,0.80530376,13.88898388,0.13776319,26.73426716,0.00159615,3267.0,117.0,583415.0,0.08,2.79849939,28.0,3267.0,886.0,2254.0
583,36085011402.0,NYC,,47.0,1049084.0,,0.22450599999999998,0.0,,8.0,2.0,1.0,10.0,0.0,35.0,0.45443563,3.99999964,0.62339933,102.9294336,11.61501744,6870.899054,1254.23818,0.74320245,45.23603164,16.12521031,0.29067678,1.09098633,9.970750599999999,0.14486496,,0.0010692,,,416745.0,,2.01811972,25.0,,1120.0,2632.0
584,36081057700.0,NYC,NY,48.0,711160.0,0.18881303,0.07290112,1.0,Queens,11.0,2.0,3.0,9.0,0.0,25.0,0.25895542,2.00000044,0.09539784,48.33711687,2.4072275000000003,3784.61231,537.5720732999999,,31.46654884,6.71881493,0.13156784,0.80421838,2.01293952,0.00803322,24.8134472,2.3100000000000002e-05,3196.0,111.0,507761.0,0.07,1.20225461,30.0,3196.0,950.0,2331.0
585,36047072200.0,NYC,NY,82.0,618895.0,0.25458912,0.09829741,1.0,Kings,12.0,2.0,5.0,4.0,0.0,10.0,0.50721597,0.78829348,0.03018901,14.83969979,2.45255306,1310.6840789999999,124.14612199999999,0.01951461,17.40214924,1.60130892,0.31039092,0.41580326,1.10089336,0.06225277,27.02883701,0.03296713,2696.0,150.0,455797.0,0.1,1.09185221,25.0,2696.0,756.0,1810.0
586,36005008900.0,NYC,NY,139.0,282518.0,0.10973228,0.04236787,0.0,Bronx,7.0,5.0,5.0,2.0,0.0,13.0,0.40174378,2.00000078,0.0,59.88111895,7.00991794,6282.668487,543.6765631,,27.24387063,6.82460636,0.21939951,0.6921783,2.02902063,0.24485622,25.19477715,0.00055021,3263.0,66.0,330414.0,0.04,1.26471425,23.0,3263.0,461.0,1706.0
587,36081044602.0,NYC,NY,66.0,567690.0,0.16961462,0.06548857,3.0,Queens,4.0,5.0,5.0,13.0,1.0,11.0,0.28168386,1.9999996,0.084654,32.1603523,7.65609586,2103.676329,392.303495,,30.23415507,7.59336696,0.15049185,0.83458284,4.66910024,0.05811022,26.56468171,0.00190948,4840.0,94.0,398494.0,0.07,1.43035187,39.0,4840.0,1159.0,2881.0
588,36061007700.0,NYC,NY,110.0,5042313.0,0.17850683,0.06892187,3.0,New York,69.0,4.0,9.0,24.0,1.0,25.0,0.26581067,1.99999995,,2.55457589,0.30140241,448.8988302,119.6864334,,52.92323478,9.00258214,0.17026918,1.0633765,2.88770646,0.01556098,28.02413184,0.00019621,6237.0,105.0,2446476.0,0.07,2.25775114,155.0,6237.0,1824.0,4938.0
589,36005040303.0,NYC,NY,69.0,601530.0,0.08917868,0.03443208,0.0,Bronx,2.0,0.0,2.0,0.0,0.0,5.0,0.19984178,1.09093901,0.15606878,7.37799922,1.92963056,587.4809083,75.13562377,,27.98655298,0.97965797,0.16770325,0.55731538,3.50940319,0.0164064,26.4442108,0.09636628,4744.0,54.0,703508.0,0.03,0.61767269,5.0,4744.0,680.0,2519.0
590,36047087200.0,NYC,NY,88.0,467022.0,0.14663685,0.0566168,0.0,Kings,5.0,2.0,1.0,3.0,0.0,3.0,0.33128305,1.05169222,0.0,5.73525509,2.69335184,407.7983139,60.74352535,0.22180545,25.21174009,1.26893798,0.23450372,0.52799967,1.81113981,0.01892718,28.25791074,0.15083,3035.0,85.0,343947.0,0.06,0.8335193000000001,8.0,3035.0,874.0,2091.0
591,36047086000.0,NYC,NY,104.0,579430.0,0.17423826,0.06727377,1.0,Kings,9.0,3.0,9.0,1.0,1.0,7.0,0.30419403,0.55503685,,1.1253336,0.54341204,1460.466678,340.77890510000003,,18.34319958,4.29859679,0.23461938,0.37105725,0.92764312,0.08187625,26.81554973,0.06407544,3503.0,99.0,426730.0,0.07,0.70013763,32.0,3503.0,980.0,2345.0
592,36047114400.0,NYC,NY,160.0,280874.0,0.42709117,0.16490082,1.0,Kings,8.0,5.0,4.0,5.0,1.0,25.0,0.44095807,3.99999992,0.33060254,29.15075273,4.79725089,5150.067602,732.9427467999999,0.18838313,43.01891585,7.14250794,0.2792529,1.13042947,3.81484349,0.14188859,21.06262555,0.00458321,2378.0,232.0,244060.0,0.16,2.64891982,33.0,2378.0,567.0,1473.0
593,36047091000.0,NYC,NY,101.0,317562.0,0.20956722,0.08091436,1.0,Kings,2.0,1.0,3.0,1.0,1.0,25.0,0.22000002,2.00000019,,,,2092.603443,1198.42429,,64.37076886,14.93302707,0.16143016,1.28035429,5.3819824,0.12134704,24.54093843,0.00520248,5798.0,102.0,322849.0,0.08,1.07131159,20.0,5798.0,957.0,3118.0
594,36081136700.0,NYC,NY,5.0,1513561.0,0.77603676,0.29962947,0.0,Queens,17.0,4.0,6.0,6.0,0.0,50.0,0.57475329,2.00000228,1.51309828,14.45780185,0.28927297,18648.17904,505.97280470000004,1.37589745,62.66967175,8.1953053,0.28743114,0.99181177,5.96773595,0.19299102,28.09448209,2.0600000000000003e-05,6052.0,405.0,612512.0,0.3,5.28738302,28.0,6052.0,1834.0,4330.0
