,GEOID,City,STATE_x,2018 Total Crime Index,Alcoholic Beverages,AnalysisArea_x,AnalysisArea_y,Beer/Wine/Liquor Stores:Bus,COUNTY_x,Eating & Drinking Businesses (SIC),Education/Library Businesses (SIC),Food Stores - Businesses (SIC),Health Services - Businesses (SIC),Hotel/Lodging Businesses (SIC),MAX_POSTED_SPEED_LIMIT,MAX_SECTION_LENGTH,MAX_TOTAL_LANES,MEAN_ACTUAL_PCT_TRUCKS,MEAN_IRI,MEAN_I_NO_OF_BUMPS,MEAN_LAST_ACTUAL_AADT,MEAN_LAST_ACTUAL_CNTYR,MEAN_MEDIAN_WIDTH,MEAN_PCI,MEAN_POSTED_SPEED_LIMIT,MEAN_SECTION_LENGTH,MEAN_TOTAL_LANES,MEAN_TOTAL_PAVEMENT_WIDTH,MEAN_VC,MEAN_q_score,MIN_SECTION_LENGTH,POPULATION_x,Point_Count,Public/Other Transportation,SQMI_x,SUM_Length_Miles,Total Retail:Bus,POPULATION_x,Went to fast food/drive-in restaurant 9+ times/mo,Went to fast food/drive-in restaurant in last 6 mo
1141,36085011201.0,NYC,,39.0,1615202.0,,0.63950404,1.0,,14.0,3.0,2.0,6.0,1.0,14.0,0.67884073,1.99999911,0.32640489,24.14782409,6.65689519,5271.237962,571.6106272000001,0.08193274,52.40816160000001,9.27066225,0.56500064,1.42539323,6.48819821,0.22631466,,0.04993778,,,563530.0,,2.08341415,31.0,,1842.0,4270.0
1142,36047047800.0,NYC,NY,36.0,655429.0,0.22157434,0.08555033,1.0,Kings,8.0,11.0,5.0,4.0,2.0,11.0,0.42305262,0.71703835,,,0.0,1697.8273199999999,505.8756914,,28.22245803,7.07195815,0.31018299,0.53381659,1.25796005,0.04673902,25.81230822,0.02425636,5012.0,129.0,460082.0,0.09,1.14624526,51.0,5012.0,1060.0,2637.0
1143,36081020400.0,NYC,NY,112.0,262101.0,0.28283225,0.10920214,0.0,Queens,4.0,0.0,3.0,1.0,0.0,13.0,0.37703984,1.79542783,0.16921401,15.37334348,3.75433646,2810.107782,350.3124152,,48.50832727,4.39000104,0.23370543,1.02618093,2.56543445,0.12717228,23.93331842,6.56e-05,2374.0,141.0,193029.0,0.11,1.4834068999999999,20.0,2374.0,619.0,1482.0
1144,36061028500.0,NYC,NY,59.0,878525.0,0.12238965,0.04725491,1.0,New York,18.0,5.0,8.0,8.0,0.0,13.0,0.37405046,1.06871561,,8.73132024,3.17305694,704.7360364,66.87197938,,37.99045601,9.90222062,0.29112693,0.85059768,2.59046706,,26.29289365,0.04042678,7376.0,69.0,1027463.0,0.05,0.54184961,52.0,7376.0,1135.0,4203.0
1145,36081062700.0,NYC,NY,40.0,618679.0,0.15736678,0.06075965,0.0,Queens,3.0,0.0,5.0,8.0,0.0,5.0,0.30867677,1.99146302,,0.01161853,0.00210165,671.9689703,156.0385794,,69.13359314,1.8644386000000002,0.26092143,1.38271072,0.38815557,,28.44827116,0.00545568,2632.0,90.0,311508.0,0.06,0.50716193,14.0,2632.0,833.0,2066.0
1146,36047067600.0,NYC,NY,66.0,305555.0,0.15596077,0.06021679,0.0,Kings,2.0,0.0,4.0,6.0,0.0,13.0,0.3784571,2.06120767,0.71159582,20.02286598,2.23402594,1336.5781789999999,167.9803858,0.48287663,25.03124974,2.12632702,0.24456595,0.67632304,2.16606256,0.04916405,26.80169659,0.0125498,1524.0,90.0,225030.0,0.06,1.32922084,15.0,1524.0,454.0,1087.0
1147,36081027600.0,NYC,NY,111.0,251214.0,0.160545,0.06198677,0.0,Queens,1.0,0.0,0.0,1.0,0.0,7.0,0.27295603,0.97349659,,27.60232557,4.70863948,1598.389824,371.2673583,,24.81291625,2.71062581,0.17997655,0.69261115,2.18136643,0.05325733,24.47687367,0.09866185,1284.0,88.0,185013.0,0.06,0.7606125,1.0,1284.0,297.0,711.0
1148,36061029700.0,NYC,NY,151.0,0.0,0.91835457,0.35457868,0.0,New York,0.0,1.0,0.0,2.0,0.0,40.0,0.27999995,6.00001985,,196.3985987,2.13847421,35279.51158,1316.604706,17.46202613,42.03925683,19.15853729,0.14208265,3.69600313,20.51345753,,25.65300566,0.00012174,160.0,160.0,0.0,0.35,1.24053618,1.0,160.0,0.0,0.0
1149,36061015801.0,NYC,NY,71.0,3930696.0,0.12315924,0.04755205,2.0,New York,24.0,6.0,6.0,27.0,2.0,13.0,0.2510077,1.50604622,,86.25923631,22.69331575,6196.17821,572.1056847,0.31574321,20.35160625,8.20591945,0.18386566,0.98285094,7.93401535,0.10129344,28.60392763,0.00107542,5525.0,71.0,1695199.0,0.05,0.64282147,60.0,5525.0,1586.0,4252.0
1150,36081024700.0,NYC,NY,18.0,271611.0,0.08920928,0.03444389,0.0,Queens,1.0,1.0,1.0,1.0,2.0,45.0,0.16156178,10.00003638,0.0,41.46047941,1.21675711,20826.80632,825.4669322999999,1.3039795,77.30102077,13.62125377,0.08060313,1.47208356,10.58784362,0.18746477,24.51640563,0.00018152,1564.0,50.0,190658.0,0.03,0.79250487,2.0,1564.0,412.0,1024.0
1151,36081130100.0,NYC,NY,37.0,984953.0,0.70272179,0.2713224,0.0,Queens,8.0,1.0,2.0,3.0,0.0,50.0,0.50999998,3.99999984,0.80857076,113.985723,9.981210699999998,19237.08875,1075.3950320000001,2.95899939,56.48907831,15.09056243,0.2729698,1.62640306,12.92269241,0.09367718,27.59626618,0.00052903,3830.0,376.0,346062.0,0.27,3.37819652,14.0,3830.0,1220.0,2919.0
1152,36085008100.0,NYC,NY,62.0,892645.0,0.77819041,0.30046100000000003,0.0,Richmond,7.0,2.0,5.0,3.0,0.0,15.0,0.65734224,2.00000036,0.76954364,35.3230559,24.00339795,2199.859631,653.7456292999999,,54.45596387,8.2647978,0.38331863,1.21678617,3.95387185,0.09576671,23.77089885,0.00055315,4249.0,417.0,428961.0,0.3,2.56348354,17.0,4249.0,1279.0,2962.0
1153,36047082800.0,NYC,NY,116.0,676016.0,0.15686165,0.06056462,1.0,Kings,16.0,5.0,6.0,4.0,0.0,11.0,0.24013293,0.92061546,0.46810939,19.6131691,3.03129469,1571.324656,304.76912830000003,,20.21822534,4.05908925,0.17255845,0.47042870000000003,1.54088034,0.07887063,26.860192699999995,0.04371783,3716.0,90.0,497865.0,0.06,1.02622748,37.0,3716.0,1091.0,2609.0
1154,36047025200.0,NYC,NY,43.0,856872.0,0.18081348,0.06981248,2.0,Kings,8.0,2.0,5.0,6.0,0.0,20.0,0.31731998,1.58003581,,102.07909570000001,14.01053145,8744.617236,761.5284736000001,,29.34050602,11.36302901,0.20454243,0.9086219000000001,2.59919233,0.47096159,26.30769336,9.45e-06,4777.0,101.0,601485.0,0.07,0.77229118,30.0,4777.0,1274.0,3169.0
1155,36047051001.0,NYC,NY,76.0,469872.0,0.07693274,0.0297039,0.0,Kings,3.0,0.0,1.0,1.0,0.0,15.0,0.16668945,1.21504295,0.19548469,30.20629332,33.57635201,3689.2995479999995,521.7417466,,20.01448062,6.66172862,0.12264168,0.54448568,1.65854439,0.1889266,26.034480399999996,0.05621049,4026.0,47.0,460622.0,0.03,0.28764975,18.0,4026.0,863.0,2464.0
1156,36081103300.0,NYC,NY,7.0,1136689.0,0.6061804000000001,0.23404756,0.0,Queens,2.0,0.0,1.0,1.0,1.0,9.0,0.62263253,1.99999952,0.04524855,,16.85816384,720.0164198,262.88650559999996,,42.59692762,2.82888468,0.47239587,0.8683056999999998,2.26097711,0.01166814,26.79860873,0.00016901,4075.0,350.0,275151.0,0.23,3.88394716,7.0,4075.0,1382.0,3107.0
1157,36047050202.0,NYC,NY,17.0,1110892.0,0.13944234,0.05383899,1.0,Kings,10.0,0.0,1.0,0.0,0.0,4.0,0.21734661,0.99999891,0.0,5.16437744,1.32494974,1714.9091050000002,546.8400353,0.00197469,26.01262537,2.83643084,0.14759516,0.38214314,0.55652393,0.05541924,27.50651174,0.00753861,2256.0,80.0,419070.0,0.05,0.3969439,14.0,2256.0,620.0,1588.0
1158,36081049302.0,NYC,NY,50.0,516278.0,0.27017465,0.10431502,3.0,Queens,22.0,10.0,9.0,10.0,0.0,30.0,0.3330847,1.99999948,2.35091026,54.48893781,12.15140928,19075.16201,711.5797468999999,0.8532264,44.77093061,10.20925944,0.22215398,0.89547248,6.94626058,,25.24510215,0.00021997,2913.0,157.0,362404.0,0.1,1.45682809,52.0,2913.0,735.0,1828.0
1159,36047007800.0,NYC,NY,44.0,719603.0,0.14067687,0.05431564,0.0,Kings,10.0,1.0,2.0,5.0,0.0,9.0,0.27532076,0.74147487,,8.9341637,2.03761628,1440.416029,372.3156963,,17.20516497,4.72914872,0.24623348,0.34130754,1.20543158,0.07957341,27.72309541,0.15846656,5263.0,86.0,424158.0,0.05,1.18144139,29.0,5263.0,1397.0,3593.0
1160,36005025600.0,NYC,NY,68.0,324275.0,0.18952139,0.07317462,1.0,Bronx,4.0,1.0,0.0,4.0,0.0,28.0,0.27228017,1.87779427,0.02856702,252.8922636,6.56148251,15074.46885,1753.708548,,44.70880555,24.23891339,0.19604431,1.74434424,4.36086059,0.76580889,25.58529768,0.01359559,1675.0,108.0,147666.0,0.07,0.47596831,10.0,1675.0,535.0,1282.0
1161,36061014900.0,NYC,NY,181.0,5636073.0,0.17391854,0.06715032,0.0,New York,28.0,17.0,1.0,15.0,1.0,25.0,0.33761354,2.07970848,0.38786694,106.59732379999998,22.43147567,4847.921648,708.8137379,1.12034746,55.73137198,17.64907738,0.23860686,1.65984235,5.8414292,,24.55625245,0.00017479,6037.0,88.0,2734563.0,0.07,1.76185377,54.0,6037.0,1753.0,4747.0
1162,36081046800.0,NYC,NY,65.0,449663.0,0.22891821,0.08838581,0.0,Queens,8.0,1.0,5.0,1.0,0.0,25.0,0.32993033,1.99957774,1.40414973,25.90194536,8.60005133,2429.074285,703.4281654,,44.8427534,8.90865152,0.21129436,1.10831888,5.66257794,0.08609028,27.58158167,0.00014034,4211.0,130.0,315642.0,0.09,1.16634276,26.0,4211.0,996.0,2476.0
1163,36047030300.0,NYC,NY,142.0,679388.0,0.25378501,0.09798694,0.0,Kings,2.0,1.0,3.0,1.0,0.0,11.0,0.42836962,2.19676728,0.51137102,21.03185412,13.95287308,2714.870769,186.26379450000002,,27.95915521,3.1880233,0.34753312,0.78316184,4.87849157,0.05919446,24.26183322,0.00229966,4752.0,129.0,548708.0,0.1,2.51364902,10.0,4752.0,1221.0,3081.0
1164,36081118100.0,NYC,NY,16.0,331438.0,0.18771344,0.07247657,0.0,Queens,7.0,0.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,26.89430409,,2005.0,113.0,232654.0,0.07,0.0,9.0,2005.0,527.0,1310.0
1165,36047050500.0,NYC,NY,79.0,763895.0,0.16929915,0.06536677,1.0,Kings,15.0,7.0,5.0,2.0,0.0,12.0,0.35464033,0.99806298,0.34578581,14.45064263,5.56525396,1691.338085,574.5724372000001,,29.33097241,7.22223139,0.23033039,0.60010251,3.38540477,0.1023477,26.09638693,0.08982567,4589.0,90.0,606977.0,0.07,1.1932907,23.0,4589.0,1160.0,3260.0
1166,36047012100.0,NYC,NY,113.0,510939.0,0.14687055,0.05670704,1.0,Kings,18.0,2.0,0.0,2.0,0.0,9.0,0.19699022,0.71632807,0.11882741,41.98046136,6.97433955,4380.1780929999995,546.8741351,,20.18578155,6.83743664,0.15397627,0.54356344,1.35890861,0.26493681,22.8054908,0.06520286,1843.0,84.0,247162.0,0.06,0.54850961,35.0,1843.0,516.0,1370.0
1167,36085005900.0,NYC,NY,19.0,1030071.0,1.38910646,0.536337,1.0,Richmond,8.0,2.0,0.0,4.0,0.0,20.0,0.82207574,2.33645955,3.38327582,143.1807936,65.17703243,6199.4292780000005,1045.774705,,27.62505426,15.76148731,0.57677778,1.34082315,1.62366026,0.05254907,26.03742759,0.00661685,2592.0,464.0,354332.0,0.54,1.58755563,12.0,2592.0,754.0,1842.0
1168,36081029100.0,NYC,NY,37.0,1293112.0,0.261239,0.10086494,0.0,Queens,15.0,2.0,10.0,13.0,0.0,45.0,0.29000003,4.00000411,1.85671709,81.77871078,7.28684222,16690.40724,574.0001917000001,1.05291176,52.57860051,9.81290355,0.15376838,0.93793442,7.05338175,0.22633951,26.69465102,0.00125046,6801.0,151.0,907706.0,0.1,2.43341297,36.0,6801.0,1887.0,4692.0
1169,36081060300.0,NYC,NY,47.0,441255.0,0.18102711,0.06989496,0.0,Queens,6.0,0.0,2.0,1.0,0.0,25.0,0.25977227,2.00000106,1.66214309,97.3095322,12.76961484,6657.3181,612.0619834,,51.27002931,8.07635562,0.16319686,1.32562397,3.31405991,,23.79276957,3.35e-05,1683.0,103.0,200937.0,0.07,1.21768749,19.0,1683.0,547.0,1310.0
1170,36047076800.0,NYC,NY,66.0,704319.0,0.30224321,0.11669676,1.0,Kings,14.0,19.0,8.0,8.0,1.0,5.0,0.33312165,2.00000082,0.0,0.03251191,0.00648004,801.2379319,145.56707450000002,,20.94609158,1.99215325,0.23960958,0.34669271,1.9262583,0.04298629,25.528185600000004,0.00063243,3460.0,164.0,494400.0,0.12,1.47951488,56.0,3460.0,831.0,2066.0
1171,36081053401.0,NYC,NY,121.0,375418.0,0.25717034,0.09929402,0.0,Queens,3.0,4.0,2.0,1.0,0.0,14.0,0.24423858,1.99831402,0.64463738,25.38974843,12.15020804,1202.28737,326.01938060000003,,27.67525501,2.40563628,0.18757232,0.61786111,1.54465276,0.07739952,26.48251244,0.00609205,1881.0,144.0,181342.0,0.1,1.39886712,7.0,1881.0,635.0,1348.0
1172,36081037100.0,NYC,NY,45.0,315223.0,0.17453178,0.0673871,0.0,Queens,0.0,0.0,0.0,0.0,0.0,16.0,0.35324847,1.3844413,1.08484816,61.58227229,12.01140295,2405.967616,625.8250512999999,,44.24507163,7.63725471,0.2033397,0.95667347,2.0944708,,25.36929416,0.00134348,1699.0,103.0,232151.0,0.07,0.9807933000000001,2.0,1699.0,483.0,1156.0
1173,36061015802.0,NYC,NY,78.0,1944126.0,0.04968315,0.01918277,1.0,New York,9.0,1.0,3.0,4.0,0.0,18.0,0.18387582,2.94489243,,10.33169821,5.15810908,2532.671519,627.4761979,1.74003041,31.52639735,2.78348565,0.12146328,0.86383702,2.48688532,0.02243195,26.87141024,0.00253705,3458.0,29.0,942600.0,0.02,0.48570862,26.0,3458.0,1034.0,2779.0
1174,36047054300.0,NYC,NY,248.0,157144.0,1.07364091,0.41453507,0.0,Kings,6.0,1.0,2.0,1.0,0.0,25.0,0.59969691,2.00000029,0.0,,2.08604491,2559.6075100000003,621.2126268,,51.050952200000005,9.45125388,0.326831,0.97857346,3.04061174,0.15799939,21.39346296,3.85e-05,388.0,143.0,57352.0,0.41,1.38803629,76.0,388.0,127.0,265.0
1175,36081039900.0,NYC,NY,64.0,475636.0,0.17164176,0.06627125,0.0,Queens,9.0,0.0,2.0,0.0,4.0,25.0,0.20610202,2.00000021,,22.84852848,3.42546953,6967.851418000001,323.9533191,0.13485125,50.7409597,4.83111641,0.16800095,1.0244412,5.0846658,0.05264830000000001,26.42923342,0.0057136,4015.0,98.0,219376.0,0.07,1.39159267,14.0,4015.0,1241.0,2893.0
1176,36047036900.0,NYC,NY,129.0,755137.0,0.22289262,0.08605932,0.0,Kings,19.0,8.0,8.0,6.0,0.0,14.0,0.32966919,2.74013114,,28.13544591,8.40303713,4023.287019,519.6153534,,39.2850506,6.07406148,0.2353407,1.25322587,1.83424463,0.12354947,26.28564204,0.061338699999999996,5494.0,131.0,556135.0,0.09,1.17765927,36.0,5494.0,1437.0,3437.0
1177,36047068000.0,NYC,NY,52.0,288259.0,0.16858856,0.06509241,0.0,Kings,6.0,2.0,4.0,1.0,0.0,6.0,0.31903217,0.44433101,,8.24731309,1.25220984,701.2806904,86.96381444,,18.70261608,3.45721771,0.23826954,0.41205041,1.03012603,0.03238474,26.42049761,0.18935215,1843.0,99.0,212293.0,0.07,0.90224887,22.0,1843.0,507.0,1213.0
1178,36005007900.0,NYC,NY,120.0,589544.0,0.19812903,0.07649805,2.0,Bronx,11.0,6.0,7.0,4.0,0.0,16.0,0.38240046,1.92751628,0.79551064,55.66951532,7.80851833,1343.8762789999998,585.9863274,,40.31823629,6.43833356,0.25104963,0.92637757,2.14629983,0.0135609,27.01664368,0.00026512,6993.0,114.0,689492.0,0.08,1.70234601,34.0,6993.0,991.0,3668.0
1179,36005023703.0,NYC,NY,106.0,442091.0,0.10158481,0.03922211,1.0,Bronx,17.0,2.0,4.0,4.0,0.0,25.0,0.34135501,1.9618398999999997,,7.38913733,1.22837381,2149.616221,480.7877402,,40.55635931,6.1696021,0.21656476,0.92415633,3.86279632,0.08561361,25.41621718,0.00132942,5700.0,56.0,517042.0,0.04,0.69246368,60.0,5700.0,765.0,2832.0
1180,36047010200.0,NYC,NY,57.0,753020.0,0.15246825,0.05886832,1.0,Kings,14.0,3.0,5.0,14.0,0.0,5.0,0.29586517,1.11580522,,,0.0,594.9883852,177.8107631,,25.77847401,1.34012146,0.26226542,0.44133699,1.85919839,0.04242181,28.21728364,0.00203152,5907.0,92.0,528586.0,0.06,1.15645676,33.0,5907.0,1487.0,3697.0
1181,36081004002.0,NYC,NY,74.0,219536.0,0.13028132,0.050301900000000004,0.0,Queens,8.0,1.0,1.0,3.0,0.0,22.0,0.23857919,1.21013193,0.26101055,8.552499599999999,2.27387562,1290.14014,239.1353685,,25.24054458,3.35063118,0.12803795,0.56092169,1.91589576,0.02110254,24.21482058,0.03438238,1235.0,74.0,122015.0,0.05,0.89225202,23.0,1235.0,330.0,856.0
1182,36081012200.0,NYC,NY,66.0,472794.0,0.20417005,0.0788305,2.0,Queens,11.0,2.0,1.0,6.0,0.0,9.0,0.42235791,1.0617633,,26.44152167,6.04791355,670.8826703,119.1102371,,25.60489052,1.50821551,0.28430014,0.57138611,1.72490676,4.44e-06,27.244671500000003,0.00310369,3105.0,119.0,331880.0,0.08,0.95136022,27.0,3105.0,771.0,1917.0
1183,36047035000.0,NYC,,22.0,706015.0,,0.07563791,0.0,,14.0,4.0,3.0,2.0,0.0,20.0,0.19547051,1.56376406,,78.97640711,11.33082878,4949.8855060000005,1070.893011,,43.42128186,13.60108599,0.15627289,1.06458672,2.66146679,0.29032405,,0.00296237,,,495590.0,,0.45441068,20.0,,970.0,2412.0
1184,36047005400.0,NYC,NY,42.0,1386953.0,0.16252149,0.0627499,0.0,Kings,11.0,2.0,1.0,4.0,0.0,6.0,0.15141301,2.00000016,,5.36304397,1.12389874,549.4592928999999,75.74597717,0.02423887,23.81576404,2.31029404,0.11015865,0.5234121,1.43578432,0.01404465,25.66186066,0.03412772,3159.0,82.0,522368.0,0.06,0.75990148,15.0,3159.0,969.0,2487.0
1185,36047055400.0,NYC,NY,87.0,853089.0,0.16850035,0.06505835,1.0,Kings,13.0,7.0,8.0,74.0,0.0,8.0,0.32101091,1.55122437,,24.26289472,4.61465558,831.4498838999999,146.4393767,,28.38755643,2.19186558,0.24042331,0.59259246,1.49109307,0.03895596,26.03511708,0.00064824,4275.0,100.0,598830.0,0.07,0.78414212,94.0,4275.0,1102.0,2741.0
1186,36081070900.0,NYC,NY,9.0,1069191.0,0.22821895,0.08811583,1.0,Queens,4.0,4.0,2.0,6.0,0.0,7.0,0.35702204,0.53878037,,,,977.874867,404.1228579,,20.52849019,4.89548632,0.29065926,0.41056980000000004,1.00501072,0.04124879,29.00813464,0.0191635,2596.0,123.0,270832.0,0.09,0.57360163,10.0,2596.0,824.0,1938.0
1187,36081045800.0,NYC,NY,43.0,534057.0,0.24711371,0.09541114,0.0,Queens,6.0,2.0,2.0,14.0,0.0,13.0,0.34387118,1.27824353,,143.99209230000002,30.22806615,4749.905136,813.3383556,,28.28637963,9.80035573,0.26770979,0.97547352,2.50320936,0.00171401,28.20844267,0.0008369,2017.0,141.0,129276.0,0.1,0.45791853,28.0,2017.0,634.0,1425.0
1188,36081013600.0,NYC,NY,29.0,551968.0,0.15113846,0.05835488,1.0,Queens,10.0,1.0,3.0,3.0,0.0,25.0,0.12346599,2.00000037,1.14692341,38.47416048,14.88563426,2125.0423960000003,554.1893758,,20.83529976,6.82945988,0.08184952,0.55153415,2.07364364,0.06078714,25.65897116,0.00119847,1957.0,74.0,316033.0,0.06,0.21539749,18.0,1957.0,588.0,1429.0
1189,36085014100.0,NYC,NY,44.0,569590.0,0.31048126,0.11987748,1.0,Richmond,4.0,2.0,0.0,7.0,0.0,30.0,0.23475326,2.00000013,2.97774169,185.40519799999998,6.61489596,6997.220313,1166.2272150000001,,46.87550306,16.81207539,0.14852069,1.45984704,4.74823132,0.39716943,24.08441748,0.00109311,2833.0,173.0,287530.0,0.12,1.13582624,8.0,2833.0,774.0,1929.0
1190,36085017700.0,NYC,NY,27.0,2780702.0,3.54255164,1.36778684,0.0,Richmond,2.0,6.0,2.0,9.0,1.0,50.0,1.24530842,3.70258912,0.45963477,69.88970097,11.43204323,15502.09048,1278.8515810000001,1.52558554,64.51501384,15.40712318,0.45719509,1.31212715,6.81118944,0.20848234,26.44769954,4.71e-05,7010.0,1600.0,652798.0,1.37,6.16133965,6.0,7010.0,2214.0,5292.0
1191,36047059600.0,NYC,,30.0,606375.0,,0.06660541,0.0,,12.0,6.0,3.0,10.0,0.0,15.0,0.19953713,1.21917477,,25.20385031,0.23052302,2371.605881,616.4082976,0.23052302,27.62241457,7.5461117,0.16990323,0.76606629,1.91516573,0.06248103,,0.14797109,,,255067.0,,0.5000536,27.0,,707.0,1845.0
1192,36081056000.0,NYC,NY,59.0,341076.0,0.21551692,0.08321155,0.0,Queens,1.0,2.0,0.0,2.0,0.0,11.0,0.28514512,1.44243207,1.43433121,71.60488693,19.97430286,3771.9434770000003,501.60077340000004,,11.12951182,5.86273625,0.21989463,0.9139162000000001,3.6175841,0.0452393,27.32912264,7.929999999999999e-05,1758.0,131.0,76846.0,0.08,0.70414269,1.0,1758.0,569.0,1207.0
1193,36047045300.0,NYC,NY,141.0,363697.0,0.31879488,0.12308739,0.0,Kings,13.0,1.0,7.0,0.0,0.0,25.0,0.44752327,2.00000039,,36.081750299999996,7.5399563999999994,3355.600003,837.5926196,,57.80245883,11.797975,0.28258995,1.26416092,3.1604023,0.15297922,19.50624796,0.00030621,2115.0,180.0,188520.0,0.12,1.91579426,64.0,2115.0,628.0,1643.0
1194,36061005501.0,NYC,NY,60.0,3134309.0,0.12589674,0.048609,0.0,New York,15.0,18.0,2.0,9.0,0.0,13.0,0.25353047,3.1595511000000003,,41.96049523,4.94484407,3857.7266299999997,433.3578815,0.40897615,36.32973974,6.75989521,0.19142028,1.15612185,1.61461905,0.08533867,26.81627126,0.00037225,4265.0,66.0,1379670.0,0.05,1.25462184,49.0,4265.0,1249.0,3315.0
1195,36085007000.0,NYC,,64.0,1834355.0,,1.025224,0.0,,17.0,1.0,7.0,53.0,0.0,33.0,0.96084455,3.77605692,0.51635306,60.50348032,9.70510848,11571.468490000001,1293.61389,2.17624652,58.25705168,19.57974191,0.51975774,2.10052037,12.19708978,0.34984988,,0.00025152,,,717485.0,,3.72820956,41.0,,2652.0,6137.0
1196,36005020000.0,NYC,NY,89.0,680040.0,0.34387591,0.13277123,0.0,Bronx,23.0,5.0,7.0,47.0,0.0,29.0,0.23640446,2.00000237,4.37656701,264.88089229999997,21.24887249,12228.80481,1679.614748,,43.01872222,22.68770432,0.16066792,1.6704403,4.17610074,0.6930458,22.69882452,0.00049753,5089.0,193.0,417658.0,0.13,0.9312891,71.0,5089.0,1287.0,3258.0
1197,36047036600.0,NYC,,43.0,790956.0,,0.08974352,0.0,,7.0,3.0,6.0,27.0,0.0,50.0,0.40882174,6.00000685,,91.49358944,21.93447923,23386.837059999998,887.9869082,0.72812387,53.69387209,13.45627603,0.20928451,2.01788926,8.25446412,0.14292484,,0.00060118,,,555215.0,,2.31586977,24.0,,1232.0,3063.0
1198,36047053900.0,NYC,NY,18.0,301770.0,0.10176984,0.03929356,0.0,Kings,3.0,0.0,1.0,1.0,0.0,11.0,0.22828942,1.79050526,2.16990477,,,2277.228025,489.2956356000001,,36.16660773,5.96723811,0.21178278,1.20898539,0.5941973,0.06799145,22.87402213,0.1922112,2771.0,47.0,194587.0,0.04,0.42092922,12.0,2771.0,597.0,1458.0
1199,36047116400.0,NYC,NY,110.0,419269.0,0.18161765,0.07012297,0.0,Kings,3.0,1.0,3.0,3.0,0.0,3.0,0.23081202,0.41344432,,,,442.9582649,311.4987619,,15.49549412,1.00705655,0.20790178,0.25887753,0.82847454,0.03064231,27.23124302,0.03903694,3059.0,104.0,308778.0,0.07,0.68709196,8.0,3059.0,825.0,1973.0
1200,36047039200.0,NYC,,37.0,440258.0,,0.06680063,1.0,,12.0,0.0,5.0,5.0,0.0,24.0,0.31433693,1.9442925,,13.59505433,11.47935558,2821.712767,216.16386009999997,0.12816177,25.75026018,5.15260214,0.23408642,0.72194898,2.47030289,0.08372357,,0.00560402,,,309042.0,,1.35960613,37.0,,712.0,1771.0
1201,36081062300.0,NYC,NY,14.0,458083.0,0.15629995,0.06034775,0.0,Queens,0.0,1.0,0.0,2.0,0.0,5.0,0.30000002,2.00000015,,1.72845949,0.31265649,718.7769208,158.6161518,,45.59289984,1.86140584,0.22967635,0.91763919,4.19369645,,25.11140583,0.0836145,1696.0,90.0,208599.0,0.06,0.80076109,6.0,1696.0,555.0,1329.0
1202,36005035900.0,NYC,NY,129.0,215595.0,0.13331886,0.0514747,2.0,Bronx,7.0,2.0,1.0,4.0,1.0,45.0,0.1970537,2.00000278,2.57350603,79.97597139,11.34265974,41516.01556,930.5418884,1.36445742,43.40292904,13.47971953,0.11452857,0.6569056,7.5041747,0.40164028,20.96467216,0.00726859,2204.0,75.0,252147.0,0.05,1.38851789,20.0,2204.0,317.0,1174.0
1203,36047037000.0,NYC,,51.0,1048140.0,,0.13482835,2.0,,9.0,3.0,6.0,11.0,0.0,21.0,0.45971704,1.65374277,,44.84000770000001,20.75095639,9315.674697,410.2628342,0.21351047,22.18710264,5.28616525,0.38496256,0.87234064,3.27297615,0.38387026,,0.02480614,,,635892.0,,1.91733567,24.0,,1100.0,2782.0
1204,36061007800.0,NYC,NY,90.0,7129422.0,0.17718725,0.06841238,1.0,New York,36.0,3.0,10.0,60.0,0.0,40.0,0.26520898,4.00000569,0.08474293,69.76343245,5.50932902,10889.02987,472.42298960000005,0.35937554,57.45161865,11.19068278,0.13765514,1.42732566,8.73321212,0.0416659,24.60595437,0.003088,8479.0,104.0,3371874.0,0.07,2.91909403,74.0,8479.0,2700.0,7120.0
1205,36005040501.0,NYC,NY,72.0,364431.0,0.08103395,0.03128738,0.0,Bronx,5.0,3.0,3.0,0.0,0.0,1.0,0.11986834,0.11416032,,,,379.6663811,107.38524509999999,,5.43525507,0.93550766,0.11267178,0.10870510000000001,0.27176275,0.0197576,25.76374663,0.008280500000000001,4504.0,49.0,426216.0,0.03,0.12857307,13.0,4504.0,609.0,2256.0
1206,36005037400.0,NYC,NY,101.0,507436.0,0.16761845,0.06471784,0.0,Bronx,6.0,1.0,5.0,9.0,0.0,25.0,0.41640286,1.99999964,,17.04717433,5.09915479,1777.062773,274.50721780000003,,20.37522041,5.68542713,0.28035315,0.58430118,2.07039264,0.02750403,26.85630991,0.01582831,3587.0,87.0,484258.0,0.06,0.86178331,21.0,3587.0,784.0,2231.0
1207,36005026300.0,NYC,NY,64.0,657371.0,0.15916569,0.06145422,0.0,Bronx,4.0,1.0,3.0,6.0,0.0,19.0,0.27315354,2.48321398,,168.1212276,37.72972027,9717.952852,1017.841258,,27.55696386,14.418605800000002,0.20943713,2.0214251,6.33827278,0.10926173,26.87341846,0.01885133,7196.0,92.0,665366.0,0.06,0.58091515,14.0,7196.0,1371.0,4132.0
