"City","GEOID","Collisions","CasualtiesCount","TotalInjuries","TotalDeaths","PedeCasualtiesCount","PedeInjuries","PedeDeaths","CyclCasualtiesCount","CyclInjuries","CyclDeaths","MotrCasualtiesCount","MotrInjuries","MotrDeaths"
"NYC","36005006400",274,91,90,1,26,26,0,6,5,1,59,59,0
"NYC","36005006500",1102,333,333,0,128,128,0,35,35,0,170,170,0
"NYC","36005006700",336,86,85,1,30,30,0,8,8,0,48,47,1
"NYC","36005006800",275,103,102,1,19,19,0,11,11,0,73,72,1
"NYC","36005006900",377,101,101,0,29,29,0,6,6,0,66,66,0
"NYC","36005007000",201,42,42,0,13,13,0,6,6,0,23,23,0
"NYC","36005007100",474,171,171,0,44,44,0,12,12,0,115,115,0
"NYC","36005007200",316,82,80,2,36,34,2,10,10,0,36,36,0
"NYC","36005007300",223,82,82,0,19,19,0,8,8,0,55,55,0
"NYC","36005007400",129,32,32,0,10,10,0,3,3,0,19,19,0
"NYC","36005007500",228,76,76,0,15,15,0,1,1,0,60,60,0
"NYC","36005007600",359,117,117,0,23,23,0,12,12,0,82,82,0
"NYC","36005007700",148,62,62,0,12,12,0,4,4,0,46,46,0
"NYC","36005007800",414,83,83,0,15,15,0,5,5,0,63,63,0
"NYC","36005007900",360,128,128,0,37,37,0,12,12,0,79,79,0
"NYC","36005008300",321,88,88,0,29,29,0,5,5,0,54,54,0
"NYC","36005008400",59,8,8,0,1,1,0,0,0,0,7,7,0
"NYC","36005008500",430,159,158,1,35,34,1,18,18,0,106,106,0
"NYC","36005008600",202,46,46,0,13,13,0,0,0,0,33,33,0
"NYC","36005008700",364,132,131,1,52,52,0,12,12,0,68,67,1
"NYC","36005008900",581,179,178,1,33,32,1,6,6,0,140,140,0
"NYC","36005009000",1074,240,240,0,18,18,0,4,4,0,218,218,0
"NYC","36005009200",691,123,121,2,30,29,1,9,9,0,84,83,1
"NYC","36005009300",2512,662,657,5,64,61,3,22,22,0,577,575,2
"NYC","36005009600",541,156,155,1,21,21,0,6,6,0,129,128,1
"NYC","36005009800",669,208,208,0,15,15,0,3,3,0,190,190,0
"NYC","36005011000",504,154,154,0,6,6,0,0,0,0,148,148,0
"NYC","36005011502",1204,329,325,4,57,55,2,12,12,0,260,258,2
"NYC","36005011700",563,66,65,1,13,12,1,4,4,0,49,49,0
"NYC","36005011800",258,60,60,0,6,6,0,1,1,0,53,53,0
"NYC","36005011900",558,159,158,1,50,50,0,7,7,0,102,101,1
"NYC","36005012101",175,51,51,0,19,19,0,6,6,0,26,26,0
"NYC","36005012102",79,18,18,0,6,6,0,2,2,0,10,10,0
"NYC","36005012300",508,194,194,0,33,33,0,13,13,0,148,148,0
"NYC","36005012500",193,61,60,1,13,13,0,5,5,0,43,42,1
"NYC","36005012701",224,92,92,0,36,36,0,4,4,0,52,52,0
"NYC","36005012901",403,198,198,0,49,49,0,9,9,0,140,140,0
"NYC","36005013000",36,4,4,0,0,0,0,0,0,0,4,4,0
"NYC","36005013100",226,60,60,0,14,14,0,3,3,0,43,43,0
"NYC","36005013200",257,72,72,0,12,12,0,3,3,0,57,57,0
"NYC","36005013300",219,88,88,0,26,26,0,12,12,0,50,50,0
"NYC","36005013500",191,73,73,0,23,23,0,4,4,0,46,46,0
"NYC","36005013800",378,60,58,2,7,7,0,2,2,0,51,49,2
"NYC","36005014100",722,249,247,2,52,50,2,16,16,0,182,181,1
"NYC","36005014300",187,75,75,0,16,16,0,6,6,0,53,53,0
"NYC","36005014400",180,42,41,1,3,3,0,3,3,0,36,35,1
"NYC","36005014500",501,174,174,0,53,53,0,6,6,0,116,116,0
"NYC","36005014701",114,42,42,0,8,8,0,3,3,0,31,31,0
"NYC","36005014702",207,82,82,0,24,24,0,5,5,0,53,53,0
"NYC","36005014900",223,47,47,0,15,15,0,4,4,0,28,28,0
"NYC","36005015100",357,124,124,0,34,34,0,5,5,0,85,85,0
"NYC","36005015200",498,141,140,1,34,33,1,2,2,0,105,105,0
"NYC","36005015300",313,96,95,1,25,25,0,7,7,0,64,63,1
"NYC","36005015500",302,71,71,0,21,21,0,6,6,0,44,44,0
"NYC","36005015700",394,82,81,1,12,12,0,3,3,0,67,66,1
"NYC","36005015800",114,26,26,0,7,7,0,0,0,0,19,19,0
"NYC","36005015900",228,64,64,0,21,21,0,5,5,0,38,38,0
"NYC","36005016000",170,33,33,0,8,8,0,2,2,0,23,23,0
"NYC","36005016100",478,149,148,1,41,40,1,13,13,0,95,95,0
"NYC","36005016200",146,37,37,0,6,6,0,6,6,0,25,25,0
"NYC","36005016300",164,79,79,0,10,10,0,6,6,0,63,63,0
"NYC","36005016400",181,49,49,0,6,6,0,4,4,0,39,39,0
"NYC","36005016500",730,210,207,3,12,12,0,2,2,0,196,193,3
"NYC","36005016600",231,50,50,0,4,4,0,3,3,0,43,43,0
"NYC","36005016700",406,149,149,0,25,25,0,10,10,0,114,114,0
"NYC","36005016900",277,107,106,1,32,32,0,9,8,1,67,67,0
"NYC","36005017100",36,22,22,0,1,1,0,1,1,0,20,20,0
"NYC","36005017300",250,99,99,0,24,24,0,11,11,0,64,64,0
"NYC","36005017500",305,101,101,0,40,40,0,9,9,0,52,52,0
"NYC","36005017701",224,81,81,0,23,23,0,4,4,0,54,54,0
"NYC","36005017702",229,81,81,0,24,24,0,4,4,0,49,49,0
"NYC","36005017901",117,34,34,0,20,20,0,1,1,0,13,13,0
"NYC","36005017902",277,116,112,4,44,40,4,6,6,0,66,66,0
"NYC","36005018101",178,49,49,0,16,16,0,4,4,0,29,29,0
"NYC","36005018102",168,43,43,0,17,17,0,1,1,0,25,25,0
"NYC","36005018301",87,22,22,0,12,12,0,0,0,0,10,10,0
"NYC","36005018302",318,83,82,1,40,39,1,3,3,0,40,40,0
"NYC","36005018400",335,113,113,0,13,13,0,4,4,0,96,96,0
"NYC","36005018500",690,188,188,0,59,59,0,11,11,0,118,118,0
"NYC","36005018900",781,208,208,0,29,29,0,14,14,0,165,165,0
"NYC","36005019300",303,83,82,1,13,13,0,1,1,0,69,68,1
"NYC","36005019400",764,312,310,2,25,24,1,6,5,1,279,279,0
"NYC","36005019500",561,214,213,1,55,54,1,19,19,0,140,140,0
"NYC","36005019700",532,174,174,0,64,64,0,15,15,0,95,95,0
"NYC","36005019900",287,59,59,0,24,24,0,4,4,0,31,31,0
"NYC","36005020000",933,256,255,1,80,79,1,10,10,0,166,166,0
"NYC","36005020100",868,209,208,1,16,16,0,8,7,1,184,184,0
"NYC","36005020200",153,57,57,0,11,11,0,7,7,0,39,39,0
"NYC","36005020400",176,79,79,0,11,11,0,3,3,0,65,65,0
"NYC","36005020501",361,148,148,0,19,19,0,5,5,0,124,124,0
"NYC","36005020502",184,47,47,0,15,15,0,2,2,0,30,30,0
"NYC","36005020601",159,54,54,0,2,2,0,6,6,0,46,46,0
"NYC","36005020900",425,155,154,1,39,38,1,2,2,0,114,114,0
"NYC","36005021001",90,21,21,0,5,5,0,1,1,0,15,15,0
"NYC","36005021002",117,25,25,0,9,9,0,1,1,0,15,15,0
"NYC","36005021100",413,158,158,0,30,30,0,11,11,0,117,117,0
"NYC","36005021200",94,15,15,0,11,11,0,0,0,0,4,4,0
"NYC","36005021301",225,73,73,0,9,9,0,1,1,0,63,63,0
"NYC","36005021302",199,51,51,0,9,9,0,6,6,0,36,36,0
"NYC","36005021501",249,70,70,0,21,21,0,3,3,0,46,46,0
"NYC","36005021502",231,51,50,1,10,10,0,5,5,0,36,35,1
"NYC","36005021601",354,102,102,0,25,25,0,4,4,0,73,73,0
"NYC","36005021602",274,40,40,0,14,14,0,3,3,0,23,23,0
"NYC","36005021700",939,337,336,1,52,51,1,13,13,0,272,272,0
"NYC","36005021800",1123,319,317,2,14,14,0,6,6,0,299,297,2
"NYC","36005021900",401,136,134,2,48,47,1,11,11,0,77,76,1
"NYC","36005022000",373,135,135,0,21,21,0,7,7,0,107,107,0
"NYC","36005022101",173,46,46,0,22,22,0,1,1,0,23,23,0
"NYC","36005022102",150,55,54,1,16,15,1,4,4,0,35,35,0
"NYC","36005022200",621,132,130,2,42,40,2,15,15,0,75,75,0
"NYC","36005022300",180,36,36,0,13,13,0,2,2,0,21,21,0
"NYC","36005022401",256,81,81,0,16,16,0,6,6,0,59,59,0
"NYC","36005022403",188,38,38,0,19,19,0,3,3,0,16,16,0
"NYC","36005022404",180,41,41,0,12,12,0,4,4,0,25,25,0
"NYC","36005022500",242,71,71,0,20,20,0,6,6,0,45,45,0
"NYC","36005022701",385,131,130,1,15,15,0,4,4,0,112,111,1
"NYC","36005022702",284,76,76,0,13,13,0,1,1,0,62,62,0
"NYC","36005022703",128,40,40,0,14,14,0,3,3,0,23,23,0
"NYC","36005022800",181,44,44,0,10,10,0,3,3,0,31,31,0
"NYC","36005022901",303,119,119,0,17,17,0,3,3,0,99,99,0
"NYC","36005022902",287,144,144,0,21,21,0,6,6,0,117,117,0
"NYC","36005023000",201,57,56,1,17,16,1,4,4,0,36,36,0
"NYC","36005023100",608,170,169,1,32,31,1,12,12,0,126,126,0
"NYC","36005023200",122,37,37,0,9,9,0,3,3,0,25,25,0
"NYC","36005023301",344,130,130,0,41,41,0,10,10,0,79,79,0
"NYC","36005023302",135,36,36,0,9,9,0,3,3,0,24,24,0
"NYC","36005023501",304,145,145,0,38,38,0,5,5,0,102,102,0
"NYC","36005023502",69,21,21,0,5,5,0,0,0,0,16,16,0
"NYC","36005023600",149,42,42,0,13,13,0,4,4,0,25,25,0
"NYC","36005023702",103,22,22,0,9,9,0,0,0,0,13,13,0
"NYC","36005023703",560,249,245,4,77,73,4,19,19,0,153,153,0
"NYC","36005023704",265,100,100,0,31,31,0,4,4,0,65,65,0
"NYC","36005023800",483,147,147,0,25,25,0,7,7,0,115,115,0
"NYC","36005023900",696,239,239,0,94,94,0,12,12,0,135,135,0
"NYC","36005024000",740,297,295,2,52,51,1,10,10,0,235,234,1
"NYC","36005024100",470,168,168,0,52,52,0,9,9,0,107,107,0
"NYC","36005024300",352,128,128,0,44,44,0,7,7,0,77,77,0
"NYC","36005024400",198,66,66,0,17,17,0,4,4,0,45,45,0
"NYC","36005024501",116,31,31,0,11,11,0,2,2,0,18,18,0
"NYC","36005024502",152,39,39,0,18,18,0,2,2,0,19,19,0
"NYC","36005024600",117,27,27,0,3,3,0,4,4,0,20,20,0
"NYC","36005024700",292,93,93,0,1,1,0,0,0,0,92,92,0
"NYC","36005024800",287,75,73,2,13,13,0,9,8,1,53,52,1
"NYC","36005024900",53,15,15,0,4,4,0,0,0,0,11,11,0
"NYC","36005025000",148,50,50,0,6,6,0,1,1,0,43,43,0
"NYC","36005025100",446,195,195,0,38,38,0,19,19,0,138,138,0
"NYC","36005025200",204,50,50,0,12,12,0,2,2,0,36,36,0
"NYC","36005025300",311,90,90,0,32,32,0,3,3,0,55,55,0
"NYC","36005025400",125,30,30,0,14,14,0,1,1,0,15,15,0
"NYC","36005025500",406,106,106,0,33,33,0,7,7,0,66,66,0
"NYC","36005025600",179,43,43,0,10,10,0,1,1,0,32,32,0
"NYC","36005025700",945,307,307,0,11,11,0,9,9,0,286,286,0
"NYC","36005026100",98,25,25,0,12,12,0,0,0,0,13,13,0
"NYC","36005026300",560,195,195,0,55,55,0,12,12,0,128,128,0
"NYC","36005026400",405,98,98,0,16,16,0,8,8,0,74,74,0
"NYC","36005026500",591,141,141,0,58,58,0,9,9,0,74,74,0
"NYC","36005026601",201,50,50,0,19,19,0,2,2,0,29,29,0
"NYC","36005026602",291,56,55,1,25,24,1,0,0,0,31,31,0
"NYC","36005026701",284,83,82,1,54,53,1,4,4,0,25,25,0
"NYC","36005026702",201,51,51,0,15,15,0,2,2,0,34,34,0
"NYC","36005026900",622,221,218,3,42,40,2,5,5,0,174,173,1
"NYC","36005027300",474,138,138,0,23,23,0,9,9,0,106,106,0
"NYC","36005027401",363,105,102,3,5,5,0,1,1,0,99,96,3
"NYC","36005027402",55,8,8,0,3,3,0,0,0,0,5,5,0
"NYC","36005027600",641,231,230,1,2,2,0,4,4,0,225,224,1
"NYC","36005027700",425,112,112,0,32,32,0,3,3,0,77,77,0
"NYC","36005027900",276,74,74,0,19,19,0,5,5,0,50,50,0
"NYC","36005028100",216,66,65,1,15,14,1,2,2,0,49,49,0
"NYC","36005028300",424,88,88,0,23,23,0,3,3,0,62,62,0
"NYC","36005028400",826,220,216,4,22,19,3,6,6,0,192,191,1
"NYC","36005028500",272,44,44,0,17,17,0,1,1,0,26,26,0
"NYC","36005028600",303,91,91,0,20,20,0,4,4,0,67,67,0
"NYC","36005028700",335,70,70,0,18,18,0,6,6,0,46,46,0
"NYC","36005028800",240,49,49,0,7,7,0,2,2,0,40,40,0
"NYC","36005028900",682,135,133,2,57,55,2,10,10,0,68,68,0
"NYC","36005029301",61,18,18,0,3,3,0,1,1,0,14,14,0
"NYC","36005029302",253,36,36,0,6,6,0,0,0,0,30,30,0
"NYC","36005029500",307,38,38,0,16,16,0,2,2,0,20,20,0
"NYC","36005029600",528,130,129,1,15,15,0,3,3,0,112,111,1
"NYC","36005029700",252,37,36,1,9,8,1,3,3,0,25,25,0
"NYC","36005030000",312,69,69,0,23,23,0,4,4,0,42,42,0
"NYC","36005030100",27,4,4,0,0,0,0,1,1,0,3,3,0
"NYC","36005030200",176,58,58,0,10,10,0,0,0,0,48,48,0
"NYC","36005030701",62,13,13,0,3,3,0,0,0,0,10,10,0
"NYC","36005030900",97,12,12,0,10,10,0,1,1,0,1,1,0
"NYC","36005031000",338,84,84,0,8,8,0,3,3,0,73,73,0
"NYC","36005031200",174,65,65,0,8,8,0,4,4,0,53,53,0
"NYC","36005031400",156,86,86,0,5,5,0,4,4,0,77,77,0
"NYC","36005031600",96,47,46,1,7,7,0,2,2,0,38,37,1
"NYC","36005031800",75,25,25,0,4,4,0,1,1,0,20,20,0
"NYC","36005031900",48,8,8,0,1,1,0,0,0,0,7,7,0
"NYC","36005032300",215,34,34,0,10,10,0,2,2,0,22,22,0
"NYC","36005032400",182,72,72,0,20,20,0,1,1,0,51,51,0
"NYC","36005032600",190,76,76,0,9,9,0,3,3,0,64,64,0
"NYC","36005032800",219,85,84,1,21,21,0,6,6,0,58,57,1
"NYC","36005033000",460,147,145,2,38,37,1,10,10,0,99,98,1
"NYC","36005033201",140,44,44,0,19,19,0,3,3,0,22,22,0
"NYC","36005033202",154,35,35,0,13,13,0,1,1,0,21,21,0
"NYC","36005033400",2859,1070,1066,4,52,50,2,26,26,0,992,990,2
"NYC","36005033500",209,40,40,0,6,6,0,0,0,0,34,34,0
"NYC","36005033600",360,111,111,0,28,28,0,8,8,0,75,75,0
"NYC","36005033700",304,62,61,1,23,22,1,3,3,0,36,36,0
"NYC","36005033800",253,84,84,0,17,17,0,12,12,0,55,55,0
"NYC","36005034000",286,135,134,1,23,22,1,7,7,0,105,105,0
"NYC","36005034200",200,66,66,0,8,8,0,1,1,0,57,57,0
"NYC","36005034300",59,11,11,0,2,2,0,2,2,0,7,7,0
"NYC","36005034400",148,70,70,0,7,7,0,2,2,0,61,61,0
"NYC","36005034500",276,75,75,0,9,9,0,6,6,0,60,60,0
"NYC","36005034800",348,140,140,0,29,29,0,3,3,0,108,108,0
"NYC","36005035000",170,36,36,0,12,12,0,0,0,0,24,24,0
"NYC","36005035100",261,61,61,0,0,0,0,0,0,0,61,61,0
"NYC","36005035600",358,135,135,0,19,19,0,1,1,0,115,115,0
"NYC","36005035800",532,197,197,0,28,28,0,2,2,0,167,167,0
"NYC","36005035900",299,81,81,0,18,18,0,4,4,0,59,59,0
"NYC","36005036000",221,83,83,0,18,18,0,3,3,0,62,62,0
"NYC","36005036100",360,137,137,0,46,46,0,11,11,0,80,80,0
"NYC","36005036300",463,161,160,1,52,51,1,9,9,0,100,100,0
"NYC","36005036400",383,102,102,0,31,31,0,3,3,0,68,68,0
"NYC","36005036501",317,134,132,2,29,28,1,10,9,1,95,95,0
"NYC","36005036502",234,94,94,0,18,18,0,5,5,0,71,71,0
"NYC","36005036700",103,39,39,0,4,4,0,1,1,0,34,34,0
"NYC","36005036800",313,106,106,0,14,14,0,4,4,0,88,88,0
"NYC","36005036901",251,74,74,0,25,25,0,7,7,0,42,42,0
"NYC","36005036902",96,27,27,0,10,10,0,0,0,0,17,17,0
"NYC","36005037000",154,54,54,0,3,3,0,2,2,0,49,49,0
"NYC","36005037100",208,62,62,0,19,19,0,4,4,0,39,39,0
"NYC","36005037200",204,62,62,0,15,15,0,5,5,0,42,42,0
"NYC","36005037300",298,106,105,1,25,24,1,3,3,0,78,78,0
"NYC","36005037400",458,132,131,1,46,46,0,5,5,0,81,80,1
"NYC","36005037504",382,103,102,1,31,31,0,10,10,0,62,61,1
"NYC","36005037600",107,27,27,0,6,6,0,0,0,0,21,21,0
"NYC","36005037800",270,83,83,0,26,26,0,3,3,0,54,54,0
"NYC","36005037900",493,208,208,0,58,58,0,12,12,0,138,138,0
"NYC","36005038000",285,90,90,0,23,23,0,3,3,0,64,64,0
"NYC","36005038100",390,98,98,0,27,27,0,8,8,0,63,63,0
"NYC","36005038200",187,68,68,0,10,10,0,4,4,0,54,54,0
"NYC","36005038301",220,73,73,0,22,22,0,4,4,0,47,47,0
"NYC","36005038302",218,83,83,0,28,28,0,5,5,0,50,50,0
"NYC","36005038500",274,95,95,0,31,31,0,4,4,0,60,60,0
"NYC","36005038600",441,131,130,1,22,22,0,5,5,0,104,103,1
"NYC","36005038700",483,137,137,0,36,36,0,6,6,0,94,94,0
"NYC","36005038800",97,41,41,0,8,8,0,1,1,0,32,32,0
"NYC","36005038900",301,77,77,0,20,20,0,12,12,0,45,45,0
"NYC","36005039000",180,54,52,2,14,14,0,3,3,0,37,35,2
"NYC","36005039100",406,120,120,0,38,38,0,11,11,0,71,71,0
"NYC","36005039200",176,52,52,0,11,11,0,3,3,0,38,38,0
"NYC","36005039300",374,91,91,0,22,22,0,6,6,0,63,63,0
"NYC","36005039400",220,60,60,0,18,18,0,3,3,0,39,39,0
"NYC","36005039500",829,256,256,0,53,53,0,20,20,0,183,183,0
"NYC","36005039600",351,141,140,1,26,26,0,4,4,0,111,110,1
"NYC","36005039700",944,281,279,2,70,68,2,10,10,0,201,201,0
"NYC","36005039800",199,74,74,0,11,11,0,2,2,0,61,61,0
"NYC","36005039901",602,155,154,1,46,46,0,7,7,0,102,101,1
"NYC","36005039902",583,153,153,0,48,48,0,7,7,0,100,100,0
"NYC","36005040100",510,138,137,1,44,43,1,13,13,0,82,82,0
"NYC","36005040302",124,27,27,0,15,15,0,5,5,0,7,7,0
"NYC","36005040303",266,73,72,1,25,25,0,2,2,0,46,45,1
"NYC","36005040304",159,71,70,1,23,22,1,0,0,0,48,48,0
"NYC","36005040400",191,56,56,0,20,20,0,1,1,0,35,35,0
"NYC","36005040501",130,21,21,0,5,5,0,1,1,0,15,15,0
"NYC","36005040502",262,58,58,0,27,27,0,7,7,0,24,24,0
"NYC","36005040600",289,88,88,0,33,33,0,6,6,0,49,49,0
"NYC","36005040701",72,24,24,0,6,6,0,3,3,0,15,15,0
"NYC","36005040702",420,130,130,0,47,47,0,8,8,0,75,75,0
"NYC","36005040800",275,59,58,1,18,18,0,4,4,0,37,36,1
"NYC","36005040900",653,172,172,0,41,41,0,12,12,0,119,119,0
"NYC","36005041100",199,51,51,0,14,14,0,0,0,0,37,37,0
"NYC","36005041300",232,58,58,0,11,11,0,1,1,0,46,46,0
"NYC","36005041400",652,173,173,0,35,35,0,2,2,0,136,136,0
"NYC","36005041500",216,74,74,0,13,13,0,3,3,0,58,58,0
"NYC","36005041800",493,150,146,4,22,20,2,5,5,0,123,121,2
"NYC","36005041900",611,138,138,0,54,54,0,7,7,0,77,77,0
"NYC","36005042000",684,144,143,1,49,48,1,6,6,0,89,89,0
"NYC","36005042100",997,244,243,1,86,85,1,6,6,0,152,152,0
"NYC","36005042200",331,100,100,0,16,16,0,3,3,0,81,81,0
"NYC","36005042300",169,46,46,0,14,14,0,3,3,0,29,29,0
"NYC","36005042400",303,128,127,1,23,22,1,4,4,0,101,101,0
"NYC","36005042500",728,196,196,0,57,57,0,11,11,0,128,128,0
"NYC","36005042600",637,211,210,1,29,28,1,4,4,0,178,178,0
"NYC","36005042800",184,70,70,0,11,11,0,0,0,0,59,59,0
"NYC","36005042901",164,34,34,0,8,8,0,1,1,0,25,25,0
"NYC","36005042902",591,153,153,0,29,29,0,10,10,0,114,114,0
"NYC","36005043000",203,95,95,0,6,6,0,3,3,0,86,86,0
"NYC","36005043100",656,147,147,0,38,38,0,4,4,0,105,105,0
"NYC","36005043400",524,144,144,0,32,32,0,1,1,0,111,111,0
"NYC","36005043500",2907,1117,1111,6,53,51,2,18,18,0,1055,1050,5
"NYC","36005043600",127,38,37,1,5,4,1,4,4,0,29,29,0
"NYC","36005044200",207,54,54,0,4,4,0,2,2,0,48,48,0
"NYC","36005044400",226,89,88,1,9,8,1,2,2,0,78,78,0
"NYC","36005044800",126,49,49,0,1,1,0,2,2,0,46,46,0
"NYC","36005044901",142,34,33,1,4,3,1,0,0,0,30,30,0
"NYC","36005044902",164,39,39,0,6,6,0,1,1,0,32,32,0
"NYC","36005045101",176,50,50,0,4,4,0,0,0,0,49,49,0
"NYC","36005045102",114,18,18,0,3,3,0,1,1,0,14,14,0
"NYC","36005045600",461,153,153,0,16,16,0,4,4,0,133,133,0
"NYC","36005045800",111,35,35,0,13,13,0,1,1,0,21,21,0
"NYC","36005046000",477,150,149,1,25,24,1,0,0,0,125,125,0
"NYC","36005046201",1902,509,507,2,112,111,1,6,6,0,391,390,1
"NYC","36005046202",987,242,241,1,39,38,1,3,3,0,200,200,0
"NYC","36005048400",1058,301,298,3,44,43,1,7,7,0,250,248,2
"NYC","36005050400",682,279,275,4,0,0,0,3,2,1,276,273,3
"NYC","36005051600",388,124,124,0,9,9,0,6,6,0,109,109,0
"NYC","36047000100",1179,174,174,0,28,28,0,1,1,0,145,145,0
"NYC","36047000200",1174,277,277,0,35,35,0,17,17,0,225,225,0
"NYC","36047000301",322,66,66,0,6,6,0,3,3,0,59,59,0
"NYC","36047000501",139,10,10,0,5,5,0,1,1,0,4,4,0
"NYC","36047000502",149,25,25,0,15,15,0,6,6,0,4,4,0
"NYC","36047000700",678,127,127,0,14,14,0,5,5,0,108,108,0
"NYC","36047000900",872,169,169,0,51,51,0,16,16,0,104,104,0
"NYC","36047001100",404,99,99,0,40,40,0,27,27,0,32,32,0
"NYC","36047001300",1292,222,222,0,39,39,0,49,49,0,134,134,0
"NYC","36047001500",2538,432,430,2,81,80,1,26,26,0,325,324,1
"NYC","36047001800",2495,537,536,1,40,40,0,33,33,0,474,473,1
"NYC","36047002000",630,187,186,1,19,19,0,8,7,1,162,162,0
"NYC","36047002100",1368,217,217,0,30,30,0,19,19,0,168,168,0
"NYC","36047002200",1131,450,449,1,42,41,1,16,16,0,392,392,0
"NYC","36047002300",357,74,74,0,11,11,0,21,21,0,42,42,0
"NYC","36047002901",265,81,81,0,11,11,0,11,11,0,59,59,0
"NYC","36047003000",98,17,17,0,1,1,0,0,0,0,16,16,0
"NYC","36047003100",288,78,78,0,20,20,0,24,24,0,34,34,0
"NYC","36047003300",933,220,220,0,69,69,0,45,45,0,106,106,0
"NYC","36047003400",236,42,42,0,7,7,0,4,4,0,31,31,0
"NYC","36047003500",756,133,133,0,45,45,0,23,23,0,65,65,0
"NYC","36047003600",103,18,18,0,7,7,0,4,4,0,7,7,0
"NYC","36047003700",1089,271,268,3,83,81,2,31,30,1,157,157,0
"NYC","36047003800",97,25,25,0,4,4,0,2,2,0,19,19,0
"NYC","36047003900",1034,209,207,2,43,42,1,23,22,1,144,144,0
"NYC","36047004100",587,141,141,0,39,39,0,16,16,0,86,86,0
"NYC","36047004300",997,170,170,0,55,55,0,28,28,0,87,87,0
"NYC","36047004400",177,82,82,0,5,5,0,6,6,0,71,71,0
"NYC","36047004500",520,86,83,3,32,29,3,15,15,0,39,39,0
"NYC","36047004600",175,50,50,0,11,11,0,4,4,0,35,35,0
"NYC","36047004700",1061,286,286,0,6,6,0,3,3,0,279,279,0
"NYC","36047004900",157,8,8,0,0,0,0,3,3,0,5,5,0
"NYC","36047005000",147,22,22,0,6,6,0,1,1,0,15,15,0
"NYC","36047005100",679,189,189,0,7,7,0,6,6,0,176,176,0
"NYC","36047005201",64,22,22,0,5,5,0,1,1,0,16,16,0
"NYC","36047005202",89,19,18,1,1,1,0,1,1,0,17,16,1
"NYC","36047005300",1111,200,197,3,24,23,1,13,12,1,170,169,1
"NYC","36047005400",128,30,30,0,9,9,0,1,1,0,20,20,0
"NYC","36047005601",286,75,75,0,2,2,0,0,0,0,73,73,0
"NYC","36047005602",576,206,205,1,9,9,0,2,2,0,195,194,1
"NYC","36047005800",417,85,85,0,30,30,0,5,5,0,50,50,0
"NYC","36047005900",935,156,155,1,11,10,1,11,11,0,134,134,0
"NYC","36047006000",270,56,56,0,23,23,0,3,3,0,30,30,0
"NYC","36047006200",149,27,27,0,11,11,0,6,6,0,10,10,0
"NYC","36047006300",218,23,23,0,2,2,0,2,2,0,19,19,0
"NYC","36047006400",304,67,67,0,24,24,0,4,4,0,39,39,0
"NYC","36047006500",616,99,99,0,18,18,0,6,6,0,75,75,0
"NYC","36047006600",310,84,84,0,26,26,0,12,12,0,46,46,0
"NYC","36047006700",221,41,41,0,15,15,0,11,11,0,15,15,0
"NYC","36047006800",425,107,106,1,43,43,0,12,12,0,52,51,1
"NYC","36047006900",269,59,59,0,21,21,0,22,22,0,16,16,0
"NYC","36047007000",352,79,79,0,12,12,0,4,4,0,63,63,0
"NYC","36047007100",174,41,41,0,16,16,0,5,5,0,21,21,0
"NYC","36047007200",155,31,31,0,5,5,0,4,4,0,22,22,0
"NYC","36047007400",194,45,45,0,16,16,0,6,6,0,23,23,0
"NYC","36047007500",266,42,42,0,11,11,0,17,17,0,14,14,0
"NYC","36047007600",306,90,89,1,28,27,1,18,18,0,44,44,0
"NYC","36047007700",718,130,130,0,21,21,0,18,18,0,92,92,0
"NYC","36047007800",284,86,86,0,35,35,0,13,13,0,38,38,0
"NYC","36047008000",284,89,89,0,25,25,0,26,26,0,38,38,0
"NYC","36047008200",210,53,53,0,6,6,0,9,9,0,38,38,0
"NYC","36047008400",576,170,170,0,33,33,0,31,31,0,106,106,0
"NYC","36047008500",229,45,45,0,15,15,0,5,5,0,25,25,0
"NYC","36047008600",142,44,44,0,12,12,0,13,13,0,19,19,0
"NYC","36047008800",229,57,57,0,20,20,0,15,15,0,22,22,0
"NYC","36047009000",157,47,47,0,14,14,0,6,6,0,27,27,0
"NYC","36047009200",143,46,46,0,25,25,0,8,8,0,13,13,0
"NYC","36047009400",229,57,57,0,37,37,0,5,5,0,15,15,0
"NYC","36047009600",155,33,33,0,14,14,0,6,6,0,13,13,0
"NYC","36047009800",306,77,77,0,39,39,0,11,11,0,27,27,0
"NYC","36047010000",306,71,71,0,33,33,0,15,15,0,23,23,0
"NYC","36047010100",410,108,107,1,20,19,1,23,23,0,65,65,0
"NYC","36047010200",409,72,72,0,39,39,0,8,8,0,25,25,0
"NYC","36047010400",434,66,66,0,42,42,0,7,7,0,17,17,0
"NYC","36047010600",398,58,58,0,32,32,0,7,7,0,19,19,0
"NYC","36047010800",325,65,65,0,40,40,0,6,6,0,19,19,0
"NYC","36047011000",241,57,57,0,16,16,0,13,13,0,28,28,0
"NYC","36047011200",316,79,77,2,37,35,2,12,12,0,30,30,0
"NYC","36047011400",360,81,81,0,43,43,0,7,7,0,31,31,0
"NYC","36047011600",187,46,46,0,27,27,0,4,4,0,15,15,0
"NYC","36047011700",599,120,120,0,14,14,0,7,7,0,99,99,0
"NYC","36047011800",551,94,93,1,43,42,1,19,19,0,32,32,0
