"GEOID","pop_dens","race_white","race_minority","female","age_genz","age_millenial","age_genx","age_boomer","age_retiree","divsep","widowed","median_age","not_us_citizen","median_earnings","trav_cars","trav_trans","trav_motorcycle","trav_bike","trav_walk","trav_home","edu_lowedu","edu_hsged","edu_bs","edu_grad","unemp","below_pov","City","Collisions","Casualties","PedeInjuries","PedeDeaths","TotalInjuries","TotalDeaths"
"36081049700",35675,1020,1834,1436,582,755,797,613,107,241,159,37.6,582,31145,527,809,0,0,137,0,151,870,482,53,73,274,"NYC",99,11,5,0,11,0
"36061001800",88788.8888888889,2384,5607,3252,651,2994,2246,1706,394,519,311,37.1,1646,41354,413,2349,0,217,998,588,470,1554,1948,394,317,1936,"NYC",2312,461,131,1,460,1
"36047012902",38160,1175,733,1006,299,738,535,307,29,86,27,33.7,216,54258,72,916,10,14,39,119,8,221,558,460,44,121,"NYC",611,140,38,0,140,0
"36061003800",105362.5,5724,2705,4559,237,4318,2202,1336,336,663,271,32.8,1254,48594,179,3252,0,202,1761,297,114,1016,2738,1814,265,1145,"NYC",907,167,74,1,165,2
"36061012700",95442.8571428571,3701,2980,2733,152,2587,2523,1328,91,648,241,40.9,776,51786,233,2373,0,198,1963,265,141,774,3075,1225,239,676,"NYC",1018,131,59,0,131,0
"36061012000",50057.1428571429,3081,423,2074,528,638,738,984,616,373,176,47.3,265,96701,106,565,0,0,642,275,19,231,1296,692,50,228,"NYC",883,140,53,2,138,2
"36081046500",66960,109,3239,1503,663,1237,899,392,157,247,118,31,1360,18456,303,1199,0,96,165,23,217,782,268,79,70,739,"NYC",248,45,10,0,45,0
"36047079601",115550,956,3666,2452,651,1666,1254,815,236,559,211,35,876,36381,284,2005,0,26,104,25,136,1554,749,383,278,684,"NYC",249,76,18,1,75,1
"36047056100",24307.6923076923,2351,809,1694,272,1443,794,522,129,177,124,33.1,381,43897,194,1454,0,127,126,89,30,501,1117,445,99,302,"NYC",610,88,23,0,88,0
"36047004700",16476.9230769231,1172,970,1106,542,481,836,192,91,126,38,36.3,179,71290,218,699,13,30,60,75,65,247,514,411,167,155,"NYC",1061,286,6,0,286,0
"36005005002",142175,35,5652,2869,1661,1803,1477,663,83,487,117,30,2399,17398,261,1817,0,30,280,51,187,1147,206,48,365,2482,"NYC",228,57,24,0,57,0
"36081099705",14688.2352941176,1455,1042,1183,508,437,706,630,216,119,115,45.1,267,58971,704,360,0,0,4,68,60,375,502,279,91,178,"NYC",565,138,1,1,137,1
"36061003700",16643.75,2129,534,1403,438,603,921,442,259,173,137,41.9,375,103032,125,847,0,50,385,136,21,331,820,522,85,157,"NYC",1858,314,91,0,314,0
"36061011700",56485.7142857143,1957,1997,2057,488,1554,1341,557,14,504,52,33.9,954,78897,223,1606,0,118,707,101,13,563,1380,916,228,390,"NYC",1808,152,21,1,150,2
"36085016901",10135.4838709677,2360,782,1636,691,717,874,584,276,255,173,39.8,362,41875,852,518,0,6,37,25,115,756,439,265,112,286,"NYC",1141,251,28,0,250,1
"36005035000",26385.7142857143,52,1795,1004,379,416,549,361,142,183,115,40.2,456,29425,431,335,29,0,25,83,55,674,202,66,114,258,"NYC",170,36,12,0,36,0
"36047090600",50212.5,100,3917,2273,1080,1158,926,761,92,335,165,31.1,634,22683,109,741,0,0,116,31,153,1086,149,53,183,1935,"NYC",405,138,46,0,138,0
"36081152901",12101.8518518519,2423,4112,3630,1073,1300,1900,1724,538,416,360,44.9,885,55096,2210,722,0,0,6,253,131,1695,1234,776,270,666,"NYC",593,139,7,1,137,2
"36047051002",121025,526,4315,2326,1038,1407,1266,884,246,555,179,34.7,934,29605,250,1922,0,60,85,58,185,1462,644,233,285,815,"NYC",383,127,44,0,126,1
"36047115000",46600,36,2760,1344,831,774,789,350,52,238,90,27.5,488,29853,439,712,0,0,20,30,137,788,81,64,90,820,"NYC",293,127,15,0,127,0
"36005046201",36570,2505,26751,16059,4316,5743,7325,8597,3275,3909,2711,48.5,1828,37165,4372,7653,0,0,668,106,829,10011,3367,1969,1261,1986,"NYC",1902,509,111,1,507,2
"36005027900",70120,1166,5846,3254,1210,1832,1767,1691,512,736,382,38.8,867,33474,813,2518,0,22,198,148,450,1687,1013,498,376,787,"NYC",276,74,19,0,74,0
"36047118000",0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"NYC",317,132,11,0,132,0
"36061008601",56560,1966,862,1289,320,1166,742,553,47,128,96,33.9,394,89655,199,869,0,14,830,95,10,211,1002,500,37,139,"NYC",952,229,28,0,229,0
"36005038800",42533.3333333333,4,2548,1541,628,522,768,507,127,295,174,37.5,322,33068,428,515,0,0,58,31,77,913,213,114,266,527,"NYC",97,41,8,0,41,0
"36047038700",62100,480,3867,2176,1052,1249,1152,702,192,349,227,32.9,417,31396,226,1099,0,56,89,128,77,1049,481,213,259,1401,"NYC",378,111,22,1,110,1
"36047031701",69820,952,2539,1772,573,1387,929,549,53,343,126,31.1,388,36647,240,1490,0,34,223,92,74,842,822,323,203,661,"NYC",229,64,16,0,64,0
"36061006600",164942.857142857,6285,5261,6075,1548,3953,2721,2753,571,592,279,36.8,610,70763,202,3774,0,190,2282,445,595,1838,3263,1565,196,1623,"NYC",735,184,68,2,182,2
"36081046700",135300,231,6534,3542,1885,1746,1816,1027,291,551,213,32.3,2464,21865,642,1986,0,0,266,0,525,1688,561,86,165,2276,"NYC",232,65,23,0,65,0
"36005001900",4257.14285714286,195,2487,1394,639,875,850,298,20,271,42,32.5,339,31031,272,732,0,16,60,50,107,772,247,106,234,911,"NYC",2873,715,46,1,714,1
"36081018300",80937.5,2648,3827,3213,1334,1582,1996,1363,200,506,187,37.2,1651,43348,409,2617,11,71,203,110,517,1340,1520,574,208,1124,"NYC",524,151,45,1,149,2
"36047020100",54685.7142857143,1773,2055,2006,610,1483,1103,581,51,202,70,32.7,214,52538,242,1788,37,129,113,210,77,519,1330,638,199,236,"NYC",535,143,34,0,143,0
"36005017701",130700,54,5174,2738,1919,1360,983,758,208,678,193,27.8,1129,18571,516,923,0,18,185,0,292,996,361,98,295,2294,"NYC",224,81,23,0,81,0
"36081021600",17242.3076923077,1231,3252,2324,919,889,1374,1029,272,294,192,41.1,734,35766,503,1271,0,88,73,156,257,832,825,414,240,504,"NYC",860,184,30,3,180,4
"36081001200",52522.2222222222,1018,3709,2405,1171,1097,1291,936,232,195,169,36.4,825,36316,988,1141,24,0,48,0,148,1447,429,172,95,470,"NYC",294,73,17,0,72,1
"36005040100",66457.1428571429,145,4507,2221,1306,1255,1379,580,132,523,155,32.7,1232,25136,169,1261,0,0,98,86,221,1216,162,77,451,1955,"NYC",510,138,43,1,137,1
"36005015700",36375,51,4314,2488,1070,1556,951,725,63,480,203,29.5,1060,23079,240,1382,0,0,126,7,155,1312,182,22,530,1216,"NYC",394,82,12,0,81,1
"36081048900",13169.2307692308,138,1574,883,389,602,387,294,40,109,21,31.3,517,26146,375,404,0,0,5,6,121,371,215,22,37,164,"NYC",467,122,11,0,122,0
"36047073600",51971.4285714286,324,3314,1819,851,714,1221,771,81,396,90,40.1,736,35463,528,1082,0,0,17,59,146,1202,533,147,164,740,"NYC",324,75,19,0,75,0
"36005050400",23.2974910394265,0,65,20,16,22,11,8,8,3,8,26.9,3,NA,12,23,0,0,0,0,8,15,0,8,0,0,"NYC",682,279,0,0,275,4
"36047001800",2253.26086956522,263,1810,33,0,927,1005,141,0,309,27,37,519,14423,0,0,0,0,0,0,210,803,15,65,0,0,"NYC",2495,537,40,0,536,1
"36061001001",49500,996,489,684,193,247,475,428,142,141,121,45.4,55,75179,96,360,0,28,96,42,10,369,496,206,106,85,"NYC",356,125,6,1,121,4
"36005043500",23.8461538461538,0,62,45,9,29,0,12,12,8,12,23.8,0,15375,0,31,0,0,0,0,0,4,0,0,0,8,"NYC",2907,1117,51,2,1111,6
"36047118800",66100,112,4515,2421,947,1465,1250,901,64,361,165,33.5,1239,23739,353,1509,0,0,28,26,147,1536,323,78,176,1149,"NYC",252,50,21,0,50,0
"36061008400",29500,925,1140,1244,116,1158,514,277,0,188,19,30.4,751,88750,48,505,9,0,643,82,0,156,630,405,86,398,"NYC",1703,250,86,1,248,2
"36081044400",9091.42857142857,90,3092,1634,666,898,906,517,195,313,122,35.8,971,26146,264,967,0,0,153,29,216,823,225,144,152,754,"NYC",1201,389,77,1,388,1
"36005022200",36755.5555555556,152,3156,1616,722,1003,1011,493,79,432,110,32.9,984,25486,487,1145,0,0,48,0,179,1009,225,74,187,849,"NYC",621,132,40,2,130,2
"36061013700",71444.4444444445,4535,1895,3454,716,2131,1718,1207,658,421,406,38.2,1180,91628,201,1572,0,25,1489,429,0,583,2171,1921,225,540,"NYC",1990,247,77,1,245,2
"36081074300",64042.8571428571,2417,2066,2346,861,935,1376,823,488,412,250,41.3,723,50849,610,906,0,0,289,45,171,1059,873,408,154,397,"NYC",296,58,26,1,57,1
"36081062600",17135.2941176471,55,2858,1600,632,552,920,534,275,174,194,40.3,331,41794,781,498,0,0,23,19,90,968,289,187,92,160,"NYC",297,86,11,0,86,0
"36081069701",78020,1515,2386,2139,582,1165,1155,763,236,332,177,36.8,1019,46494,397,1454,0,0,190,24,132,709,1093,482,193,514,"NYC",138,18,7,0,18,0
"36081031700",22122.2222222222,4224,1749,3059,924,1293,1831,1395,530,268,495,42.2,649,35520,1280,1286,0,0,165,141,162,1825,828,571,150,386,"NYC",1283,352,23,0,352,0
"36061017900",119012.5,6307,3214,5076,1509,2556,2973,1717,766,503,356,42.7,1298,47090,466,3652,0,0,316,587,268,1208,2482,1932,452,1148,"NYC",567,103,38,2,101,2
"36047109800",6836.36363636364,30,2226,1144,620,735,574,239,88,167,37,29.3,349,37308,264,655,0,0,6,8,121,519,235,68,146,408,"NYC",1139,339,24,1,336,3
"36047000900",70750,2896,1349,2028,544,1876,1230,390,205,160,115,33.4,349,86875,60,2139,10,89,295,89,87,285,1402,898,42,264,"NYC",872,169,51,0,169,0
"36061008000",73700,4194,965,2745,401,1776,1003,1416,563,614,278,42.7,410,92736,184,1274,0,43,1466,482,32,446,2150,927,196,372,"NYC",1959,283,91,0,283,0
"36061013500",43750,2985,4015,3596,726,2261,1815,1587,611,814,492,41.8,882,71135,385,1605,0,95,1543,141,283,1408,1641,1012,116,1153,"NYC",1741,294,85,0,292,2
"36047058800",61650,2424,1275,1955,707,764,1037,907,284,339,259,41.5,585,50318,574,907,0,31,224,61,144,565,983,419,180,561,"NYC",215,40,11,0,40,0
"36005023704",138066.666666667,29,4113,2214,1269,1500,877,416,80,534,151,27.2,1521,16861,184,980,0,0,272,267,162,932,242,36,246,2169,"NYC",265,100,31,0,100,0
"36081016900",64211.1111111111,2451,3328,3077,1020,1288,1993,990,488,420,258,39.6,1345,41918,738,2091,32,44,73,129,234,1010,1517,585,139,392,"NYC",180,52,14,0,52,0
"36081099200",19269.5652173913,404,4028,2259,1715,853,1244,441,179,527,203,25.2,583,29934,659,667,0,0,94,0,200,1163,215,81,337,1159,"NYC",408,150,21,0,150,0
"36047084000",35314.2857142857,112,2360,1385,501,658,555,637,121,191,188,36.9,271,33935,335,658,0,16,61,24,163,975,199,102,87,178,"NYC",375,225,20,0,224,1
"36081051200",19000,14,2836,1559,697,597,738,574,244,268,199,40.3,408,36976,601,553,0,0,7,34,93,875,260,86,183,342,"NYC",304,98,15,1,97,1
"36047011700",34950,1687,1109,1309,433,1120,884,251,108,178,62,33.1,249,52244,171,1288,0,33,102,75,157,345,837,450,165,265,"NYC",599,120,14,0,120,0
"36061011300",1714.28571428571,25,95,25,0,73,22,25,0,10,0,30.9,40,90781,0,36,0,0,55,4,0,0,49,7,0,28,"NYC",1617,299,157,1,298,1
"36047001500",53250,1927,4463,3395,1080,2595,1823,790,102,559,131,31.9,1127,63250,302,2573,0,112,420,254,118,977,1781,790,391,1499,"NYC",2538,432,80,1,430,2
"36081086900",9331.81818181818,56,1997,1137,293,647,579,444,90,148,108,40.2,1131,25250,279,384,0,0,131,54,127,478,248,72,20,725,"NYC",2210,412,80,3,408,4
"36061031100",0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"NYC",1094,247,12,1,245,2
"36047010000",110700,524,6118,3126,1760,1811,1843,1050,178,356,117,32.3,2708,17213,377,1846,8,51,475,32,606,884,347,124,251,2694,"NYC",306,71,33,0,71,0
"36047004600",11150,1110,228,677,297,244,382,321,94,26,59,44.8,28,78500,224,252,0,0,35,56,65,241,316,114,38,48,"NYC",175,50,11,0,50,0
"36047030800",7319.23076923077,1319,584,899,313,374,527,530,159,171,104,49,198,34952,284,504,0,0,18,0,158,602,240,119,67,308,"NYC",323,78,7,0,78,0
"36047006300",47125,1488,397,1019,381,437,713,248,106,136,37,37.2,118,70764,151,771,0,40,71,45,17,289,593,277,34,107,"NYC",218,23,2,0,23,0
"36081155102",15754.5454545455,4299,4366,4703,1396,1860,2373,2101,935,1115,729,45.7,554,58971,3019,1053,0,0,107,113,162,2602,1421,689,357,597,"NYC",905,246,26,0,245,1
"36047110400",16917.2413793103,50,4856,2669,1194,1351,1295,872,194,437,243,33.9,425,30381,436,1286,0,0,84,107,169,1778,200,146,286,1067,"NYC",2675,1074,133,4,1068,6
"36047066200",18744.4444444444,1164,523,891,359,306,533,370,119,130,99,44.8,79,43698,391,273,0,0,89,0,28,451,274,110,91,88,"NYC",477,123,21,1,122,1
"36081084602",4010.71428571429,93,1030,481,263,287,418,124,31,74,79,35.8,174,24688,286,167,0,0,16,7,68,354,94,32,80,237,"NYC",2139,696,8,2,691,5
"36081095400",17541.935483871,549,4889,2906,1641,1181,1433,936,247,499,172,34.1,618,37126,1126,843,0,19,47,24,402,1214,563,313,244,909,"NYC",328,101,24,0,101,0
"36061029900",19279.1666666667,97,4530,2376,1132,915,1221,1015,344,771,331,40.5,994,19757,292,1146,6,0,67,52,174,1044,448,42,263,1750,"NYC",832,178,43,0,178,0
"36061031703",74091.6666666667,6372,2519,4357,2311,2151,3311,899,219,631,206,34.9,1550,116071,303,2189,0,199,1804,256,87,597,2708,1873,145,504,"NYC",893,183,50,0,182,1
"36081021900",8.16326530612245,4,0,4,0,0,0,4,0,4,0,NA,0,NA,0,0,0,0,4,0,0,4,0,0,0,0,"NYC",791,154,17,0,154,0
"36081012000",44683.3333333333,75,2606,1209,556,751,773,550,51,234,51,35.9,772,22841,578,409,0,0,171,15,116,680,361,145,109,857,"NYC",236,58,14,1,57,1
"36047005602",27033.3333333333,1198,424,931,261,527,423,245,166,151,147,37.1,116,51500,254,529,0,10,70,47,23,320,468,246,33,155,"NYC",576,206,9,0,205,1
"36005005200",33828.5714285714,14,2354,1290,676,741,395,466,90,361,93,31.1,501,20584,132,538,0,35,127,55,159,775,114,24,64,1137,"NYC",479,104,17,1,103,1
"36061014300",4.3859649122807,0,5,5,1,2,2,0,0,0,0,19.8,0,NA,0,0,0,0,0,0,0,2,0,0,0,3,"NYC",2590,468,118,2,465,3
"36085020803",7741.97530864198,5215,1056,3332,1612,1161,1906,1461,131,526,208,39.5,142,51371,2034,764,0,0,73,50,63,1617,978,640,150,473,"NYC",495,134,9,0,134,0
"36061009300",143028.571428571,5382,4630,5006,1362,2443,3267,2133,807,1114,295,41.5,1051,54515,280,2873,0,230,1968,520,189,1765,2645,2162,332,1757,"NYC",859,122,41,0,120,2
"36047092800",49783.3333333333,51,2936,1664,639,579,954,583,232,405,232,42.6,347,35891,515,580,0,19,204,24,88,749,312,236,116,361,"NYC",419,217,25,1,216,1
"36047030400",21600,1795,2093,2028,741,702,1170,858,417,243,292,44.3,762,32442,377,1047,0,10,69,17,213,905,705,173,97,734,"NYC",403,116,17,0,116,0
"36061024100",115828.571428571,1061,7047,4075,990,2501,2390,1640,587,1301,389,41.1,2113,30409,601,2540,0,293,489,178,384,1910,1442,712,467,2272,"NYC",552,136,21,1,135,1
"36061016900",121500,6797,1708,4575,1438,1731,2759,2268,309,906,170,41.9,1005,66582,177,3889,0,97,409,470,179,860,2732,2167,159,712,"NYC",564,82,31,0,82,0
"36005007100",25440,42,2502,1468,631,739,644,423,107,241,120,31.4,182,31655,252,780,0,0,48,4,58,639,290,94,179,637,"NYC",474,171,44,0,171,0
"36005008300",86087.5,23,6864,3492,2167,1855,1819,887,159,643,177,30.8,1564,21561,342,1831,0,0,184,94,575,1436,406,83,368,2836,"NYC",321,88,29,0,88,0
"36047000700",58714.2857142857,3100,1010,2118,855,1092,1535,477,151,296,134,36.5,275,80921,151,1686,0,133,315,264,37,243,1332,983,84,207,"NYC",678,127,14,0,127,0
"36005041100",63160,305,2853,1709,873,860,775,514,136,314,100,30.9,592,30633,377,818,0,0,64,11,140,837,374,81,237,1096,"NYC",199,51,14,0,51,0
"36081001400",47625,616,3194,1854,745,975,1090,839,161,445,174,39.6,587,26089,603,1183,0,0,133,55,146,1072,289,181,220,162,"NYC",394,112,14,0,112,0
"36085029104",13232.2033898305,5306,2501,4214,1894,1923,1994,1607,389,433,356,37,354,42632,2333,892,0,16,91,56,236,2822,737,444,218,447,"NYC",916,212,20,0,211,1
"36081037600",21586.6666666667,0,6476,3643,1519,1576,1781,1238,362,1040,340,37.9,633,38304,1850,1324,0,3,47,103,151,2212,535,468,385,362,"NYC",378,157,11,0,157,0
"36081016600",45312.5,82,3543,1679,828,1073,846,737,141,351,99,32.3,449,31518,584,1103,0,0,117,97,324,1023,356,25,192,482,"NYC",388,136,18,0,135,1
"36081086400",6766.66666666667,365,2477,1519,517,912,755,567,91,215,183,34.8,799,27047,494,828,12,0,78,15,132,801,286,142,129,394,"NYC",555,156,39,2,154,2
"36085020700",14994.5945945946,439,5109,2740,1471,1723,1297,816,241,514,205,30.2,1213,30459,826,810,0,0,81,36,271,1779,290,114,109,2005,"NYC",352,123,18,0,123,0
"36081028800",18812,57,4646,2461,1100,1232,1203,884,284,554,245,35.3,799,30842,1110,1092,0,0,60,17,151,1727,471,209,201,498,"NYC",544,220,29,0,220,0
"36061023000",134314.285714286,670,8732,4768,1416,3188,2868,1385,545,1405,583,35.5,1194,27331,367,3143,0,11,430,237,695,2921,842,412,671,3001,"NYC",561,121,37,0,120,1
"36047003900",40966.6666666667,1327,1131,1266,408,840,696,460,54,149,27,34.8,297,62052,67,1108,0,41,163,176,18,254,743,518,119,158,"NYC",1034,209,42,1,207,2
"36047118600",49060,79,2374,1263,611,710,677,391,64,221,25,32.8,480,30847,232,705,0,0,6,12,110,807,145,20,83,849,"NYC",294,108,21,1,107,1
"36047102000",36183.3333333333,198,1973,1171,572,508,526,482,83,184,76,35.2,193,41684,422,528,0,0,20,11,78,494,231,174,114,331,"NYC",108,40,4,0,39,1
"36047055500",55580,3555,2003,2595,838,2350,2001,336,33,363,103,33.2,929,70864,328,2966,0,116,154,307,118,700,2036,1069,157,454,"NYC",505,117,17,0,117,0
"36061004000",134700,6749,2680,3937,665,5539,1717,1419,89,641,114,30.2,1433,61684,287,3752,0,116,1221,438,130,719,3190,1486,273,881,"NYC",711,175,55,1,174,1
"36081117500",23404.5454545455,1734,3415,2628,801,985,1663,1314,386,235,254,45.9,1165,46212,1219,1007,0,0,113,29,154,1359,1002,399,122,276,"NYC",449,82,22,0,82,0
"36081049200",24194.7368421053,161,4436,2610,780,984,1396,1298,139,444,143,42.5,724,36875,1291,744,0,0,38,0,120,1716,550,269,190,380,"NYC",700,187,17,0,187,0
"36085002100",8927.08333333333,792,3493,2068,1013,1328,1104,716,124,378,112,31.1,787,26597,646,1024,0,0,130,130,140,1089,322,276,91,1183,"NYC",817,194,52,0,194,0
"36061005000",86233.3333333333,4117,1057,2961,431,2071,1380,924,368,347,180,35.5,662,104517,331,2106,0,125,787,130,20,339,2159,1170,327,432,"NYC",796,143,67,1,142,1
"36081138502",41.5730337078652,16,21,0,4,8,0,17,8,0,0,66.7,0,NA,0,0,0,0,0,17,0,8,0,17,0,16,"NYC",2730,642,17,1,640,2
"36081142900",15823.8095238095,1579,1744,1651,529,518,981,1021,274,234,169,49.5,439,35625,1031,535,0,11,22,50,114,1017,552,436,84,136,"NYC",199,41,7,0,41,0
"36061010200",2571.42857142857,132,48,65,19,27,82,43,9,0,0,41.8,38,70938,0,39,0,0,31,43,4,13,74,49,0,21,"NYC",1654,194,64,0,193,1
"36047034900",98866.6666666667,464,5468,3244,1667,1594,1517,1011,143,817,112,30.8,1335,25861,248,2028,0,0,121,71,246,1811,399,147,302,1786,"NYC",289,83,15,0,83,0
"36081087100",14143.75,103,2160,1221,506,639,645,361,112,272,126,34.5,669,35507,149,641,3,0,153,0,97,579,227,67,79,719,"NYC",1544,256,119,2,254,2
"36081025800",30062.5,0,2405,1275,559,597,845,391,13,151,43,35.7,363,35414,486,485,0,0,61,0,98,794,173,116,176,247,"NYC",209,105,16,0,105,0
"36081055500",37216.6666666667,487,1746,1067,531,632,676,352,42,208,39,34,674,30685,231,722,0,0,125,3,96,595,95,45,55,396,"NYC",281,63,16,0,63,0
"36061014200",59800,3877,309,2421,662,546,975,1219,784,336,278,54,168,104743,214,970,0,14,479,375,11,520,967,1267,18,220,"NYC",576,101,36,2,99,2
"36081101001",35406.4516129032,2858,8118,5866,2945,2697,2201,2008,1125,1356,772,33.4,741,24000,1593,1047,0,0,803,38,528,2588,1038,300,415,2737,"NYC",611,154,44,0,153,1
"36005002400",473.076923076923,58,65,33,25,98,0,0,0,0,33,27.9,65,58526,0,98,0,0,0,0,0,33,26,39,0,0,"NYC",137,32,4,0,32,0
"36047041600",42200,1949,583,1241,851,652,473,365,191,114,118,28.7,354,23026,193,470,0,12,112,55,66,521,215,72,78,775,"NYC",256,75,27,0,75,0
"36081030600",8407.69230769231,160,4212,2430,1076,919,1284,853,240,490,207,37.5,704,31182,828,931,0,0,57,28,100,1420,403,188,237,696,"NYC",3679,1182,30,6,1172,10
"36081113300",17340,887,847,905,366,329,425,407,207,121,117,43.3,227,60625,504,206,0,5,15,6,56,391,338,238,50,91,"NYC",157,39,7,0,38,1
"36081047900",34466.6666666667,505,4665,2733,934,1105,1570,1163,398,230,314,43,1678,30511,621,1572,0,15,152,17,330,1607,726,380,139,901,"NYC",405,80,17,1,79,1
"36081022001",40080,1625,4387,3415,725,2370,1475,1108,334,573,240,34.6,1004,52482,1191,2065,0,19,66,45,74,1482,1337,767,447,605,"NYC",815,186,8,0,186,0
"36005024600",39033.3333333333,927,1415,1173,376,660,696,483,127,243,119,40.3,247,42432,586,528,14,0,26,15,152,701,367,145,140,249,"NYC",117,27,3,0,27,0
"36047001300",23318.1818181818,1512,1053,1116,277,904,759,485,140,144,80,36.9,172,72269,84,590,0,32,188,63,8,708,511,452,28,918,"NYC",1292,222,39,0,222,0
"36081052200",25385.7142857143,4,1773,967,407,383,450,430,107,158,93,40.7,144,41080,516,353,0,0,10,29,39,466,228,115,55,104,"NYC",128,47,1,0,47,0
"36081053000",26544.4444444444,27,2362,1257,541,541,610,570,127,263,155,39.4,379,32000,564,551,0,0,76,21,77,850,294,95,104,122,"NYC",156,66,9,0,66,0
"36081066000",24380,163,3494,2002,824,865,1103,764,101,446,108,37.7,432,38947,1031,799,0,0,89,3,29,1192,397,219,84,162,"NYC",174,63,6,0,63,0
"36085013203",14185,4512,1162,2743,1053,1131,1751,1270,469,489,242,44.2,142,41952,1716,641,0,22,68,24,211,2009,653,602,283,461,"NYC",469,134,13,1,131,3
"36081006100",71962.5,3106,2651,3219,442,2308,1855,838,314,634,349,36,1263,40993,348,2877,0,36,164,120,114,1266,1767,682,280,877,"NYC",210,69,14,0,69,0
"36081053100",18393.75,1747,1196,1402,497,862,711,681,192,311,170,36.8,558,35864,624,646,11,19,109,81,127,1097,360,199,166,477,"NYC",574,80,12,0,80,0
"36081063900",27020,1681,1021,1408,502,568,834,561,237,235,217,39,229,39844,731,604,0,0,78,11,73,834,441,162,115,174,"NYC",537,195,16,0,195,0
"36005036901",55875,4,2231,1180,756,601,449,339,90,269,118,29.6,390,16667,95,363,0,0,52,39,85,583,47,11,179,1168,"NYC",251,74,25,0,74,0
"36047032500",93400,441,6097,3568,1154,1951,1759,1473,201,816,413,36.8,909,31606,455,2732,0,29,180,119,280,2399,675,351,454,997,"NYC",472,173,24,0,173,0
"36085017011",16010.7142857143,3953,530,2479,809,929,1099,1215,431,402,416,43.8,153,48360,1522,507,0,0,26,34,104,1693,568,312,149,361,"NYC",413,108,14,0,108,0
"36085009601",12813.3333333333,2732,1112,2106,415,967,869,967,626,369,496,49,208,40933,849,549,0,0,57,27,60,1609,620,231,53,503,"NYC",557,116,18,1,114,2
"36047070000",21962.5,1624,133,869,397,388,465,346,161,124,111,39.1,137,37022,460,239,0,0,109,28,19,631,240,171,45,116,"NYC",63,10,0,0,10,0
"36005007700",51000,48,1992,1164,516,631,534,322,37,287,52,31.2,436,20663,180,461,0,18,46,21,53,503,102,51,71,716,"NYC",148,62,12,0,62,0
"36005040502",132720,81,6555,3299,1722,1959,1648,1116,191,930,278,30.6,1575,25494,440,1561,0,0,471,59,248,1927,469,94,693,2594,"NYC",262,58,27,0,58,0
"36005018400",20935.2941176471,2023,1536,1847,634,826,955,868,276,353,225,40.1,205,45563,1064,549,0,0,35,74,26,1175,456,288,45,441,"NYC",335,113,13,0,113,0
"36047039500",72650,656,3703,1935,965,1406,1263,470,255,407,204,31.3,1078,22450,264,1382,11,83,74,79,182,1205,403,137,484,1404,"NYC",365,163,18,0,163,0
"36081015000",50283.3333333333,94,2923,1480,508,803,869,694,143,222,147,41.5,815,24395,649,655,0,0,136,2,242,850,348,82,96,367,"NYC",187,62,11,0,62,0
"36081023200",40546.1538461538,704,4567,2513,962,1223,1411,1224,451,402,391,40.6,938,38202,906,1398,0,14,152,70,232,1299,1048,332,246,1026,"NYC",214,38,9,0,38,0
"36081103201",40006.25,28,6373,3837,1913,1766,1663,931,128,661,265,30.2,1260,25284,745,1522,0,14,150,41,428,1583,335,77,312,1933,"NYC",478,164,41,0,164,0
"36081053601",27328.5714285714,0,1913,914,322,521,570,400,100,121,66,39.7,278,34779,463,471,0,0,11,0,48,676,127,83,175,101,"NYC",86,23,3,0,23,0
"36047017700",0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"NYC",1229,422,53,0,422,0
"36081059100",64275,2421,2721,2620,1143,1304,1629,888,178,362,78,35.6,1375,34649,562,1898,17,0,149,142,144,1389,698,271,186,723,"NYC",281,63,19,0,63,0
"36005017500",116000,75,6885,3997,2130,1612,1520,1426,272,1179,354,32.7,1547,21407,302,1709,0,0,274,227,313,1716,363,87,245,2675,"NYC",305,101,40,0,101,0
"36085003300",11236.3636363636,1891,1817,1942,835,849,990,897,137,177,73,37.3,387,49236,943,796,0,0,55,111,59,917,564,448,191,460,"NYC",405,95,15,0,95,0
"36047069602",23400,3476,2842,3285,1388,1149,1809,1567,405,563,368,40.8,589,51941,2159,587,0,0,76,63,251,2035,1064,608,151,687,"NYC",273,38,13,0,38,0
"36047078800",51900,21,3093,1921,934,564,913,534,169,425,129,36.5,910,29643,253,957,0,0,27,14,87,1239,268,78,67,650,"NYC",338,189,43,0,189,0
"36081080900",18579.4871794872,3218,4028,4219,1272,1599,1688,2272,415,462,338,42.4,918,35142,1887,1427,15,0,377,15,196,1667,1051,713,124,354,"NYC",654,142,41,0,142,0
"36081061601",15186.6666666667,4,2274,1224,432,452,656,581,157,307,94,42.8,224,43542,694,449,0,0,0,45,76,738,314,153,64,58,"NYC",115,28,0,0,28,0
"36085027900",1055.44554455446,1789,343,1199,412,229,469,669,353,175,255,53.6,64,68750,564,93,0,5,4,25,37,679,242,170,60,50,"NYC",708,204,7,0,204,0
